Application:, Trigno Discover (2.0.1.3)
Date/Time:, 9/18/2025 4:05:24 PM
Collection Length (seconds):, 4.995
Tibilais Anterior left (85586), , Gastrocnemius right (85650), , , , , , , , Rectus Femoris left (85878), , Rectus Femoris right (85844), , Hamstrings left (85904), , Tibilais Anterior right (85641), , Hamstrings right (85873), , Gastrocnemius left (85605)
sensor mode: 40, , sensor mode: 49, , , , , , , , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , 
1.8490345, 0.0535439, 2.0623846, -0.0164492, , , , , , , 1.8490345, -0.0092317, 1.8490345, 0.0199741, 1.8490345, -0.0283665, 1.8490345, -0.0263523, 1.8490345, -0.0041962, 1.8490345, -0.0199741, , , , , , , 
1.8495, 0.0154421, 2.0629038, -0.0109102, , , , , , , 1.8495, -0.0102388, 1.8495, 0.018967, 1.8495, -0.0290379, 1.8495, -0.0256809, 1.8495, -0.0048676, 1.8495, -0.0213169, , , , , , , 
1.8499655, -0.0419623, 2.0634231, -0.0011749, , , , , , , 1.8499655, -0.0109102, 1.8499655, 0.0164492, 1.8499655, -0.0285344, 1.8499655, -0.0250095, 1.8499655, -0.0048676, 1.8499655, -0.0243381, , , , , , , 
1.850431, -0.114641, 2.0639423, 0.0092317, , , , , , , 1.850431, -0.0112459, 1.850431, 0.0152743, 1.850431, -0.0287022, 1.850431, -0.0229953, 1.850431, -0.0028534, 1.850431, -0.0263523, , , , , , , 
1.8508966, -0.1861448, 2.0644615, 0.011078, , , , , , , 1.8508966, -0.0112459, 1.8508966, 0.0162814, 1.8508966, -0.0283665, 1.8508966, -0.0219883, 1.8508966, -0.0028534, 1.8508966, -0.0260166, , , , , , , 
1.8513621, -0.2375067, 2.0649808, 0.0038605, , , , , , , 1.8513621, -0.0095674, 1.8513621, 0.0179599, 1.8513621, -0.0280308, 1.8513621, -0.0250095, 1.8513621, -0.0036927, 1.8513621, -0.0243381, , , , , , , 
1.8518276, -0.25832, 2.0655, -0.0028534, , , , , , , 1.8518276, -0.008896, 1.8518276, 0.0182956, 1.8518276, -0.0287022, 1.8518276, -0.0283665, 1.8518276, -0.0028534, 1.8518276, -0.0229953, , , , , , , 
1.8522931, -0.2593271, 2.0660192, -0.0048676, , , , , , , 1.8522931, -0.0078889, 1.8522931, 0.0159457, 1.8522931, -0.0303807, 1.8522931, -0.0297093, 1.8522931, -0.0015106, 1.8522931, -0.0219883, , , , , , , 
1.8527586, -0.2532845, 2.0665385, -0.0062104, , , , , , , 1.8527586, -0.0075532, 1.8527586, 0.0129244, 1.8527586, -0.0305486, 1.8527586, -0.0303807, 1.8527586, -0.0005035, 1.8527586, -0.0213169, , , , , , , 
1.8532241, -0.2499275, 2.0670577, -0.0083925, , , , , , , 1.8532241, -0.0073854, 1.8532241, 0.0104067, 1.8532241, -0.0305486, 1.8532241, -0.0330663, 1.8532241, -0.0015106, 1.8532241, -0.0209812, , , , , , , 
1.8536897, -0.2400244, 2.0675769, -0.0087282, , , , , , , 1.8536897, -0.0075532, 1.8536897, 0.0095674, 1.8536897, -0.03122, 1.8536897, -0.0344091, 1.8536897, -0.0028534, 1.8536897, -0.0193027, , , , , , , 
1.8541552, -0.219379, 2.0680962, -0.0068818, , , , , , , 1.8541552, -0.0082246, 1.8541552, 0.0092317, 1.8541552, -0.030045, 1.8541552, -0.0354162, 1.8541552, -0.0035248, 1.8541552, -0.0169528, , , , , , , 
1.8546207, -0.1952087, 2.0686154, -0.0065461, , , , , , , 1.8546207, -0.0095674, 1.8546207, 0.0119173, 1.8546207, -0.0297093, 1.8546207, -0.0370947, 1.8546207, -0.0028534, 1.8546207, -0.0164492, , , , , , , 
1.8550862, -0.1675135, 2.0691346, -0.0082246, , , , , , , 1.8550862, -0.0104067, 1.8550862, 0.0130922, 1.8550862, -0.0303807, 1.8550862, -0.036759, 1.8550862, -0.002182, 1.8550862, -0.0166171, , , , , , , 
1.8555517, -0.121355, 2.0696538, -0.0104067, , , , , , , 1.8555517, -0.0090639, 1.8555517, 0.0102388, 1.8555517, -0.0303807, 1.8555517, -0.0364233, 1.8555517, -0.0010071, 1.8555517, -0.0149386, , , , , , , 
1.8560172, -0.0699931, 2.0701731, -0.012253, , , , , , , 1.8560172, -0.0083925, 1.8560172, 0.0075532, 1.8560172, -0.0303807, 1.8560172, -0.0354162, 1.8560172, -0.0005035, 1.8560172, -0.0135958, , , , , , , 
1.8564828, -0.0377661, 2.0706923, -0.0129244, , , , , , , 1.8564828, -0.008896, 1.8564828, 0.0092317, 1.8564828, -0.0298772, 1.8564828, -0.0330663, 1.8564828, -0.0011749, 1.8564828, -0.0125887, , , , , , , 
1.8569483, -0.01561, 2.0712115, -0.0149386, , , , , , , 1.8569483, -0.0092317, 1.8569483, 0.012253, 1.8569483, -0.0287022, 1.8569483, -0.0317235, 1.8569483, -0.0008392, 1.8569483, -0.0139315, , , , , , , 
1.8574138, 0.0152743, 2.0717308, -0.0166171, , , , , , , 1.8574138, -0.0085603, 1.8574138, 0.0125887, 1.8574138, -0.0290379, 1.8574138, -0.0310521, 1.8574138, -0.0010071, 1.8574138, -0.0162814, , , , , , , 
1.8578793, 0.040116, 2.07225, -0.0166171, , , , , , , 1.8578793, -0.0075532, 1.8578793, 0.0125887, 1.8578793, -0.0310521, 1.8578793, -0.0298772, 1.8578793, -0.0028534, 1.8578793, -0.0166171, , , , , , , 
1.8583448, 0.0468299, 2.0727692, -0.0166171, , , , , , , 1.8583448, -0.0075532, 1.8583448, 0.0119173, 1.8583448, -0.0313878, 1.8583448, -0.0290379, 1.8583448, -0.0035248, 1.8583448, -0.01561, , , , , , , 
1.8588103, 0.0454871, 2.0732885, -0.0162814, , , , , , , 1.8588103, -0.008896, 1.8588103, 0.0132601, 1.8588103, -0.030045, 1.8588103, -0.0290379, 1.8588103, -0.0041962, 1.8588103, -0.0142672, , , , , , , 
1.8592759, 0.0421302, 2.0738077, -0.0169528, , , , , , , 1.8592759, -0.0095674, 1.8592759, 0.0142672, 1.8592759, -0.0297093, 1.8592759, -0.030045, 1.8592759, -0.0041962, 1.8592759, -0.012253, , , , , , , 
1.8597414, 0.0475013, 2.0743269, -0.018967, , , , , , , 1.8597414, -0.0095674, 1.8597414, 0.0146029, 1.8597414, -0.0302129, 1.8597414, -0.0307164, 1.8597414, -0.0041962, 1.8597414, -0.0105745, , , , , , , 
1.8602069, 0.0632792, 2.0748462, -0.0209812, , , , , , , 1.8602069, -0.0087282, 1.8602069, 0.014435, 1.8602069, -0.030045, 1.8602069, -0.0298772, 1.8602069, -0.0035248, 1.8602069, -0.011078, , , , , , , 
1.8606724, 0.0787213, 2.0753654, -0.0159457, , , , , , , 1.8606724, -0.0082246, 1.8606724, 0.0139315, 1.8606724, -0.0287022, 1.8606724, -0.0297093, 1.8606724, -0.0030213, 1.8606724, -0.0132601, , , , , , , 
1.8611379, 0.0924849, 2.0758846, -0.005539, , , , , , , 1.8611379, -0.0082246, 1.8611379, 0.0139315, 1.8611379, -0.0273594, 1.8611379, -0.0310521, 1.8611379, -0.0031891, 1.8611379, -0.0149386, , , , , , , 
1.8616034, 0.1159838, 2.0764038, 0.002182, , , , , , , 1.8616034, -0.0085603, 1.8616034, 0.0146029, 1.8616034, -0.0276951, 1.8616034, -0.0305486, 1.8616034, -0.0035248, 1.8616034, -0.0162814, , , , , , , 
1.862069, 0.1367971, 2.0769231, 0.0052033, , , , , , , 1.862069, -0.0077211, 1.862069, 0.0139315, 1.862069, -0.0273594, 1.862069, -0.0283665, 1.862069, -0.0041962, 1.862069, -0.0162814, , , , , , , 
1.8625345, 0.1448539, 2.0774423, 0.0011749, , , , , , , 1.8625345, -0.0078889, 1.8625345, 0.0125887, 1.8625345, -0.0273594, 1.8625345, -0.0260166, 1.8625345, -0.0050355, 1.8625345, -0.0151064, , , , , , , 
1.863, 0.149218, 2.0779615, -0.0109102, , , , , , , 1.863, 0, 1.863, 0.0129244, 1.863, -0.0273594, 1.863, -0.0243381, 1.863, -0.0038605, 1.863, -0.0152743, , , , , , , 
1.8634655, 0.1592889, 2.0784808, -0.0198062, , , , , , , 1.8634655, 0, 1.8634655, 0.0149386, 1.8634655, -0.0260166, 1.8634655, -0.0238346, 1.8634655, -0.0023499, 1.8634655, -0.0169528, , , , , , , 
1.863931, 0.1696956, 2.079, -0.0149386, , , , , , , 1.863931, 0, 1.863931, 0.0166171, 1.863931, -0.0256809, 1.863931, -0.0229953, 1.863931, -0.0028534, 1.863931, -0.0182956, , , , , , , 
1.8643966, 0.1700313, 2.0795192, -0.0092317, , , , , , , 1.8643966, 0, 1.8643966, 0.0162814, 1.8643966, -0.0263523, 1.8643966, -0.0226596, 1.8643966, -0.0035248, 1.8643966, -0.0179599, , , , , , , 
1.8648621, 0.1656672, 2.0800385, -0.0129244, , , , , , , 1.8648621, 0, 1.8648621, 0.01561, 1.8648621, -0.0270237, 1.8648621, -0.0229953, 1.8648621, -0.0028534, 1.8648621, -0.0167849, , , , , , , 
1.8653276, 0.1621424, 2.0805577, -0.0169528, , , , , , , 1.8653276, 0, 1.8653276, 0.0169528, 1.8653276, -0.0261845, 1.8653276, -0.0243381, 1.8653276, -0.0035248, 1.8653276, -0.0152743, , , , , , , 
1.8657931, 0.1609674, 2.0810769, -0.0166171, , , , , , , 1.8657931, 0, 1.8657931, 0.0203098, 1.8657931, -0.0250095, 1.8657931, -0.0270237, 1.8657931, -0.0052033, 1.8657931, -0.0157778, , , , , , , 
1.8662586, 0.1609674, 2.0815962, -0.0169528, , , , , , , 1.8662586, 0, 1.8662586, 0.0223239, 1.8662586, -0.0250095, 1.8662586, -0.030045, 1.8662586, -0.0068818, 1.8662586, -0.0172885, , , , , , , 
1.8667241, 0.1555962, 2.0821154, -0.018967, , , , , , , 1.8667241, 0, 1.8667241, 0.0203098, 1.8667241, -0.0258488, 1.8667241, -0.030045, 1.8667241, -0.008896, 1.8667241, -0.0176242, , , , , , , 
1.8671897, 0.1559319, 2.0826346, -0.0229953, , , , , , , 1.8671897, 0, 1.8671897, 0.0162814, 1.8671897, -0.0253452, 1.8671897, -0.0292058, 1.8671897, -0.0095674, 1.8671897, -0.01561, , , , , , , 
1.8676552, 0.1757382, 2.0831538, -0.0248417, , , , , , , 1.8676552, 0, 1.8676552, 0.0125887, 1.8676552, -0.0253452, 1.8676552, -0.0280308, 1.8676552, -0.008896, 1.8676552, -0.0142672, , , , , , , 
1.8681207, 0.1978943, 2.0836731, -0.018967, , , , , , , 1.8681207, 0, 1.8681207, 0.0105745, 1.8681207, -0.0263523, 1.8681207, -0.0246738, 1.8681207, -0.0068818, 1.8681207, -0.01561, , , , , , , 
1.8685862, 0.2022583, 2.0841923, -0.0062104, , , , , , , 1.8685862, 0, 1.8685862, 0.0105745, 1.8685862, -0.026688, 1.8685862, -0.0213169, 1.8685862, -0.0052033, 1.8685862, -0.0169528, , , , , , , 
1.8690517, 0.203769, 2.0847115, 0.005539, , , , , , , 1.8690517, 0, 1.8690517, 0.0099031, 1.8690517, -0.0256809, 1.8690517, -0.0203098, 1.8690517, -0.0041962, 1.8690517, -0.0172885, , , , , , , 
1.8695172, 0.1999084, 2.0852308, 0.010071, , , , , , , 1.8695172, 0, 1.8695172, 0.0099031, 1.8695172, -0.0250095, 1.8695172, -0.0204776, 1.8695172, -0.0038605, 1.8695172, -0.0171206, , , , , , , 
1.8699828, 0.1891661, 2.08575, 0.0072175, , , , , , , 1.8699828, 0, 1.8699828, 0.0124208, 1.8699828, -0.024506, 1.8699828, -0.0216526, 1.8699828, -0.0045319, 1.8699828, -0.0176242, , , , , , , 
1.8704483, 0.1884947, 2.0862692, -0.0062104, , , , , , , 1.8704483, 0, 1.8704483, 0.0146029, 1.8704483, -0.0243381, 1.8704483, -0.0223239, 1.8704483, -0.0045319, 1.8704483, -0.0169528, , , , , , , 
1.8709138, 0.1968872, 2.0867885, -0.0250095, , , , , , , 1.8709138, 0, 1.8709138, 0.0166171, 1.8709138, -0.0253452, 1.8709138, -0.0206455, 1.8709138, -0.0035248, 1.8709138, -0.0166171, , , , , , , 
1.8713793, 0.2019226, 2.0873077, -0.0357519, , , , , , , 1.8713793, 0, 1.8713793, 0.0196384, 1.8713793, -0.0263523, 1.8713793, -0.0203098, 1.8713793, -0.0018463, 1.8713793, -0.0176242, , , , , , , 
1.8718448, 0.19823, 2.0878269, -0.0340734, , , , , , , 1.8718448, 0, 1.8718448, 0.0213169, 1.8718448, -0.0273594, 1.8718448, -0.0219883, 1.8718448, -0.0010071, 1.8718448, -0.0199741, , , , , , , 
1.8723103, 0.1891661, 2.0883462, -0.0290379, , , , , , , 1.8723103, 0, 1.8723103, 0.0219883, 1.8723103, -0.0283665, 1.8723103, -0.0229953, 1.8723103, -0.0018463, 1.8723103, -0.0219883, , , , , , , 
1.8727759, 0.1748989, 2.0888654, -0.0283665, , , , , , , 1.8727759, 0, 1.8727759, 0.0236667, 1.8727759, -0.0283665, 1.8727759, -0.018967, 1.8727759, -0.0041962, 1.8727759, -0.0216526, , , , , , , 
1.8732414, 0.1596246, 2.0893846, -0.0310521, , , , , , , 1.8732414, 0, 1.8732414, 0.0243381, 1.8732414, -0.0281987, 1.8732414, -0.0135958, 1.8732414, -0.0041962, 1.8732414, -0.0206455, , , , , , , 
1.8737069, 0.1495537, 2.0899038, -0.0290379, , , , , , , 1.8737069, 0, 1.8737069, 0.0219883, 1.8737069, -0.0287022, 1.8737069, -0.0099031, 1.8737069, -0.0031891, 1.8737069, -0.0206455, , , , , , , 
1.8741724, 0.1414969, 2.0904231, -0.021149, , , , , , , 1.8741724, 0, 1.8741724, 0.0172885, 1.8741724, -0.0283665, 1.8741724, -0.0062104, 1.8741724, -0.0035248, 1.8741724, -0.0209812, , , , , , , 
1.8746379, 0.1287404, 2.0909423, -0.0142672, , , , , , , 1.8746379, 0, 1.8746379, 0.0149386, 1.8746379, -0.0283665, 1.8746379, -0.0062104, 1.8746379, -0.0038605, 1.8746379, -0.0196384, , , , , , , 
1.8751034, 0.1210193, 2.0914615, -0.0085603, , , , , , , 1.8751034, 0, 1.8751034, 0.0146029, 1.8751034, -0.0280308, 1.8751034, -0.0082246, 1.8751034, -0.003357, 1.8751034, -0.018967, , , , , , , 
1.875569, 0.111284, 2.0919808, -0.0058747, , , , , , , 1.875569, 0, 1.875569, 0.0142672, 1.875569, -0.027863, 1.875569, -0.0095674, 1.875569, -0.0025177, 1.875569, -0.0193027, , , , , , , 
1.8760345, 0.0990311, 2.0925, -0.0082246, , , , , , , 1.8760345, 0, 1.8760345, 0.014435, 1.8760345, -0.0276951, 1.8760345, -0.0072175, 1.8760345, -0.0016785, 1.8760345, -0.0203098, , , , , , , 
1.8765, 0.0924849, 2.0930192, -0.0117494, , , , , , , 1.8765, -0.0090639, 1.8765, 0.0135958, 1.8765, -0.0283665, 1.8765, -0.0050355, 1.8765, -0.0008392, 1.8765, -0.0219883, , , , , , , 
1.8769655, 0.0877852, 2.0935385, -0.0146029, , , , , , , 1.8769655, -0.0095674, 1.8769655, 0.0132601, 1.8769655, -0.0297093, 1.8769655, -0.0052033, 1.8769655, -0.0001678, 1.8769655, -0.0224918, , , , , , , 
1.877431, 0.0797284, 2.0940577, -0.0169528, , , , , , , 1.877431, -0.0102388, 1.877431, 0.0129244, 1.877431, -0.0303807, 1.877431, -0.0068818, 1.877431, -0.0001678, 1.877431, -0.0229953, , , , , , , 
1.8778966, 0.0730144, 2.0945769, -0.0152743, , , , , , , 1.8778966, -0.0105745, 1.8778966, 0.0146029, 1.8778966, -0.0313878, 1.8778966, -0.0082246, 1.8778966, -0.0008392, 1.8778966, -0.0216526, , , , , , , 
1.8783621, 0.0720073, 2.0950962, -0.0092317, , , , , , , 1.8783621, -0.0115816, 1.8783621, 0.0172885, 1.8783621, -0.0310521, 1.8783621, -0.0097353, 1.8783621, -0.0015106, 1.8783621, -0.0213169, , , , , , , 
1.8788276, 0.066804, 2.0956154, 0.0041962, , , , , , , 1.8788276, -0.0129244, 1.8788276, 0.0179599, 1.8788276, -0.0310521, 1.8788276, -0.0099031, 1.8788276, -0.0015106, 1.8788276, -0.0219883, , , , , , , 
1.8792931, 0.0602579, 2.0961346, 0.0152743, , , , , , , 1.8792931, -0.0112459, 1.8792931, 0.0172885, 1.8792931, -0.030045, 1.8792931, -0.0095674, 1.8792931, -0.0008392, 1.8792931, -0.0224918, , , , , , , 
1.8797586, 0.0548867, 2.0966538, 0.012253, , , , , , , 1.8797586, -0.0095674, 1.8797586, 0.0166171, 1.8797586, -0.0292058, 1.8797586, -0.0097353, 1.8797586, -0.0015106, 1.8797586, -0.0216526, , , , , , , 
1.8802241, 0.0421302, 2.0971731, 0.0001678, , , , , , , 1.8802241, -0.008896, 1.8802241, 0.0162814, 1.8802241, -0.0287022, 1.8802241, -0.0115816, 1.8802241, -0.0023499, 1.8802241, -0.0198062, , , , , , , 
1.8806897, 0.033402, 2.0976923, -0.0095674, , , , , , , 1.8806897, -0.0082246, 1.8806897, 0.0179599, 1.8806897, -0.0297093, 1.8806897, -0.0117494, 1.8806897, -0.002182, 1.8806897, -0.018967, , , , , , , 
1.8811552, 0.0283665, 2.0982115, -0.0129244, , , , , , , 1.8811552, -0.0082246, 1.8811552, 0.0203098, 1.8811552, -0.0303807, 1.8811552, -0.0102388, 1.8811552, -0.0015106, 1.8811552, -0.018967, , , , , , , 
1.8816207, 0.0176242, 2.0987308, -0.0152743, , , , , , , 1.8816207, -0.0085603, 1.8816207, 0.0219883, 1.8816207, -0.0303807, 1.8816207, -0.0095674, 1.8816207, -0.0015106, 1.8816207, -0.0172885, , , , , , , 
1.8820862, 0.0065461, 2.09925, -0.0149386, , , , , , , 1.8820862, -0.0102388, 1.8820862, 0.0229953, 1.8820862, -0.0303807, 1.8820862, -0.0102388, 1.8820862, -0.0028534, 1.8820862, -0.0151064, , , , , , , 
1.8825517, 0.0109102, 2.0997692, -0.0137636, , , , , , , 1.8825517, -0.0102388, 1.8825517, 0.0253452, 1.8825517, -0.0310521, 1.8825517, -0.012253, 1.8825517, -0.0041962, 1.8825517, -0.0142672, , , , , , , 
1.8830172, 0.0146029, 2.1002885, -0.014435, , , , , , , 1.8830172, -0.0099031, 1.8830172, 0.0276951, 1.8830172, -0.0310521, 1.8830172, -0.01561, 1.8830172, -0.005539, 1.8830172, -0.0149386, , , , , , , 
1.8834828, 0.0045319, 2.1008077, -0.0137636, , , , , , , 1.8834828, -0.0115816, 1.8834828, 0.0280308, 1.8834828, -0.0297093, 1.8834828, -0.018967, 1.8834828, -0.0052033, 1.8834828, -0.0157778, , , , , , , 
1.8839483, -0.0072175, 2.1013269, -0.0072175, , , , , , , 1.8839483, -0.0139315, 1.8839483, 0.0260166, 1.8839483, -0.0283665, 1.8839483, -0.0199741, 1.8839483, -0.0041962, 1.8839483, -0.0182956, , , , , , , 
1.8844138, -0.0135958, 2.1018462, -0.0035248, , , , , , , 1.8844138, -0.0152743, 1.8844138, 0.023331, 1.8844138, -0.0270237, 1.8844138, -0.0203098, 1.8844138, -0.0045319, 1.8844138, -0.0206455, , , , , , , 
1.8848793, -0.0142672, 2.1023654, -0.0075532, , , , , , , 1.8848793, -0.0162814, 1.8848793, 0.0219883, 1.8848793, -0.0260166, 1.8848793, -0.0219883, 1.8848793, -0.0048676, 1.8848793, -0.0203098, , , , , , , 
1.8853448, -0.0068818, 2.1028846, -0.0095674, , , , , , , 1.8853448, -0.0166171, 1.8853448, 0.0199741, 1.8853448, -0.0246738, 1.8853448, -0.0236667, 1.8853448, -0.0038605, 1.8853448, -0.0176242, , , , , , , 
1.8858103, -0.0015106, 2.1034038, -0.010071, , , , , , , 1.8858103, -0.0162814, 1.8858103, 0.0176242, 1.8858103, -0.023331, 1.8858103, -0.0250095, 1.8858103, -0.002182, 1.8858103, -0.0149386, , , , , , , 
1.8862759, -0.008896, 2.1039231, -0.0125887, , , , , , , 1.8862759, -0.0154421, 1.8862759, 0.0162814, 1.8862759, -0.0236667, 1.8862759, -0.0256809, 1.8862759, -0.0003357, 1.8862759, -0.0154421, , , , , , , 
1.8867414, -0.018967, 2.1044423, -0.0166171, , , , , , , 1.8867414, -0.0154421, 1.8867414, 0.0159457, 1.8867414, -0.0243381, 1.8867414, -0.0263523, 1.8867414, -0.0005035, 1.8867414, -0.0169528, , , , , , , 
1.8872069, -0.0243381, 2.1049615, -0.0172885, , , , , , , 1.8872069, -0.0166171, 1.8872069, 0.0167849, 1.8872069, -0.0243381, 1.8872069, -0.026688, 1.8872069, -0.0015106, 1.8872069, -0.0179599, , , , , , , 
1.8876724, -0.0256809, 2.1054808, -0.0109102, , , , , , , 1.8876724, -0.0162814, 1.8876724, 0.0179599, 1.8876724, -0.0243381, 1.8876724, -0.0263523, 1.8876724, -0.0018463, 1.8876724, -0.0182956, , , , , , , 
1.8881379, -0.0283665, 2.106, -0.0031891, , , , , , , 1.8881379, -0.0142672, 1.8881379, 0.0176242, 1.8881379, -0.0241703, 1.8881379, -0.0260166, 1.8881379, -0.0028534, 1.8881379, -0.0186313, , , , , , , 
1.8886034, -0.0260166, 2.1065192, -0.0016785, , , , , , , 1.8886034, -0.0129244, 1.8886034, 0.0182956, 1.8886034, -0.0240024, 1.8886034, -0.0270237, 1.8886034, -0.0041962, 1.8886034, -0.0186313, , , , , , , 
1.889069, -0.0303807, 2.1070385, -0.005539, , , , , , , 1.889069, -0.0139315, 1.889069, 0.0182956, 1.889069, -0.0238346, 1.889069, -0.026688, 1.889069, -0.0048676, 1.889069, -0.0176242, , , , , , , 
1.8895345, -0.0419623, 2.1075577, -0.0090639, , , , , , , 1.8895345, -0.0152743, 1.8895345, 0.0186313, 1.8895345, -0.0231632, 1.8895345, -0.0231632, 1.8895345, -0.0052033, 1.8895345, -0.0166171, , , , , , , 
1.89, -0.0461585, 2.1080769, -0.0095674, , , , , , , 1.89, 0, 1.89, 0.0186313, 1.89, -0.0240024, 1.89, -0.018967, 1.89, -0.0052033, 1.89, -0.0166171, , , , , , , 
1.8904655, -0.0464942, 2.1085962, -0.0068818, , , , , , , 1.8904655, 0, 1.8904655, 0.0186313, 1.8904655, -0.0256809, 1.8904655, -0.0176242, 1.8904655, -0.003357, 1.8904655, -0.0157778, , , , , , , 
1.890931, -0.0461585, 2.1091154, -0.0062104, , , , , , , 1.890931, 0, 1.890931, 0.018967, 1.890931, -0.026688, 1.890931, -0.0198062, 1.890931, -0.0028534, 1.890931, -0.01561, , , , , , , 
1.8913966, -0.0421302, 2.1096346, -0.0070497, , , , , , , 1.8913966, 0, 1.8913966, 0.0186313, 1.8913966, -0.0263523, 1.8913966, -0.0236667, 1.8913966, -0.0036927, 1.8913966, -0.0162814, , , , , , , 
1.8918621, -0.0377661, 2.1101538, -0.0095674, , , , , , , 1.8918621, 0, 1.8918621, 0.0182956, 1.8918621, -0.0263523, 1.8918621, -0.0270237, 1.8918621, -0.0041962, 1.8918621, -0.0172885, , , , , , , 
1.8923276, -0.0381018, 2.1106731, -0.0102388, , , , , , , 1.8923276, 0, 1.8923276, 0.0172885, 1.8923276, -0.0260166, 1.8923276, -0.0307164, 1.8923276, -0.0043641, 1.8923276, -0.0179599, , , , , , , 
1.8927931, -0.0404517, 2.1111923, -0.0115816, , , , , , , 1.8927931, 0, 1.8927931, 0.0179599, 1.8927931, -0.0250095, 1.8927931, -0.0332341, 1.8927931, -0.0048676, 1.8927931, -0.0193027, , , , , , , 
1.8932586, -0.0421302, 2.1117115, -0.0129244, , , , , , , 1.8932586, 0, 1.8932586, 0.0193027, 1.8932586, -0.0240024, 1.8932586, -0.0352483, 1.8932586, -0.0052033, 1.8932586, -0.0193027, , , , , , , 
1.8937241, -0.0421302, 2.1122308, -0.012253, , , , , , , 1.8937241, 0, 1.8937241, 0.0196384, 1.8937241, -0.024506, 1.8937241, -0.0391089, 1.8937241, -0.0041962, 1.8937241, -0.0181277, , , , , , , 
1.8941897, 0.0169528, 2.11275, -0.0095674, , , , , , , 1.8941897, 0, 1.8941897, 0.0184634, 1.8941897, -0.0270237, 1.8941897, -0.0421302, 1.8941897, -0.0018463, 1.8941897, -0.0181277, , , , , , , 
1.8946552, 0.1542535, 2.1132692, -0.0078889, , , , , , , 1.8946552, 0, 1.8946552, 0.0172885, 1.8946552, -0.0287022, 1.8946552, -0.0438087, 1.8946552, -0.0015106, 1.8946552, -0.0186313, , , , , , , 
1.8951207, 0.2599985, 2.1137885, -0.0105745, , , , , , , 1.8951207, 0, 1.8951207, 0.0196384, 1.8951207, -0.0285344, 1.8951207, -0.0459907, 1.8951207, -0.0035248, 1.8951207, -0.0176242, , , , , , , 
1.8955862, 0.285008, 2.1143077, -0.0135958, , , , , , , 1.8955862, 0, 1.8955862, 0.0206455, 1.8955862, -0.0276951, 1.8955862, -0.047837, 1.8955862, -0.005539, 1.8955862, -0.017792, , , , , , , 
1.8960517, 0.265034, 2.1148269, -0.0139315, , , , , , , 1.8960517, 0, 1.8960517, 0.0206455, 1.8960517, -0.0263523, 1.8960517, -0.0493477, 1.8960517, -0.005539, 1.8960517, -0.018967, , , , , , , 
1.8965172, 0.2348211, 2.1153462, -0.0124208, , , , , , , 1.8965172, 0, 1.8965172, 0.0193027, 1.8965172, -0.0261845, 1.8965172, -0.0518654, 1.8965172, -0.0050355, 1.8965172, -0.0196384, , , , , , , 
1.8969828, 0.2116579, 2.1158654, -0.0119173, , , , , , , 1.8969828, 0, 1.8969828, 0.0196384, 1.8969828, -0.0270237, 1.8969828, -0.0525368, 1.8969828, -0.0041962, 1.8969828, -0.0199741, , , , , , , 
1.8974483, 0.1958801, 2.1163846, -0.0109102, , , , , , , 1.8974483, 0, 1.8974483, 0.0206455, 1.8974483, -0.0263523, 1.8974483, -0.051194, 1.8974483, -0.0031891, 1.8974483, -0.0193027, , , , , , , 
1.8979138, 0.1767453, 2.1169038, -0.0078889, , , , , , , 1.8979138, 0, 1.8979138, 0.0206455, 1.8979138, -0.0260166, 1.8979138, -0.0491798, 1.8979138, -0.0031891, 1.8979138, -0.0182956, , , , , , , 
1.8983793, 0.152575, 2.1174231, -0.0048676, , , , , , , 1.8983793, 0, 1.8983793, 0.0206455, 1.8983793, -0.0256809, 1.8983793, -0.0476692, 1.8983793, -0.0018463, 1.8983793, -0.0166171, , , , , , , 
1.8988448, 0.131426, 2.1179423, -0.0038605, , , , , , , 1.8988448, 0, 1.8988448, 0.0209812, 1.8988448, -0.0260166, 1.8988448, -0.0485084, 1.8988448, -0.002182, 1.8988448, -0.0159457, , , , , , , 
