Application:, Trigno Discover (2.0.1.3)
Date/Time:, 9/18/2025 4:05:24 PM
Collection Length (seconds):, 4.995
Tibilais Anterior left (85586), , Gastrocnemius right (85650), , , , , , , , Rectus Femoris left (85878), , Rectus Femoris right (85844), , Hamstrings left (85904), , Tibilais Anterior right (85641), , Hamstrings right (85873), , Gastrocnemius left (85605)
sensor mode: 40, , sensor mode: 49, , , , , , , , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , 
1.1232931, -0.0414588, 1.2529038, -0.0095674, , , , , , , 1.1232931, 0.0256809, 1.1232931, 0.1529107, 1.1232931, -0.0292058, 1.1232931, 2.5912566, 1.1232931, -0.0240024, 1.1232931, -0.026688, , , , , , , 
1.1237586, -0.0485084, 1.2534231, -0.0109102, , , , , , , 1.1237586, 0.0288701, 1.1237586, 0.1540856, 1.1237586, -0.0297093, 1.1237586, 2.6610819, 1.1237586, -0.023331, 1.1237586, -0.0310521, , , , , , , 
1.1242241, -0.0384375, 1.2539423, -0.0124208, , , , , , , 1.1242241, 0.0320592, 1.1242241, 0.1579461, 1.1242241, -0.0303807, 1.1242241, 2.7176471, 1.1242241, -0.0229953, 1.1242241, -0.0292058, , , , , , , 
1.1246897, -0.0219883, 1.2544615, -0.0130922, , , , , , , 1.1246897, 0.0354162, 1.1246897, 0.1649958, 1.1246897, -0.0320592, 1.1246897, 2.7633021, 1.1246897, -0.0203098, 1.1246897, -0.0240024, , , , , , , 
1.1251552, -0.0176242, 1.2549808, -0.012253, , , , , , , 1.1251552, 0.0377661, 1.1251552, 0.1710384, 1.1251552, -0.0340734, 1.1251552, 2.7995575, 1.1251552, -0.0179599, 1.1251552, -0.0229953, , , , , , , 
1.1256207, -0.0250095, 1.2555, -0.0109102, , , , , , , 1.1256207, 0.0392767, 1.1256207, 0.1733883, 1.1256207, -0.0354162, 1.1256207, 2.8237278, 1.1256207, -0.0169528, 1.1256207, -0.0280308, , , , , , , 
1.1260862, -0.0327306, 1.2560192, -0.011078, , , , , , , 1.1260862, 0.0384375, 1.1260862, 0.1750668, 1.1260862, -0.0362554, 1.1260862, 2.8301061, 1.1260862, -0.0162814, 1.1260862, -0.033402, , , , , , , 
1.1265517, -0.0364233, 1.2565385, -0.0124208, , , , , , , 1.1265517, 0.0357519, 1.1265517, 0.1782559, 1.1265517, -0.0357519, 1.1265517, 2.8210422, 1.1265517, -0.0139315, 1.1265517, -0.0364233, , , , , , , 
1.1270172, -0.0344091, 1.2570577, -0.0135958, , , , , , , 1.1270172, 0.0337377, 1.1270172, 0.1764096, 1.1270172, -0.0354162, 1.1270172, 2.8069429, 1.1270172, -0.0099031, 1.1270172, -0.0350805, , , , , , , 
1.1274828, -0.0317235, 1.2575769, -0.012253, , , , , , , 1.1274828, 0.0360876, 1.1274828, 0.1695277, 1.1274828, -0.0360876, 1.1274828, 2.7955291, 1.1274828, -0.0068818, 1.1274828, -0.0310521, , , , , , , 
1.1279483, -0.0340734, 1.2580962, -0.0109102, , , , , , , 1.1279483, 0.0407874, 1.1279483, 0.1613031, 1.1279483, -0.036759, 1.1279483, 2.7874723, 1.1279483, -0.0035248, 1.1279483, -0.0293736, , , , , , , 
1.1284138, -0.0394446, 1.2586154, -0.0119173, , , , , , , 1.1284138, 0.047837, 1.1284138, 0.1515679, 1.1284138, -0.0357519, 1.1284138, 2.7787442, 1.1284138, -0.0001678, 1.1284138, -0.0303807, , , , , , , 
1.1288793, -0.04448, 1.2591346, -0.0130922, , , , , , , 1.1288793, 0.0532082, 1.1288793, 0.1428397, 1.1288793, -0.0354162, 1.1288793, 2.7624628, 1.1288793, 0.0025177, 1.1288793, -0.0292058, , , , , , , 
1.1293448, -0.0454871, 1.2596538, -0.0127565, , , , , , , 1.1293448, 0.0575723, 1.1293448, 0.1361257, 1.1293448, -0.0352483, 1.1293448, 2.7431601, 1.1293448, 0.0025177, 1.1293448, -0.0290379, , , , , , , 
1.1298103, -0.0436408, 1.2601731, -0.0115816, , , , , , , 1.1298103, 0.0629435, 1.1298103, 0.1327687, 1.1298103, -0.033402, 1.1298103, 2.7176471, 1.1298103, 0.0025177, 1.1298103, -0.0293736, , , , , , , 
1.1302759, -0.0438087, 1.2606923, -0.0115816, , , , , , , 1.1302759, 0.0656291, 1.1302759, 0.1312581, 1.1302759, -0.0310521, 1.1302759, 2.6850843, 1.1302759, 0.0057069, 1.1302759, -0.0323949, , , , , , , 
1.1307414, -0.0468299, 1.2612115, -0.0119173, , , , , , , 1.1307414, 0.0642863, 1.1307414, 0.131426, 1.1307414, -0.0303807, 1.1307414, 2.6401007, 1.1307414, 0.0102388, 1.1307414, -0.0344091, , , , , , , 
1.1312069, -0.0486763, 1.2617308, -0.0112459, , , , , , , 1.1312069, 0.0610971, 1.1312069, 0.1347829, 1.1312069, -0.0307164, 1.1312069, 2.5833677, 1.1312069, 0.0125887, 1.1312069, -0.0340734, , , , , , , 
1.1316724, -0.0454871, 1.26225, -0.0082246, , , , , , , 1.1316724, 0.0558938, 1.1316724, 0.1347829, 1.1316724, -0.0305486, 1.1316724, 2.5236133, 1.1316724, 0.0119173, 1.1316724, -0.0303807, , , , , , , 
1.1321379, -0.0370947, 1.2627692, -0.0058747, , , , , , , 1.1321379, 0.0491798, 1.1321379, 0.1300832, 1.1321379, -0.0293736, 1.1321379, 2.4692302, 1.1321379, 0.0119173, 1.1321379, -0.026688, , , , , , , 
1.1326034, -0.0251774, 1.2632885, -0.005539, , , , , , , 1.1326034, 0.0406195, 1.1326034, 0.121355, 1.1326034, -0.0290379, 1.1326034, 2.4225681, 1.1326034, 0.0146029, 1.1326034, -0.0219883, , , , , , , 
1.133069, -0.014435, 1.2638077, -0.0041962, , , , , , , 1.133069, 0.0303807, 1.133069, 0.1116197, 1.133069, -0.0293736, 1.133069, 2.3587854, 1.133069, 0.0169528, 1.133069, -0.0176242, , , , , , , 
1.1335345, -0.0102388, 1.2643269, -0.0045319, , , , , , , 1.1335345, 0.0169528, 1.1335345, 0.1022202, 1.1335345, -0.0290379, 1.1335345, 2.2755322, 1.1335345, 0.0159457, 1.1335345, -0.0162814, , , , , , , 
1.134, -0.012253, 1.2648462, -0.0082246, , , , , , , 1.134, 0.0043641, 1.134, 0.0958419, 1.134, -0.0283665, 1.134, 2.1979858, 1.134, 0.0135958, 1.134, -0.0176242, , , , , , , 
1.1344655, -0.01561, 1.2653654, -0.0099031, , , , , , , 1.1344655, -0.0001678, 1.1344655, 0.0911421, 1.1344655, -0.0285344, 1.1344655, 2.1362173, 1.1344655, 0.0119173, 1.1344655, -0.018967, , , , , , , 
1.134931, -0.0176242, 1.2658846, -0.0115816, , , , , , , 1.134931, 0.0031891, 1.134931, 0.0864424, 1.134931, -0.0297093, 1.134931, 2.0727703, 1.134931, 0.0132601, 1.134931, -0.0219883, , , , , , , 
1.1353966, -0.0167849, 1.2664038, -0.0132601, , , , , , , 1.1353966, 0.0058747, 1.1353966, 0.0763714, 1.1353966, -0.0297093, 1.1353966, 1.9888457, 1.1353966, 0.0135958, 1.1353966, -0.024506, , , , , , , 
1.1358621, -0.014435, 1.2669231, -0.0117494, , , , , , , 1.1358621, 0.0038605, 1.1358621, 0.0622721, 1.1358621, -0.0285344, 1.1358621, 1.8956893, 1.1358621, 0.0119173, 1.1358621, -0.0256809, , , , , , , 
1.1363276, -0.0129244, 1.2674423, -0.0095674, , , , , , , 1.1363276, -0.0010071, 1.1363276, 0.0508583, 1.1363276, -0.0283665, 1.1363276, 1.8099184, 1.1363276, 0.0092317, 1.1363276, -0.026688, , , , , , , 
1.1367931, -0.0135958, 1.2679615, -0.0095674, , , , , , , 1.1367931, -0.0062104, 1.1367931, 0.0441444, 1.1367931, -0.030045, 1.1367931, 1.7387503, 1.1367931, 0.0085603, 1.1367931, -0.0285344, , , , , , , 
1.1372586, -0.0166171, 1.2684808, -0.0085603, , , , , , , 1.1372586, -0.012253, 1.1372586, 0.0407874, 1.1372586, -0.0310521, 1.1372586, 1.6716106, 1.1372586, 0.0099031, 1.1372586, -0.0303807, , , , , , , 
1.1377241, -0.0182956, 1.269, -0.0068818, , , , , , , 1.1377241, -0.0176242, 1.1377241, 0.0386053, 1.1377241, -0.0307164, 1.1377241, 1.608835, 1.1377241, 0.0119173, 1.1377241, -0.0323949, , , , , , , 
1.1381897, -0.0162814, 1.2695192, -0.005539, , , , , , , 1.1381897, -0.023331, 1.1381897, 0.0369268, 1.1381897, -0.0303807, 1.1381897, 1.5500877, 1.1381897, 0.012253, 1.1381897, -0.0337377, , , , , , , 
1.1386552, -0.0125887, 1.2700385, -0.005539, , , , , , , 1.1386552, -0.0276951, 1.1386552, 0.033402, 1.1386552, -0.0285344, 1.1386552, 1.486305, 1.1386552, 0.011078, 1.1386552, -0.0320592, , , , , , , 
1.1391207, -0.0112459, 1.2705577, -0.005539, , , , , , , 1.1391207, -0.0303807, 1.1391207, 0.0290379, 1.1391207, -0.026688, 1.1391207, 1.4124514, 1.1391207, 0.0105745, 1.1391207, -0.030045, , , , , , , 
1.1395862, -0.0135958, 1.2710769, -0.0045319, , , , , , , 1.1395862, -0.0320592, 1.1395862, 0.0223239, 1.1395862, -0.0270237, 1.1395862, 1.3270161, 1.1395862, 0.0105745, 1.1395862, -0.0303807, , , , , , , 
1.1400517, -0.0112459, 1.2715962, -0.0050355, , , , , , , 1.1400517, -0.0337377, 1.1400517, 0.0169528, 1.1400517, -0.0265202, 1.1400517, 1.2348669, 1.1400517, 0.010071, 1.1400517, -0.0317235, , , , , , , 
1.1405172, -0.0031891, 1.2721154, -0.0057069, , , , , , , 1.1405172, -0.0377661, 1.1405172, 0.0105745, 1.1405172, -0.0243381, 1.1405172, 1.1410391, 1.1405172, 0.0092317, 1.1405172, -0.0303807, , , , , , , 
1.1409828, 0.0011749, 1.2726346, -0.0062104, , , , , , , 1.1409828, -0.0438087, 1.1409828, 0.0005035, 1.1409828, -0.0223239, 1.1409828, 1.0512398, 1.1409828, 0.0083925, 1.1409828, -0.0236667, , , , , , , 
1.1414483, 0.002182, 1.2731538, -0.0082246, , , , , , , 1.1414483, -0.0485084, 1.1414483, -0.0068818, 1.1414483, -0.0218204, 1.1414483, 0.9679866, 1.1414483, 0.0078889, 1.1414483, -0.0169528, , , , , , , 
1.1419138, 0.0011749, 1.2736731, -0.008896, , , , , , , 1.1419138, -0.0506905, 1.1419138, -0.0082246, 1.1419138, -0.0223239, 1.1419138, 0.8880903, 1.1419138, 0.0068818, 1.1419138, -0.0171206, , , , , , , 
1.1423793, -0.0062104, 1.2741923, -0.0087282, , , , , , , 1.1423793, -0.051194, 1.1423793, -0.0050355, 1.1423793, -0.0229953, 1.1423793, 0.8075227, 1.1423793, 0.0065461, 1.1423793, -0.0253452, , , , , , , 
1.1428448, -0.0149386, 1.2747115, -0.0082246, , , , , , , 1.1428448, -0.0493477, 1.1428448, -0.0010071, 1.1428448, -0.023331, 1.1428448, 0.7323262, 1.1428448, 0.005539, 1.1428448, -0.0340734, , , , , , , 
1.1433103, -0.0166171, 1.2752308, -0.0082246, , , , , , , 1.1433103, -0.0471656, 1.1433103, 0.0028534, 1.1433103, -0.0223239, 1.1433103, 0.6645151, 1.1433103, 0.0041962, 1.1433103, -0.0350805, , , , , , , 
1.1437759, -0.0152743, 1.27575, -0.0072175, , , , , , , 1.1437759, -0.0466621, 1.1437759, 0.0058747, 1.1437759, -0.0216526, 1.1437759, 0.6010681, 1.1437759, 0.0018463, 1.1437759, -0.0298772, , , , , , , 
1.1442414, -0.0152743, 1.2762692, -0.0085603, , , , , , , 1.1442414, -0.0461585, 1.1442414, 0.0068818, 1.1442414, -0.0218204, 1.1442414, 0.5376211, 1.1442414, -0.002182, 1.1442414, -0.0238346, , , , , , , 
1.1447069, -0.0169528, 1.2767885, -0.0115816, , , , , , , 1.1447069, -0.0458228, 1.1447069, 0.0045319, 1.1447069, -0.0223239, 1.1447069, 0.4740063, 1.1447069, -0.0072175, 1.1447069, -0.0196384, , , , , , , 
1.1451724, -0.017792, 1.2773077, -0.0135958, , , , , , , 1.1451724, -0.047837, 1.1451724, 0.0008392, 1.1451724, -0.0223239, 1.1451724, 0.4103914, 1.1451724, -0.0125887, 1.1451724, -0.0159457, , , , , , , 
1.1456379, -0.0196384, 1.2778269, -0.0129244, , , , , , , 1.1456379, -0.051194, 1.1456379, -0.0015106, 1.1456379, -0.0251774, 1.1456379, 0.346273, 1.1456379, -0.0179599, 1.1456379, -0.0149386, , , , , , , 
1.1461034, -0.0263523, 1.2783462, -0.0105745, , , , , , , 1.1461034, -0.054551, 1.1461034, -0.0015106, 1.1461034, -0.0273594, 1.1461034, 0.2841688, 1.1461034, -0.0213169, 1.1461034, -0.0162814, , , , , , , 
1.146569, -0.0407874, 1.2788654, -0.0104067, , , , , , , 1.146569, -0.0572366, 1.146569, -0.0028534, 1.146569, -0.026688, 1.146569, 0.2277714, 1.146569, -0.0240024, 1.146569, -0.0193027, , , , , , , 
1.1470345, -0.0565652, 1.2793846, -0.0115816, , , , , , , 1.1470345, -0.0574044, 1.1470345, -0.0058747, 1.1470345, -0.0260166, 1.1470345, 0.1767453, 1.1470345, -0.0263523, 1.1470345, -0.0248417, , , , , , , 
1.1475, -0.064622, 1.2799038, -0.0139315, , , , , , , 1.1475, -0.056733, 1.1475, -0.0104067, 1.1475, -0.0271916, 1.1475, 0.1327687, 1.1475, -0.027863, 1.1475, -0.0305486, , , , , , , 
1.1479655, -0.064622, 1.2804231, -0.0142672, , , , , , , 1.1479655, -0.0565652, 1.1479655, -0.0152743, 1.1479655, -0.0276951, 1.1479655, 0.0923171, 1.1479655, -0.0287022, 1.1479655, -0.0320592, , , , , , , 
1.148431, -0.0592508, 1.2809423, -0.0142672, , , , , , , 1.148431, -0.0565652, 1.148431, -0.0182956, 1.148431, -0.0260166, 1.148431, 0.0495155, 1.148431, -0.0297093, 1.148431, -0.0276951, , , , , , , 
1.1488966, -0.0491798, 1.2814615, -0.0152743, , , , , , , 1.1488966, -0.0569009, 1.1488966, -0.0198062, 1.1488966, -0.0251774, 1.1488966, 0.0052033, 1.1488966, -0.0293736, 1.1488966, -0.0218204, , , , , , , 
1.1493621, -0.0386053, 1.2819808, -0.0169528, , , , , , , 1.1493621, -0.0585794, 1.1493621, -0.0219883, 1.1493621, -0.0256809, 1.1493621, -0.0377661, 1.1493621, -0.0276951, 1.1493621, -0.0162814, , , , , , , 
1.1498276, -0.0347448, 1.2825, -0.0146029, , , , , , , 1.1498276, -0.0602579, 1.1498276, -0.0234989, 1.1498276, -0.0256809, 1.1498276, -0.0773785, 1.1498276, -0.0260166, 1.1498276, -0.0105745, , , , , , , 
1.1502931, -0.0377661, 1.2830192, -0.0137636, , , , , , , 1.1502931, -0.0626078, 1.1502931, -0.0240024, 1.1502931, -0.0256809, 1.1502931, -0.1169909, 1.1502931, -0.0246738, 1.1502931, -0.008896, , , , , , , 
1.1507586, -0.0431373, 1.2835385, -0.0149386, , , , , , , 1.1507586, -0.0639506, 1.1507586, -0.0236667, 1.1507586, -0.0260166, 1.1507586, -0.1559319, 1.1507586, -0.0218204, 1.1507586, -0.0097353, , , , , , , 
1.1512241, -0.0438087, 1.2840577, -0.01561, , , , , , , 1.1512241, -0.0659648, 1.1512241, -0.0219883, 1.1512241, -0.0253452, 1.1512241, -0.1925231, 1.1512241, -0.0176242, 1.1512241, -0.0095674, , , , , , , 
1.1516897, -0.0417945, 1.2845769, -0.0149386, , , , , , , 1.1516897, -0.0676432, 1.1516897, -0.0179599, 1.1516897, -0.0236667, 1.1516897, -0.2274357, 1.1516897, -0.0115816, 1.1516897, -0.0075532, , , , , , , 
1.1521552, -0.0424659, 1.2850962, -0.0151064, , , , , , , 1.1521552, -0.0661326, 1.1521552, -0.0129244, 1.1521552, -0.0221561, 1.1521552, -0.2561379, 1.1521552, -0.0062104, 1.1521552, -0.0082246, , , , , , , 
1.1526207, -0.0471656, 1.2856154, -0.0151064, , , , , , , 1.1526207, -0.0639506, 1.1526207, -0.008896, 1.1526207, -0.0213169, 1.1526207, -0.2798047, 1.1526207, -0.0023499, 1.1526207, -0.0099031, , , , , , , 
1.1530862, -0.0498512, 1.2861346, -0.01561, , , , , , , 1.1530862, -0.063447, 1.1530862, -0.0077211, 1.1530862, -0.0216526, 1.1530862, -0.300618, 1.1530862, 0.0011749, 1.1530862, -0.0105745, , , , , , , 
1.1535517, -0.0488441, 1.2866538, -0.0146029, , , , , , , 1.1535517, -0.0632792, 1.1535517, -0.008896, 1.1535517, -0.0223239, 1.1535517, -0.3190814, 1.1535517, 0.0062104, 1.1535517, -0.0104067, , , , , , , 
1.1540172, -0.0464942, 1.2871731, -0.0142672, , , , , , , 1.1540172, -0.0626078, 1.1540172, -0.012253, 1.1540172, -0.0240024, 1.1540172, -0.3338521, 1.1540172, 0.0125887, 1.1540172, -0.0105745, , , , , , , 
1.1544828, -0.0448157, 1.2876923, -0.0129244, , , , , , , 1.1544828, -0.061265, 1.1544828, -0.0157778, 1.1544828, -0.0263523, 1.1544828, -0.3439231, 1.1544828, 0.0198062, 1.1544828, -0.0104067, , , , , , , 
1.1549483, -0.0431373, 1.2882115, -0.012253, , , , , , , 1.1549483, -0.0610971, 1.1549483, -0.018967, 1.1549483, -0.026688, 1.1549483, -0.3494621, 1.1549483, 0.0260166, 1.1549483, -0.0092317, , , , , , , 
1.1554138, -0.040116, 1.2887308, -0.012253, , , , , , , 1.1554138, -0.0605936, 1.1554138, -0.0229953, 1.1554138, -0.0250095, 1.1554138, -0.3566796, 1.1554138, 0.0307164, 1.1554138, -0.0073854, , , , , , , 
1.1558793, -0.0377661, 1.28925, -0.0112459, , , , , , , 1.1558793, -0.0594186, 1.1558793, -0.0273594, 1.1558793, -0.0236667, 1.1558793, -0.4263371, 1.1558793, 0.0360876, 1.1558793, -0.0050355, , , , , , , 
1.1563448, -0.0391089, 1.2897692, -0.0112459, , , , , , , 1.1563448, -0.057908, 1.1563448, -0.0357519, 1.1563448, -0.0231632, 1.1563448, -0.6628367, 1.1563448, 0.040116, 1.1563448, -0.0041962, , , , , , , 
1.1568103, -0.0404517, 1.2902885, -0.0115816, , , , , , , 1.1568103, -0.054551, 1.1568103, -0.0438087, 1.1568103, -0.0240024, 1.1568103, -0.9946746, 1.1568103, 0.0431373, 1.1568103, -0.0048676, , , , , , , 
1.1572759, -0.0417945, 1.2908077, -0.0117494, , , , , , , 1.1572759, -0.051194, 1.1572759, -0.0505226, 1.1572759, -0.0253452, 1.1572759, -1.2627298, 1.1572759, 0.0454871, 1.1572759, -0.0075532, , , , , , , 
1.1577414, -0.0428016, 1.2913269, -0.0129244, , , , , , , 1.1577414, -0.0495155, 1.1577414, -0.056733, 1.1577414, -0.0276951, 1.1577414, -1.4169833, 1.1577414, 0.0475013, 1.1577414, -0.0075532, , , , , , , 
1.1582069, -0.0428016, 1.2918462, -0.012253, , , , , , , 1.1582069, -0.0485084, 1.1582069, -0.063447, 1.1582069, -0.0302129, 1.1582069, -1.4943618, 1.1582069, 0.0518654, 1.1582069, -0.0075532, , , , , , , 
1.1586724, -0.0426337, 1.2923654, -0.0095674, , , , , , , 1.1586724, -0.04448, 1.1586724, -0.0679789, 1.1586724, -0.0310521, 1.1586724, -1.5215534, 1.1586724, 0.0537118, 1.1586724, -0.008896, , , , , , , 
1.1591379, -0.0428016, 1.2928846, -0.0099031, , , , , , , 1.1591379, -0.0394446, 1.1591379, -0.0720073, 1.1591379, -0.0310521, 1.1591379, -1.4990616, 1.1591379, 0.0562295, 1.1591379, -0.0114137, , , , , , , 
1.1596034, -0.0417945, 1.2934038, -0.0112459, , , , , , , 1.1596034, -0.0347448, 1.1596034, -0.0760357, 1.1596034, -0.0305486, 1.1596034, -1.4644846, 1.1596034, 0.0582437, 1.1596034, -0.0132601, , , , , , , 
1.160069, -0.0404517, 1.2939231, -0.0092317, , , , , , , 1.160069, -0.0297093, 1.160069, -0.0814069, 1.160069, -0.0317235, 1.160069, -1.426215, 1.160069, 0.0584115, 1.160069, -0.0137636, , , , , , , 
1.1605345, -0.0397803, 1.2944423, -0.0072175, , , , , , , 1.1605345, -0.0265202, 1.1605345, -0.085771, 1.1605345, -0.0337377, 1.1605345, -1.3631037, 1.1605345, 0.0587472, 1.1605345, -0.014435, , , , , , , 
1.161, -0.0374304, 1.2949615, -0.0090639, , , , , , , 1.161, -0.0248417, 1.161, -0.0889601, 1.161, -0.033402, 1.161, -1.2879072, 1.161, 0.0587472, 1.161, -0.014435, , , , , , , 
1.1614655, -0.033402, 1.2954808, -0.0115816, , , , , , , 1.1614655, -0.0223239, 1.1614655, -0.0911421, 1.1614655, -0.0315557, 1.1614655, -1.2623941, 1.1614655, 0.057908, 1.1614655, -0.0132601, , , , , , , 
1.161931, -0.0303807, 1.296, -0.012253, , , , , , , 1.161931, -0.0186313, 1.161931, -0.0931563, 1.161931, -0.0313878, 1.161931, -1.3807279, 1.161931, 0.0552224, 1.161931, -0.0125887, , , , , , , 
1.1623966, -0.0297093, 1.2965192, -0.0142672, , , , , , , 1.1623966, -0.0162814, 1.1623966, -0.0958419, 1.1623966, -0.0317235, 1.1623966, -1.542031, 1.1623966, 0.0515297, 1.1623966, -0.0142672, , , , , , , 
1.1628621, -0.0310521, 1.2970385, -0.0151064, , , , , , , 1.1628621, -0.0146029, 1.1628621, -0.0981918, 1.1628621, -0.0303807, 1.1628621, -1.612192, 1.1628621, 0.0481727, 1.1628621, -0.0162814, , , , , , , 
1.1633276, -0.0323949, 1.2975577, -0.014435, , , , , , , 1.1633276, -0.0119173, 1.1633276, -0.0991989, 1.1633276, -0.0292058, 1.1633276, -1.6074922, 1.1633276, 0.0448157, 1.1633276, -0.0162814, , , , , , , 
1.1637931, -0.0310521, 1.2980769, -0.0139315, , , , , , , 1.1637931, -0.0072175, 1.1637931, -0.0978561, 1.1637931, -0.0283665, 1.1637931, -1.5615015, 1.1637931, 0.0419623, 1.1637931, -0.0139315, , , , , , , 
1.1642586, -0.0283665, 1.2985962, -0.0146029, , , , , , , 1.1642586, -0.0001678, 1.1642586, -0.0943313, 1.1642586, -0.0281987, 1.1642586, -1.4849622, 1.1642586, 0.0364233, 1.1642586, -0.012253, , , , , , , 
1.1647241, -0.0303807, 1.2991154, -0.01561, , , , , , , 1.1647241, 0.0062104, 1.1647241, -0.0908064, 1.1647241, -0.0280308, 1.1647241, -1.3496757, 1.1647241, 0.0305486, 1.1647241, -0.0109102, , , , , , , 
1.1651897, -0.0386053, 1.2996346, -0.0135958, , , , , , , 1.1651897, 0.0099031, 1.1651897, -0.0856031, 1.1651897, -0.026688, 1.1651897, -1.1583276, 1.1651897, 0.0258488, 1.1651897, -0.0085603, , , , , , , 
1.1656552, -0.0501869, 1.3001538, -0.012253, , , , , , , 1.1656552, 0.0125887, 1.1656552, -0.077882, 1.1656552, -0.0263523, 1.1656552, -0.9501946, 1.1656552, 0.0223239, 1.1656552, -0.0058747, , , , , , , 
1.1661207, -0.0624399, 1.3006731, -0.0129244, , , , , , , 1.1661207, 0.0146029, 1.1661207, -0.0710002, 1.1661207, -0.0270237, 1.1661207, -0.7333333, 1.1661207, 0.0182956, 1.1661207, -0.0035248, , , , , , , 
1.1665862, -0.0686503, 1.3011923, -0.0129244, , , , , , , 1.1665862, 0.0142672, 1.1665862, -0.0699931, 1.1665862, -0.0276951, 1.1665862, -0.5220111, 1.1665862, 0.0139315, 1.1665862, 0.0005035, , , , , , , 
1.1670517, -0.0622721, 1.3017115, -0.0142672, , , , , , , 1.1670517, 0.0139315, 1.1670517, -0.0710002, 1.1670517, -0.0270237, 1.1670517, -0.3936065, 1.1670517, 0.010071, 1.1670517, 0.0072175, , , , , , , 
1.1675172, -0.0475013, 1.3022308, -0.0162814, , , , , , , 1.1675172, 0.0137636, 1.1675172, -0.0693217, 1.1675172, -0.0270237, 1.1675172, -0.3415732, 1.1675172, 0.0052033, 1.1675172, 0.0149386, , , , , , , 
1.1679828, -0.0357519, 1.30275, -0.0182956, , , , , , , 1.1679828, 0.0139315, 1.1679828, -0.0656291, 1.1679828, -0.0290379, 1.1679828, -0.2880293, 1.1679828, 0.0015106, 1.1679828, 0.0152743, , , , , , , 
1.1684483, -0.0196384, 1.3032692, -0.0184634, , , , , , , 1.1684483, 0.0152743, 1.1684483, -0.0621042, 1.1684483, -0.0293736, 1.1684483, -0.1989014, 1.1684483, -0.0015106, 1.1684483, 0.0085603, , , , , , , 
1.1689138, 0.0097353, 1.3037885, -0.0169528, , , , , , , 1.1689138, 0.0191348, 1.1689138, -0.0587472, 1.1689138, -0.0283665, 1.1689138, -0.0911421, 1.1689138, -0.0063783, 1.1689138, -0.0035248, , , , , , , 
1.1693793, 0.026688, 1.3043077, -0.01561, , , , , , , 1.1693793, 0.024506, 1.1693793, -0.054551, 1.1693793, -0.0270237, 1.1693793, 0.0350805, 1.1693793, -0.0099031, 1.1693793, -0.0216526, , , , , , , 
1.1698448, 0.01561, 1.3048269, -0.0135958, , , , , , , 1.1698448, 0.030045, 1.1698448, -0.0495155, 1.1698448, -0.0263523, 1.1698448, 0.154757, 1.1698448, -0.0105745, 1.1698448, -0.04448, , , , , , , 
1.1703103, -0.0030213, 1.3053462, -0.0132601, , , , , , , 1.1703103, 0.0360876, 1.1703103, -0.0448157, 1.1703103, -0.0258488, 1.1703103, 0.2225681, 1.1703103, -0.0125887, 1.1703103, -0.0585794, , , , , , , 
1.1707759, -0.0117494, 1.3058654, -0.0140993, , , , , , , 1.1707759, 0.0407874, 1.1707759, -0.0407874, 1.1707759, -0.0263523, 1.1707759, 0.2747692, 1.1707759, -0.0166171, 1.1707759, -0.0555581, , , , , , , 
1.1712414, -0.0092317, 1.3063846, -0.014435, , , , , , , 1.1712414, 0.0428016, 1.1712414, -0.0364233, 1.1712414, -0.026688, 1.1712414, 0.3533227, 1.1712414, -0.0213169, 1.1712414, -0.0374304, , , , , , , 
1.1717069, -0.0018463, 1.3069038, -0.0162814, , , , , , , 1.1717069, 0.0439765, 1.1717069, -0.0313878, 1.1717069, -0.0276951, 1.1717069, 0.4500038, 1.1717069, -0.0258488, 1.1717069, -0.0196384, , , , , , , 
1.1721724, 0.0025177, 1.3074231, -0.0162814, , , , , , , 1.1721724, 0.0441444, 1.1721724, -0.0263523, 1.1721724, -0.0283665, 1.1721724, 0.5181506, 1.1721724, -0.030045, 1.1721724, -0.008896, , , , , , , 
1.1726379, 0.0038605, 1.3079423, -0.0164492, , , , , , , 1.1726379, 0.0451514, 1.1726379, -0.0223239, 1.1726379, -0.0297093, 1.1726379, 0.5557488, 1.1726379, -0.0323949, 1.1726379, 0.0001678, , , , , , , 
