Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24-09-2025 11:03:44
Collection Length (seconds):, 4.995
 Hamstrings left (85586), , TibilaisÂ Anterior right (85650), ,  Rectus Femoris left (85878), ,  Rectus Femoris right (85844), ,  Hamstrings right (85641), ,  Gastrocnemius left (85904), ,  Gastrocnemius right (85873), , TibilaisÂ Anterior left (85605)
sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.4748276, -0.0129244, 0.4748276, -0.0119173, 0.4748276, -0.0115816, 0.4748276, 0.017792, 0.4748276, -0.0292058, 0.4748276, -0.0229953, 0.4748276, -0.0072175, 0.4748276, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.4752931, -0.012253, 0.4752931, -0.012253, 0.4752931, -0.0102388, 0.4752931, 0.0162814, 0.4752931, -0.0290379, 0.4752931, -0.0223239, 0.4752931, -0.0062104, 0.4752931, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.4757586, -0.0124208, 0.4757586, -0.0127565, 0.4757586, -0.008896, 0.4757586, 0.0166171, 0.4757586, -0.0276951, 0.4757586, -0.0253452, 0.4757586, -0.008896, 0.4757586, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.4762241, -0.0129244, 0.4762241, -0.0112459, 0.4762241, -0.0090639, 0.4762241, 0.0172885, 0.4762241, -0.026688, 0.4762241, -0.0290379, 0.4762241, -0.0112459, 0.4762241, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
0.4766897, -0.0135958, 0.4766897, -0.0102388, 0.4766897, -0.011078, 0.4766897, 0.0184634, 0.4766897, -0.026688, 0.4766897, -0.0303807, 0.4766897, -0.0102388, 0.4766897, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
0.4771552, -0.0149386, 0.4771552, -0.0119173, 0.4771552, -0.0125887, 0.4771552, 0.0169528, 0.4771552, -0.0263523, 0.4771552, -0.0290379, 0.4771552, -0.0062104, 0.4771552, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.4776207, -0.0149386, 0.4776207, -0.0124208, 0.4776207, -0.0119173, 0.4776207, 0.01561, 0.4776207, -0.0263523, 0.4776207, -0.0265202, 0.4776207, -0.0001678, 0.4776207, -0.0152743, , , , , , , , , , , , , , , , , , , , , , 
0.4780862, -0.0142672, 0.4780862, -0.0112459, 0.4780862, -0.0109102, 0.4780862, 0.0146029, 0.4780862, -0.026688, 0.4780862, -0.0260166, 0.4780862, 0.0045319, 0.4780862, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.4785517, -0.0127565, 0.4785517, -0.0109102, 0.4785517, -0.0099031, 0.4785517, 0.0132601, 0.4785517, -0.0271916, 0.4785517, -0.0276951, 0.4785517, 0.005539, 0.4785517, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.4790172, -0.012253, 0.4790172, -0.0112459, 0.4790172, -0.0104067, 0.4790172, 0.0139315, 0.4790172, -0.0280308, 0.4790172, -0.0280308, 0.4790172, 0.0045319, 0.4790172, -0.0209812, , , , , , , , , , , , , , , , , , , , , , 
0.4794828, -0.0125887, 0.4794828, -0.0112459, 0.4794828, -0.0105745, 0.4794828, 0.0152743, 0.4794828, -0.0265202, 0.4794828, -0.0270237, 0.4794828, 0.0052033, 0.4794828, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
0.4799483, -0.0135958, 0.4799483, -0.0119173, 0.4799483, -0.0104067, 0.4799483, 0.0172885, 0.4799483, -0.0248417, 0.4799483, -0.0253452, 0.4799483, 0.0048676, 0.4799483, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
0.4804138, -0.0149386, 0.4804138, -0.0132601, 0.4804138, -0.0104067, 0.4804138, 0.0186313, 0.4804138, -0.0250095, 0.4804138, -0.0273594, 0.4804138, 0.0058747, 0.4804138, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.4808793, -0.0157778, 0.4808793, -0.0140993, 0.4808793, -0.0105745, 0.4808793, 0.0193027, 0.4808793, -0.0263523, 0.4808793, -0.0298772, 0.4808793, 0.0099031, 0.4808793, -0.0167849, , , , , , , , , , , , , , , , , , , , , , 
0.4813448, -0.0149386, 0.4813448, -0.0135958, 0.4813448, -0.0102388, 0.4813448, 0.0186313, 0.4813448, -0.0270237, 0.4813448, -0.0313878, 0.4813448, 0.0146029, 0.4813448, -0.0167849, , , , , , , , , , , , , , , , , , , , , , 
0.4818103, -0.0119173, 0.4818103, -0.0135958, 0.4818103, -0.0105745, 0.4818103, 0.0186313, 0.4818103, -0.0270237, 0.4818103, -0.0297093, 0.4818103, 0.0198062, 0.4818103, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.4822759, -0.0115816, 0.4822759, -0.0142672, 0.4822759, -0.0099031, 0.4822759, 0.0191348, 0.4822759, -0.0263523, 0.4822759, -0.0273594, 0.4822759, 0.023331, 0.4822759, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.4827414, -0.0130922, 0.4827414, -0.01561, 0.4827414, -0.0092317, 0.4827414, 0.0201419, 0.4827414, -0.0256809, 0.4827414, -0.0263523, 0.4827414, 0.0243381, 0.4827414, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.4832069, -0.0142672, 0.4832069, -0.0169528, 0.4832069, -0.0099031, 0.4832069, 0.0199741, 0.4832069, -0.0258488, 0.4832069, -0.0275273, 0.4832069, 0.0218204, 0.4832069, -0.0164492, , , , , , , , , , , , , , , , , , , , , , 
0.4836724, -0.014435, 0.4836724, -0.0179599, 0.4836724, -0.0105745, 0.4836724, 0.0196384, 0.4836724, -0.0250095, 0.4836724, -0.0283665, 0.4836724, 0.0112459, 0.4836724, -0.017792, , , , , , , , , , , , , , , , , , , , , , 
0.4841379, -0.0142672, 0.4841379, -0.0184634, 0.4841379, -0.0097353, 0.4841379, 0.0196384, 0.4841379, -0.0243381, 0.4841379, -0.0283665, 0.4841379, -0.0062104, 0.4841379, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.4846034, -0.0132601, 0.4846034, -0.0203098, 0.4846034, -0.0095674, 0.4846034, 0.0186313, 0.4846034, -0.024506, 0.4846034, -0.0290379, 0.4846034, -0.0216526, 0.4846034, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.485069, -0.0135958, 0.485069, -0.0204776, 0.485069, -0.0097353, 0.485069, 0.0182956, 0.485069, -0.026688, 0.485069, -0.0290379, 0.485069, -0.0313878, 0.485069, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.4855345, -0.0135958, 0.4855345, -0.018967, 0.4855345, -0.008896, 0.4855345, 0.0193027, 0.4855345, -0.0270237, 0.4855345, -0.0290379, 0.4855345, -0.0396124, 0.4855345, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.486, -0.0135958, 0.486, -0.01561, 0.486, -0.0099031, 0.486, 0.0199741, 0.486, -0.0270237, 0.486, -0.0297093, 0.486, -0.0441444, 0.486, -0.0154421, , , , , , , , , , , , , , , , , , , , , , 
0.4864655, -0.0135958, 0.4864655, -0.0119173, 0.4864655, -0.0117494, 0.4864655, 0.0208133, 0.4864655, -0.0263523, 0.4864655, -0.0303807, 0.4864655, -0.0394446, 0.4864655, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.486931, -0.012253, 0.486931, -0.0095674, 0.486931, -0.0125887, 0.486931, 0.0213169, 0.486931, -0.024506, 0.486931, -0.030045, 0.486931, -0.0303807, 0.486931, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.4873966, -0.0112459, 0.4873966, -0.0083925, 0.4873966, -0.0125887, 0.4873966, 0.0213169, 0.4873966, -0.0238346, 0.4873966, -0.0297093, 0.4873966, -0.0246738, 0.4873966, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.4878621, -0.012253, 0.4878621, -0.0068818, 0.4878621, -0.0119173, 0.4878621, 0.0223239, 0.4878621, -0.0256809, 0.4878621, -0.0297093, 0.4878621, -0.0209812, 0.4878621, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.4883276, -0.0142672, 0.4883276, -0.0045319, 0.4883276, -0.0115816, 0.4883276, 0.0223239, 0.4883276, -0.0276951, 0.4883276, -0.0293736, 0.4883276, -0.0109102, 0.4883276, -0.0184634, , , , , , , , , , , , , , , , , , , , , , 
0.4887931, -0.0154421, 0.4887931, -0.0035248, 0.4887931, -0.0112459, 0.4887931, 0.0219883, 0.4887931, -0.0283665, 0.4887931, -0.0276951, 0.4887931, 0.0010071, 0.4887931, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
0.4892586, -0.0139315, 0.4892586, -0.0028534, 0.4892586, -0.0119173, 0.4892586, 0.0213169, 0.4892586, -0.0270237, 0.4892586, -0.0256809, 0.4892586, 0.0045319, 0.4892586, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.4897241, -0.0109102, 0.4897241, -0.0031891, 0.4897241, -0.012253, 0.4897241, 0.021149, 0.4897241, -0.0256809, 0.4897241, -0.0250095, 0.4897241, 0.0018463, 0.4897241, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.4901897, -0.0095674, 0.4901897, -0.0031891, 0.4901897, -0.0109102, 0.4901897, 0.0206455, 0.4901897, -0.0258488, 0.4901897, -0.0250095, 0.4901897, -0.0031891, 0.4901897, -0.0172885, , , , , , , , , , , , , , , , , , , , , , 
0.4906552, -0.0109102, 0.4906552, -0.0045319, 0.4906552, -0.0095674, 0.4906552, 0.021149, 0.4906552, -0.0265202, 0.4906552, -0.0263523, 0.4906552, -0.0052033, 0.4906552, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.4911207, -0.0125887, 0.4911207, -0.0072175, 0.4911207, -0.0090639, 0.4911207, 0.0204776, 0.4911207, -0.0258488, 0.4911207, -0.0280308, 0.4911207, -0.0041962, 0.4911207, -0.0172885, , , , , , , , , , , , , , , , , , , , , , 
0.4915862, -0.0135958, 0.4915862, -0.008896, 0.4915862, -0.008896, 0.4915862, 0.0176242, 0.4915862, -0.0256809, 0.4915862, -0.0270237, 0.4915862, -0.0015106, 0.4915862, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.4920517, -0.0132601, 0.4920517, -0.0102388, 0.4920517, -0.0082246, 0.4920517, 0.0164492, 0.4920517, -0.0256809, 0.4920517, -0.0250095, 0.4920517, 0.0005035, 0.4920517, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.4925172, -0.0137636, 0.4925172, -0.0104067, 0.4925172, -0.0095674, 0.4925172, 0.0172885, 0.4925172, -0.0251774, 0.4925172, -0.0243381, 0.4925172, 0.0003357, 0.4925172, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.4929828, -0.012253, 0.4929828, -0.0125887, 0.4929828, -0.0115816, 0.4929828, 0.0196384, 0.4929828, -0.0258488, 0.4929828, -0.0250095, 0.4929828, -0.0016785, 0.4929828, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.4934483, -0.0099031, 0.4934483, -0.0151064, 0.4934483, -0.0112459, 0.4934483, 0.0186313, 0.4934483, -0.0263523, 0.4934483, -0.0236667, 0.4934483, -0.0031891, 0.4934483, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.4939138, -0.0102388, 0.4939138, -0.01561, 0.4939138, -0.0099031, 0.4939138, 0.0152743, 0.4939138, -0.0263523, 0.4939138, -0.0240024, 0.4939138, -0.0035248, 0.4939138, -0.0172885, , , , , , , , , , , , , , , , , , , , , , 
0.4943793, -0.0117494, 0.4943793, -0.014435, 0.4943793, -0.0099031, 0.4943793, 0.0146029, 0.4943793, -0.0270237, 0.4943793, -0.0256809, 0.4943793, -0.002182, 0.4943793, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.4948448, -0.0129244, 0.4948448, -0.0135958, 0.4948448, -0.0109102, 0.4948448, 0.0162814, 0.4948448, -0.0273594, 0.4948448, -0.0273594, 0.4948448, -0.0001678, 0.4948448, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.4953103, -0.0129244, 0.4953103, -0.0142672, 0.4953103, -0.0104067, 0.4953103, 0.0176242, 0.4953103, -0.0288701, 0.4953103, -0.0273594, 0.4953103, 0.0005035, 0.4953103, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.4957759, -0.0112459, 0.4957759, -0.0154421, 0.4957759, -0.0085603, 0.4957759, 0.0176242, 0.4957759, -0.0297093, 0.4957759, -0.0283665, 0.4957759, -0.0008392, 0.4957759, -0.0157778, , , , , , , , , , , , , , , , , , , , , , 
0.4962414, -0.0095674, 0.4962414, -0.0159457, 0.4962414, -0.0075532, 0.4962414, 0.0172885, 0.4962414, -0.0290379, 0.4962414, -0.0290379, 0.4962414, -0.0028534, 0.4962414, -0.0157778, , , , , , , , , , , , , , , , , , , , , , 
0.4967069, -0.0092317, 0.4967069, -0.0149386, 0.4967069, -0.0085603, 0.4967069, 0.0169528, 0.4967069, -0.0283665, 0.4967069, -0.0273594, 0.4967069, -0.003357, 0.4967069, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.4971724, -0.0104067, 0.4971724, -0.0135958, 0.4971724, -0.0109102, 0.4971724, 0.0179599, 0.4971724, -0.0276951, 0.4971724, -0.0256809, 0.4971724, -0.0008392, 0.4971724, -0.0164492, , , , , , , , , , , , , , , , , , , , , , 
0.4976379, -0.012253, 0.4976379, -0.0129244, 0.4976379, -0.0115816, 0.4976379, 0.0186313, 0.4976379, -0.0270237, 0.4976379, -0.0250095, 0.4976379, 0.0018463, 0.4976379, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.4981034, -0.0132601, 0.4981034, -0.0129244, 0.4981034, -0.0109102, 0.4981034, 0.0182956, 0.4981034, -0.0265202, 0.4981034, -0.026688, 0.4981034, -0.0015106, 0.4981034, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.498569, -0.0130922, 0.498569, -0.0129244, 0.498569, -0.0097353, 0.498569, 0.0172885, 0.498569, -0.0290379, 0.498569, -0.0276951, 0.498569, -0.0041962, 0.498569, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.4990345, -0.0112459, 0.4990345, -0.0115816, 0.4990345, -0.0095674, 0.4990345, 0.0172885, 0.4990345, -0.0290379, 0.4990345, -0.027863, 0.4990345, -0.0028534, 0.4990345, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.4995, -0.0105745, 0.4995, -0.0099031, 0.4995, -0.0102388, 0.4995, 0.0172885, 0.4995, -0.0271916, 0.4995, -0.026688, 0.4995, -0.0001678, 0.4995, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.4999655, -0.0119173, 0.4999655, -0.0105745, 0.4999655, -0.0109102, 0.4999655, 0.0176242, 0.4999655, -0.0265202, 0.4999655, -0.0265202, 0.4999655, 0.0011749, 0.4999655, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.500431, -0.0132601, 0.500431, -0.0129244, 0.500431, -0.012253, 0.500431, 0.0176242, 0.500431, -0.0263523, 0.500431, -0.0270237, 0.500431, 0.0023499, 0.500431, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.5008966, -0.0132601, 0.5008966, -0.0135958, 0.5008966, -0.0139315, 0.5008966, 0.0171206, 0.5008966, -0.0270237, 0.5008966, -0.0273594, 0.5008966, 0.0038605, 0.5008966, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.5013621, -0.0130922, 0.5013621, -0.0139315, 0.5013621, -0.0129244, 0.5013621, 0.0159457, 0.5013621, -0.0270237, 0.5013621, -0.0276951, 0.5013621, 0.0048676, 0.5013621, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.5018276, -0.0130922, 0.5018276, -0.0142672, 0.5018276, -0.0112459, 0.5018276, 0.0152743, 0.5018276, -0.0270237, 0.5018276, -0.0297093, 0.5018276, 0.0031891, 0.5018276, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.5022931, -0.0125887, 0.5022931, -0.0146029, 0.5022931, -0.0115816, 0.5022931, 0.0162814, 0.5022931, -0.0268559, 0.5022931, -0.0310521, 0.5022931, 0.0006714, 0.5022931, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.5027586, -0.0125887, 0.5027586, -0.0139315, 0.5027586, -0.0117494, 0.5027586, 0.017792, 0.5027586, -0.0270237, 0.5027586, -0.03122, 0.5027586, -0.0005035, 0.5027586, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.5032241, -0.0115816, 0.5032241, -0.0146029, 0.5032241, -0.0105745, 0.5032241, 0.0186313, 0.5032241, -0.027863, 0.5032241, -0.0303807, 0.5032241, -0.0028534, 0.5032241, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.5036897, -0.0099031, 0.5036897, -0.0152743, 0.5036897, -0.0099031, 0.5036897, 0.017792, 0.5036897, -0.0285344, 0.5036897, -0.0290379, 0.5036897, -0.0068818, 0.5036897, -0.0159457, , , , , , , , , , , , , , , , , , , , , , 
0.5041552, -0.0078889, 0.5041552, -0.0146029, 0.5041552, -0.0099031, 0.5041552, 0.0157778, 0.5041552, -0.0287022, 0.5041552, -0.0270237, 0.5041552, -0.0124208, 0.5041552, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.5046207, -0.0078889, 0.5046207, -0.0142672, 0.5046207, -0.0102388, 0.5046207, 0.0164492, 0.5046207, -0.0270237, 0.5046207, -0.024506, 0.5046207, -0.0132601, 0.5046207, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.5050862, -0.0082246, 0.5050862, -0.01561, 0.5050862, -0.0112459, 0.5050862, 0.0172885, 0.5050862, -0.0250095, 0.5050862, -0.0240024, 0.5050862, -0.0063783, 0.5050862, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
0.5055517, -0.0095674, 0.5055517, -0.0154421, 0.5055517, -0.0117494, 0.5055517, 0.017792, 0.5055517, -0.024506, 0.5055517, -0.0250095, 0.5055517, 0.0015106, 0.5055517, -0.0142672, , , , , , , , , , , , , , , , , , , , , , 
0.5060172, -0.0105745, 0.5060172, -0.0142672, 0.5060172, -0.0115816, 0.5060172, 0.0179599, 0.5060172, -0.0253452, 0.5060172, -0.0273594, 0.5060172, 0.0031891, 0.5060172, -0.0146029, , , , , , , , , , , , , , , , , , , , , , 
0.5064828, -0.0104067, 0.5064828, -0.012253, 0.5064828, -0.0112459, 0.5064828, 0.017792, 0.5064828, -0.0246738, 0.5064828, -0.0290379, 0.5064828, 0.0031891, 0.5064828, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.5069483, -0.008896, 0.5069483, -0.0112459, 0.5069483, -0.0112459, 0.5069483, 0.0172885, 0.5069483, -0.0236667, 0.5069483, -0.0292058, 0.5069483, 0.0050355, 0.5069483, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.5074138, -0.0072175, 0.5074138, -0.012253, 0.5074138, -0.0114137, 0.5074138, 0.0172885, 0.5074138, -0.0240024, 0.5074138, -0.0292058, 0.5074138, 0.0041962, 0.5074138, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.5078793, -0.0068818, 0.5078793, -0.0129244, 0.5078793, -0.0115816, 0.5078793, 0.0176242, 0.5078793, -0.0248417, 0.5078793, -0.0290379, 0.5078793, -0.0015106, 0.5078793, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.5083448, -0.0085603, 0.5083448, -0.0129244, 0.5083448, -0.0112459, 0.5083448, 0.0179599, 0.5083448, -0.0246738, 0.5083448, -0.0288701, 0.5083448, -0.0062104, 0.5083448, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.5088103, -0.0102388, 0.5088103, -0.0119173, 0.5088103, -0.0099031, 0.5088103, 0.0193027, 0.5088103, -0.0246738, 0.5088103, -0.0283665, 0.5088103, -0.005539, 0.5088103, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.5092759, -0.0112459, 0.5092759, -0.0109102, 0.5092759, -0.0082246, 0.5092759, 0.0186313, 0.5092759, -0.0250095, 0.5092759, -0.0271916, 0.5092759, -0.0045319, 0.5092759, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.5097414, -0.0119173, 0.5097414, -0.0105745, 0.5097414, -0.0075532, 0.5097414, 0.0176242, 0.5097414, -0.0256809, 0.5097414, -0.0260166, 0.5097414, -0.0035248, 0.5097414, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.5102069, -0.0109102, 0.5102069, -0.0115816, 0.5102069, -0.0082246, 0.5102069, 0.0184634, 0.5102069, -0.0270237, 0.5102069, -0.0263523, 0.5102069, -0.002182, 0.5102069, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.5106724, -0.0095674, 0.5106724, -0.0135958, 0.5106724, -0.0085603, 0.5106724, 0.0199741, 0.5106724, -0.0292058, 0.5106724, -0.0263523, 0.5106724, -0.0008392, 0.5106724, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.5111379, -0.0104067, 0.5111379, -0.0125887, 0.5111379, -0.0095674, 0.5111379, 0.0199741, 0.5111379, -0.0290379, 0.5111379, -0.026688, 0.5111379, -0.0008392, 0.5111379, -0.0172885, , , , , , , , , , , , , , , , , , , , , , 
0.5116034, -0.0115816, 0.5116034, -0.0109102, 0.5116034, -0.010071, 0.5116034, 0.0186313, 0.5116034, -0.0273594, 0.5116034, -0.0258488, 0.5116034, -0.0025177, 0.5116034, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.512069, -0.0105745, 0.512069, -0.0112459, 0.512069, -0.0095674, 0.512069, 0.0166171, 0.512069, -0.0270237, 0.512069, -0.0243381, 0.512069, -0.0058747, 0.512069, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.5125345, -0.008896, 0.5125345, -0.0125887, 0.5125345, -0.008896, 0.5125345, 0.0166171, 0.5125345, -0.026688, 0.5125345, -0.0236667, 0.5125345, -0.0078889, 0.5125345, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.513, -0.0078889, 0.513, -0.0139315, 0.513, -0.0085603, 0.513, 0.0206455, 0.513, -0.0268559, 0.513, -0.0256809, 0.513, -0.0058747, 0.513, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.5134655, -0.0082246, 0.5134655, -0.0135958, 0.5134655, -0.0095674, 0.5134655, 0.0229953, 0.5134655, -0.0270237, 0.5134655, -0.0287022, 0.5134655, -0.002182, 0.5134655, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
0.513931, -0.0095674, 0.513931, -0.0129244, 0.513931, -0.010071, 0.513931, 0.0206455, 0.513931, -0.026688, 0.513931, -0.0303807, 0.513931, 0.0008392, 0.513931, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.5143966, -0.0109102, 0.5143966, -0.0129244, 0.5143966, -0.0092317, 0.5143966, 0.0179599, 0.5143966, -0.0250095, 0.5143966, -0.0290379, 0.5143966, 0.0008392, 0.5143966, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.5148621, -0.011078, 0.5148621, -0.0134279, 0.5148621, -0.0095674, 0.5148621, 0.0166171, 0.5148621, -0.024506, 0.5148621, -0.0273594, 0.5148621, -0.0015106, 0.5148621, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.5153276, -0.0115816, 0.5153276, -0.0132601, 0.5153276, -0.0112459, 0.5153276, 0.0159457, 0.5153276, -0.0248417, 0.5153276, -0.0290379, 0.5153276, -0.0030213, 0.5153276, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.5157931, -0.0129244, 0.5157931, -0.0129244, 0.5157931, -0.0119173, 0.5157931, 0.0169528, 0.5157931, -0.0260166, 0.5157931, -0.0290379, 0.5157931, -0.0028534, 0.5157931, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.5162586, -0.0135958, 0.5162586, -0.0117494, 0.5162586, -0.011078, 0.5162586, 0.0182956, 0.5162586, -0.0273594, 0.5162586, -0.0273594, 0.5162586, -0.0028534, 0.5162586, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.5167241, -0.0119173, 0.5167241, -0.0112459, 0.5167241, -0.0109102, 0.5167241, 0.0186313, 0.5167241, -0.0283665, 0.5167241, -0.0273594, 0.5167241, -0.0038605, 0.5167241, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.5171897, -0.0109102, 0.5171897, -0.0112459, 0.5171897, -0.0115816, 0.5171897, 0.018967, 0.5171897, -0.0287022, 0.5171897, -0.0290379, 0.5171897, -0.0041962, 0.5171897, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.5176552, -0.0112459, 0.5176552, -0.0119173, 0.5176552, -0.0117494, 0.5176552, 0.0186313, 0.5176552, -0.0270237, 0.5176552, -0.0290379, 0.5176552, -0.0038605, 0.5176552, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.5181207, -0.0115816, 0.5181207, -0.0112459, 0.5181207, -0.0109102, 0.5181207, 0.0179599, 0.5181207, -0.0256809, 0.5181207, -0.027863, 0.5181207, -0.0035248, 0.5181207, -0.0206455, , , , , , , , , , , , , , , , , , , , , , 
0.5185862, -0.0105745, 0.5185862, -0.0109102, 0.5185862, -0.0095674, 0.5185862, 0.0169528, 0.5185862, -0.0270237, 0.5185862, -0.0273594, 0.5185862, -0.0036927, 0.5185862, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.5190517, -0.0112459, 0.5190517, -0.0104067, 0.5190517, -0.0082246, 0.5190517, 0.0164492, 0.5190517, -0.0276951, 0.5190517, -0.0263523, 0.5190517, -0.0031891, 0.5190517, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.5195172, -0.0117494, 0.5195172, -0.0102388, 0.5195172, -0.0078889, 0.5195172, 0.0159457, 0.5195172, -0.026688, 0.5195172, -0.0260166, 0.5195172, -0.0045319, 0.5195172, -0.0139315, , , , , , , , , , , , , , , , , , , , , , 
0.5199828, -0.0114137, 0.5199828, -0.012253, 0.5199828, -0.0082246, 0.5199828, 0.0166171, 0.5199828, -0.0261845, 0.5199828, -0.0260166, 0.5199828, -0.0062104, 0.5199828, -0.0135958, , , , , , , , , , , , , , , , , , , , , , 
0.5204483, -0.0115816, 0.5204483, -0.0129244, 0.5204483, -0.008896, 0.5204483, 0.0193027, 0.5204483, -0.0263523, 0.5204483, -0.0246738, 0.5204483, -0.0052033, 0.5204483, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.5209138, -0.0104067, 0.5209138, -0.012253, 0.5209138, -0.0104067, 0.5209138, 0.0193027, 0.5209138, -0.0260166, 0.5209138, -0.0229953, 0.5209138, -0.0031891, 0.5209138, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
