Application:, Trigno Discover (2.0.1.3)
Date/Time:, 04-Nov-25 15:15:39
Collection Length (seconds):, 2.997
 Hamstrings right (85641), , , , , , , ,  Rectus Femoris right (85844), , , , , , , ,  Gastrocnemius left (85904), , , , , , , , TibilaisÂ Anterior right (85650), , , , , , , ,  Hamstrings left (85586), , , , , , , , TibilaisÂ Anterior left (85605), , , , , , , ,  Rectus Femoris left (85878), , , , , , , ,  Gastrocnemius right (85873)
sensor mode: 49, , , , , , , , sensor mode: 49, , , , , , , , sensor mode: 49, , , , , , , , sensor mode: 49, , , , , , , , sensor mode: 49, , , , , , , , sensor mode: 49, , , , , , , , sensor mode: 49, , , , , , , , sensor mode: 49
EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s)
, 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz
, 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.0051923, 0, 0.135, 0, 0.135, 0, 0.135, 0, 0.0051923, 0.0199741, 0.135, 12.8048782, 0.135, -10.060976, 0.135, -11.280488, 0.0051923, -0.066804, 0.135, -7.0731707, 0.135, 0.7317073, 0.135, 7.8658538, 0.0051923, -0.0186313, 0.135, -6.5853658, 0.135, 12.3170738, 0.135, -31.0975609, 0.0051923, -0.0135958, 0.135, 29.6951218, 0.135, 7.0121951, 0.135, 11.8292685, 0.0051923, -0.0162814, 0.135, -6.0975609, 0.135, 11.4634151, 0.135, 1.2195122, 0.0051923, -0.0075532, 0.135, -38.5975609, 0.135, 9.3292685, 0.135, -2.9878049, 0.0051923, -0.0041962, 0.135, 25, 0.135, 18.4756107, 0.135, -9.0243902, , , , , , , , , , , , , , , , , , , , , , 
0.0057115, 0, 0.1485, 0, 0.1485, 0, 0.1485, 0, 0.0057115, 0.0209812, 0.1485, 18.4146347, 0.1485, -9.8170738, 0.1485, -7.5609756, 0.0057115, -0.0404517, 0.1485, -8.2926826, 0.1485, 1.7073171, 0.1485, 6.7682929, 0.0057115, -0.0172885, 0.1485, -9.2682924, 0.1485, 11.8902445, 0.1485, -32.6829262, 0.0057115, -0.0166171, 0.1485, 30.6097565, 0.1485, 10.3658543, 0.1485, 12.9268293, 0.0057115, -0.0142672, 0.1485, -6.0975609, 0.1485, 13.1707315, 0.1485, 1.2195122, 0.0057115, -0.0104067, 0.1485, -39.9390259, 0.1485, 13.7195129, 0.1485, -0.7926829, 0.0057115, -0.0041962, 0.1485, 30.1219521, 0.1485, 20.6097565, 0.1485, -9.8780489, , , , , , , , , , , , , , , , , , , , , , 
0.0062308, 0, 0.162, -34.4512215, 0.162, -7.0731707, 0.162, 30.4878063, 0.0062308, 0.0186313, 0.162, 26.9512196, 0.162, -12.7439032, 0.162, -6.7682929, 0.0062308, -0.0124208, 0.162, -10.060976, 0.162, 5.0609756, 0.162, 5.9146342, 0.0062308, -0.0135958, 0.162, -14.4512196, 0.162, 10.6707315, 0.162, -35.4878044, 0.0062308, -0.0166171, 0.162, 31.8902454, 0.162, 16.4024391, 0.162, 15.1219511, 0.0062308, -0.0142672, 0.162, -3.4146342, 0.162, 15.8536587, 0.162, -1.3414634, 0.0062308, -0.012253, 0.162, -39.9390259, 0.162, 18.4756107, 0.162, 0.5487805, 0.0062308, -0.0008392, 0.162, 36.2195129, 0.162, 15.5487804, 0.162, -12.1341467, , , , , , , , , , , , , , , , , , , , , , 
0.00675, 0, 0.1755, -40.6707344, 0.1755, -9.6951218, 0.1755, 35, 0.00675, 0.0182956, 0.1755, 35.2439041, 0.1755, -17.6829281, 0.1755, -8.841464, 0.00675, 0.01561, 0.1755, -13.5975609, 0.1755, 9.9390249, 0.1755, 4.6951222, 0.00675, -0.0117494, 0.1755, -19.0243912, 0.1755, 13.6585369, 0.1755, -39.0853653, 0.00675, -0.0149386, 0.1755, 34.0853653, 0.1755, 19.5121956, 0.1755, 16.8902435, 0.00675, -0.01561, 0.1755, -1.8292683, 0.1755, 18.780489, 0.1755, -3.7195122, 0.00675, -0.0104067, 0.1755, -39.5731735, 0.1755, 20.3048782, 0.1755, -1.8902439, 0.00675, 0.0015106, 0.1755, 41.5853653, 0.1755, 19.0853672, 0.1755, -14.2073174, , , , , , , , , , , , , , , , , , , , , , 
0.0072692, 0, 0.189, -50.1829262, 0.189, -13.3536587, 0.189, 41.4634171, 0.0072692, 0.0199741, 0.189, 38.5365868, 0.189, -20.6707325, 0.189, -15.2439032, 0.0072692, 0.040116, 0.189, -15.6707325, 0.189, 13.841464, 0.189, 3.8414636, 0.0072692, -0.0127565, 0.189, -23.1707325, 0.189, 20.9756107, 0.189, -44.8170738, 0.0072692, -0.0149386, 0.189, 37.3170738, 0.189, 19.7560978, 0.189, 19.939024, 0.0072692, -0.0149386, 0.189, 0.2439024, 0.189, 14.3292685, 0.189, -4.1463413, 0.0072692, -0.0075532, 0.189, -42.2560997, 0.189, 22.0121956, 0.189, -7.4390244, 0.0072692, -0.0008392, 0.189, 44.1463432, 0.189, 23.8414631, 0.189, -15.3658543, , , , , , , , , , , , , , , , , , , , , , 
0.0077885, 0, 0.2025, -62.0731735, 0.2025, -16.6463413, 0.2025, 48.6585388, 0.0077885, 0.0199741, 0.2025, 43.2317085, 0.2025, -25.6097565, 0.2025, -21.5853672, 0.0077885, 0.0468299, 0.2025, -15.4878054, 0.2025, 14.5731707, 0.2025, 2.6829269, 0.0077885, -0.0135958, 0.2025, -28.0487804, 0.2025, 34.2682953, 0.2025, -49.6341476, 0.0077885, -0.0154421, 0.2025, 38.3536606, 0.2025, 18.0487804, 0.2025, 23.5975609, 0.0077885, -0.0137636, 0.2025, 0.8536586, 0.2025, 18.1097565, 0.2025, -2.7439024, 0.0077885, -0.0083925, 0.2025, -44.5731735, 0.2025, 23.5975609, 0.2025, -11.8292685, 0.0077885, -0.0048676, 0.2025, 49.5121956, 0.2025, 33.0487823, 0.2025, -19.5731716, , , , , , , , , , , , , , , , , , , , , , 
0.0083077, 0, 0.216, -69.5121994, 0.216, -19.0243912, 0.216, 52.6219521, 0.0083077, 0.0186313, 0.216, 55.2439041, 0.216, -27.9878063, 0.216, -18.9024391, 0.0083077, 0.0307164, 0.216, -15.3048782, 0.216, 17.9878044, 0.216, 2.9878049, 0.0083077, -0.0135958, 0.216, -33.841465, 0.216, 57.68293, 0.216, -52.1951218, 0.0083077, -0.01561, 0.216, 37.2560997, 0.216, 21.1585369, 0.216, 25.060976, 0.0083077, -0.0142672, 0.216, -0.7317073, 0.216, 27.7439022, 0.216, -1.4634147, 0.0083077, -0.0095674, 0.216, -48.0487823, 0.216, 28.6585369, 0.216, -11.219512, 0.0083077, -0.0065461, 0.216, 56.9512215, 0.216, 38.6585388, 0.216, -26.7073174, , , , , , , , , , , , , , , , , , , , , , 
0.0088269, 0, 0.2295, -75.0609741, 0.2295, -23.6585369, 0.2295, 54.7560997, 0.0088269, 0.0182956, 0.2295, 67.4390259, 0.2295, -20.2439022, 0.2295, -8.1707315, 0.0088269, 0.0072175, 0.2295, -14.0243902, 0.2295, 22.6829281, 0.2295, 5.9756098, 0.0088269, -0.0124208, 0.2295, -42.7439041, 0.2295, 62.0121956, 0.2295, -48.9634171, 0.0088269, -0.0172885, 0.2295, 35.7926826, 0.2295, 25.1829281, 0.2295, 23.0487804, 0.0088269, -0.0142672, 0.2295, -4.390244, 0.2295, 31.8902454, 0.2295, 0.1829268, 0.0088269, -0.0085603, 0.2295, -48.1097565, 0.2295, 30.7926846, 0.2295, -8.4756098, 0.0088269, -0.0052033, 0.2295, 60.6707344, 0.2295, 35.6707344, 0.2295, -36.1585388, , , , , , , , , , , , , , , , , , , , , , 
0.0093462, 0, 0.243, -83.2926865, 0.243, -28.6585369, 0.243, 58.4756126, 0.0093462, 0.0186313, 0.243, 87.2560959, 0.243, -10.7317076, 0.243, -0.2439024, 0.0093462, -0.0070497, 0.243, -11.7073174, 0.243, 14.5121956, 0.243, 6.8292685, 0.0093462, -0.012253, 0.243, -52.6829262, 0.243, 44.0853653, 0.243, -42.3780479, 0.0093462, -0.017792, 0.243, 0, 0.243, 0, 0.243, 0, 0.0093462, -0.0146029, 0.243, -4.9390244, 0.243, 21.4634151, 0.243, 1.3414634, 0.0093462, -0.0068818, 0.243, -47.1951218, 0.243, 34.3292694, 0.243, -2.0121951, 0.0093462, -0.0046998, 0.243, 56.8902435, 0.243, 23.4146347, 0.243, -43.6585388, , , , , , , , , , , , , , , , , , , , , , 
0.0098654, 0, 0.2565, -90.8536606, 0.2565, -29.4512196, 0.2565, 60.2439041, 0.0098654, 0.018967, 0.2565, 132.8048859, 0.2565, -21.8292694, 0.2565, 7.9878049, 0.0098654, -0.012253, 0.2565, -7.8658538, 0.2565, -6.5243902, 0.2565, 4.8780489, 0.0098654, -0.0109102, 0.2565, -61.341465, 0.2565, 18.1707325, 0.2565, -36.5853653, 0.0098654, -0.0179599, 0.2565, 39.2073174, 0.2565, 22.0731716, 0.2565, 13.9024391, 0.0098654, -0.0149386, 0.2565, -3.8414636, 0.2565, -2.7439024, 0.2565, 1.5853659, 0.0098654, -0.008896, 0.2565, -48.1707344, 0.2565, 31.7682934, 0.2565, 2.8658538, 0.0098654, -0.0028534, 0.2565, 53.7804909, 0.2565, -1.8902439, 0.2565, -49.9390259, , , , , , , , , , , , , , , , , , , , , , 
