 ,file,shot_type,n_samples,fs_used,player,Rectus Femoris right__mean,Rectus Femoris right__std,Rectus Femoris right__rms,Rectus Femoris right__rms_rel,Rectus Femoris right__mav,Rectus Femoris right__mav_rel,Rectus Femoris right__wl,Rectus Femoris right__peak,Rectus Femoris right__peak_rel,Rectus Femoris right__iEMG,Rectus Femoris right__iEMG_rel,Rectus Femoris right__mnf,Rectus Femoris right__mdf,Rectus Femoris right__bp_20_60,Rectus Femoris right__bp_60_100,Rectus Femoris right__bp_100_200,Rectus Femoris right__mrms_mean,Rectus Femoris right__mrms_mean_rel,Rectus Femoris right__mrms_peak,Rectus Femoris right__mrms_peak_rel,Rectus Femoris left__mean,Rectus Femoris left__std,Rectus Femoris left__rms,Rectus Femoris left__rms_rel,Rectus Femoris left__mav,Rectus Femoris left__mav_rel,Rectus Femoris left__wl,Rectus Femoris left__peak,Rectus Femoris left__peak_rel,Rectus Femoris left__iEMG,Rectus Femoris left__iEMG_rel,Rectus Femoris left__mnf,Rectus Femoris left__mdf,Rectus Femoris left__bp_20_60,Rectus Femoris left__bp_60_100,Rectus Femoris left__bp_100_200,Rectus Femoris left__mrms_mean,Rectus Femoris left__mrms_mean_rel,Rectus Femoris left__mrms_peak,Rectus Femoris left__mrms_peak_rel,Hamstrings right__mean,Hamstrings right__std,Hamstrings right__rms,Hamstrings right__rms_rel,Hamstrings right__mav,Hamstrings right__mav_rel,Hamstrings right__wl,Hamstrings right__peak,Hamstrings right__peak_rel,Hamstrings right__iEMG,Hamstrings right__iEMG_rel,Hamstrings right__mnf,Hamstrings right__mdf,Hamstrings right__bp_20_60,Hamstrings right__bp_60_100,Hamstrings right__bp_100_200,Hamstrings right__mrms_mean,Hamstrings right__mrms_mean_rel,Hamstrings right__mrms_peak,Hamstrings right__mrms_peak_rel,Hamstrings left__mean,Hamstrings left__std,Hamstrings left__rms,Hamstrings left__rms_rel,Hamstrings left__mav,Hamstrings left__mav_rel,Hamstrings left__wl,Hamstrings left__peak,Hamstrings left__peak_rel,Hamstrings left__iEMG,Hamstrings left__iEMG_rel,Hamstrings left__mnf,Hamstrings left__mdf,Hamstrings left__bp_20_60,Hamstrings left__bp_60_100,Hamstrings left__bp_100_200,Hamstrings left__mrms_mean,Hamstrings left__mrms_mean_rel,Hamstrings left__mrms_peak,Hamstrings left__mrms_peak_rel,TibilaisÂ Anterior right__mean,TibilaisÂ Anterior right__std,TibilaisÂ Anterior right__rms,TibilaisÂ Anterior right__rms_rel,TibilaisÂ Anterior right__mav,TibilaisÂ Anterior right__mav_rel,TibilaisÂ Anterior right__wl,TibilaisÂ Anterior right__peak,TibilaisÂ Anterior right__peak_rel,TibilaisÂ Anterior right__iEMG,TibilaisÂ Anterior right__iEMG_rel,TibilaisÂ Anterior right__mnf,TibilaisÂ Anterior right__mdf,TibilaisÂ Anterior right__bp_20_60,TibilaisÂ Anterior right__bp_60_100,TibilaisÂ Anterior right__bp_100_200,TibilaisÂ Anterior right__mrms_mean,TibilaisÂ Anterior right__mrms_mean_rel,TibilaisÂ Anterior right__mrms_peak,TibilaisÂ Anterior right__mrms_peak_rel,TibilaisÂ Anterior left__mean,TibilaisÂ Anterior left__std,TibilaisÂ Anterior left__rms,TibilaisÂ Anterior left__rms_rel,TibilaisÂ Anterior left__mav,TibilaisÂ Anterior left__mav_rel,TibilaisÂ Anterior left__wl,TibilaisÂ Anterior left__peak,TibilaisÂ Anterior left__peak_rel,TibilaisÂ Anterior left__iEMG,TibilaisÂ Anterior left__iEMG_rel,TibilaisÂ Anterior left__mnf,TibilaisÂ Anterior left__mdf,TibilaisÂ Anterior left__bp_20_60,TibilaisÂ Anterior left__bp_60_100,TibilaisÂ Anterior left__bp_100_200,TibilaisÂ Anterior left__mrms_mean,TibilaisÂ Anterior left__mrms_mean_rel,TibilaisÂ Anterior left__mrms_peak,TibilaisÂ Anterior left__mrms_peak_rel,Gastrocnemius right__mean,Gastrocnemius right__std,Gastrocnemius right__rms,Gastrocnemius right__rms_rel,Gastrocnemius right__mav,Gastrocnemius right__mav_rel,Gastrocnemius right__wl,Gastrocnemius right__peak,Gastrocnemius right__peak_rel,Gastrocnemius right__iEMG,Gastrocnemius right__iEMG_rel,Gastrocnemius right__mnf,Gastrocnemius right__mdf,Gastrocnemius right__bp_20_60,Gastrocnemius right__bp_60_100,Gastrocnemius right__bp_100_200,Gastrocnemius right__mrms_mean,Gastrocnemius right__mrms_mean_rel,Gastrocnemius right__mrms_peak,Gastrocnemius right__mrms_peak_rel,Gastrocnemius left__mean,Gastrocnemius left__std,Gastrocnemius left__rms,Gastrocnemius left__rms_rel,Gastrocnemius left__mav,Gastrocnemius left__mav_rel,Gastrocnemius left__wl,Gastrocnemius left__peak,Gastrocnemius left__peak_rel,Gastrocnemius left__iEMG,Gastrocnemius left__iEMG_rel,Gastrocnemius left__mnf,Gastrocnemius left__mdf,Gastrocnemius left__bp_20_60,Gastrocnemius left__bp_60_100,Gastrocnemius left__bp_100_200,Gastrocnemius left__mrms_mean,Gastrocnemius left__mrms_mean_rel,Gastrocnemius left__mrms_peak,Gastrocnemius left__mrms_peak_rel,trial_peak_of_channel_peaks
 ,artifacts\inference\filtered\volley\Player01_1.csv,volley,6438,2148.1481,Player01,0.026145016645971752,0.04049953640284375,0.04820554267159955,0.10884599193470898,0.026150833818268757,0.059047430837163246,0.6988178133704764,0.1849802792580106,0.4176773223229341,168.35141575146642,380.1300810140411,3.9671074716573576,4.1956017578125,8.484930323491533e-09,2.2765199287940247e-11,2.319518264681477e-12,0.026486657026864254,0.05980570484941306,0.18146656482911852,0.4097435099189637,0.030744575665612388,0.04499702620599693,0.05449735131400186,0.12305261869983258,0.030761721742349046,0.06945861266360438,1.0212055748685165,0.274283494478601,0.6193200485518146,198.0023774672524,447.0806464658067,4.922608583047736,4.1956017578125,5.953687169535575e-09,9.868883099645051e-12,9.647728187814154e-13,0.03136004367961718,0.07080959724232619,0.2587662148212093,0.5842827146098785,0.035485199188749164,0.07526014697844235,0.08320630435659279,0.18787617006229468,0.035485199188749164,0.08012401667196024,1.2684158023132608,0.4428784359879373,1.0,228.44584395587975,515.8206527854112,4.87004937527087,4.1956017578125,1.9218657336543433e-08,5.378928245992036e-11,5.496675638358241e-12,0.0362952597829379,0.08195309781108077,0.42559934949315775,0.9609845838255033,0.011918374619322138,0.010559788468416782,0.015923466521590393,0.03595448598907196,0.011918374619322138,0.02691116489502496,0.24150133543478433,0.0540196205929295,0.1219739237753288,76.71313354965798,173.21487639950803,4.07011475931414,4.1956017578125,3.7795246052986737e-10,9.813166330284686e-13,9.972919434416965e-14,0.012003890149438758,0.027104255195133747,0.053123032999231885,0.11994946848276623,0.023946089306408694,0.03150424610293741,0.03957186772929663,0.08935153422185235,0.023973934476361824,0.05413208801390999,0.5449503799096892,0.1513028858319018,0.34163525143053664,154.30318149135346,348.4097868688197,4.715006914548133,4.1956017578125,2.7460106242716765e-09,6.520673703141304e-12,6.584869975164135e-13,0.02420204235273777,0.054647145550787125,0.14663488368979125,0.3310951082156214,0.028969640830716948,0.02351896510725403,0.037314632646951985,0.08425479683541948,0.02928072978244493,0.06611459805471868,0.7201087571570192,0.1430706650553724,0.3230472595402437,188.47558856728503,425.56957677753934,3.97524976823361,4.1956017578125,3.0818016257749507e-09,7.249363557801934e-12,7.320978726571125e-13,0.029635410660177663,0.06691545185321429,0.1391923003710612,0.3142900829221055,0.015610216790557914,0.024820759664833297,0.029321476405318195,0.06620660213430854,0.015610216790557914,0.03524718189481479,0.5419156423667882,0.1524153769748481,0.34414720742691446,100.49280766372598,226.90833307238086,4.777297749866027,4.1956017578125,2.72335489173541e-09,6.753417031607996e-12,6.846594892099377e-13,0.015974284435875924,0.03606923060103792,0.14563385988932376,0.3288348405685085,0.015507544386157476,0.025870427283291475,0.030162276782575884,0.06810509234953452,0.01659832153651388,0.037478278885915255,0.7990837871773561,0.1711689298309142,0.386491903696066,106.75799348577459,241.05484668186094,5.0121541366219615,4.1956017578125,9.594534888711795e-09,1.5179776394213377e-11,1.474801626354024e-12,0.017293093923051173,0.03904704433051734,0.15660213196383765,0.35360071576865626,0.4428784359879373
