Time,Rectus Femoris right,Rectus Femoris left,Hamstrings right,Hamstrings left,TibilaisÂ Anterior right,TibilaisÂ Anterior left,Gastrocnemius left
0.0,0.0017681727834666827,0.03289894759162347,0.0040651990443684475,0.005469693375349515,0.011326368355865138,-0.00044004318385929274,0.012535665634542099
0.0004655,0.0018398858294361169,0.03447116520859433,0.0041208970499819735,0.005485149564058904,0.01301883996634073,-1.774252146123774e-05,0.013334215194969322
0.000931,0.0019114256880545918,0.03604686351147187,0.004176371405328631,0.005500602483323032,0.014706937706743209,0.0004051535192282003,0.01414031058089161
0.0013966,0.0019827806433356933,0.03762582528624414,0.004231611063909443,0.005516055405344352,0.016390413389798048,0.0008285947395675308,0.014953915456770108
0.0018621,0.0020539389938226053,0.03920783165386324,0.004286604991873693,0.005531511746034577,0.018069019854089506,0.0012525307884684233,0.015774991989521998
0.0023276,0.0021248890561659873,0.04079266212019267,0.004341342171643383,0.005546975066549122,0.019742511045517275,0.0016769111759269702,0.016603500848087475
0.0027931,0.0021956191686980523,0.042380094626617064,0.004395811605553009,0.005562449074776872,0.021410642098214437,0.0021016852865794813,0.01743940120328873
0.0032586,0.0022661176950003674,0.04396990560129647,0.004450002319502747,0.005577937626782696,0.02307316941485901,0.0025268023932752456,0.018282650727977585
0.0037241,0.002336373027462978,0.04556187001104693,0.004503903366623223,0.005593444728200118,0.024729850746311736,0.002952211670659036,0.019133205597468412
0.0041897,0.002406373590832539,0.04715576141382927,0.004557503830950043,0.005608974535571701,0.026380445270513666,0.0033778622087563843,0.01999102049025282
0.0046552,0.0024761078457472387,0.04875135201182713,0.004610792831106274,0.005624531357634812,0.028024713670579238,0.003803703026554788,0.020856048588992607
0.0051207,0.0025455642922564007,0.050348412705095574,0.004663759523991058,0.005640119656550596,0.02966241821202383,0.00422968308557406,0.021728241581787523
0.0055862,0.002614731473322752,0.051946713145760985,0.004716393108472518,0.005655744049074108,0.03129332281906904,0.0046557513034190656,0.022607549663714473
0.0060517,0.0026835979783054404,0.053546021792752564,0.004768682829083075,0.005671409307663745,0.032917193149973795,0.00508185656730814,0.023493921538635238
0.0065172,0.002752152446421959,0.05514610596704579,0.0048206179797153,0.00568712036152812,0.034533796671344055,0.0055079477475705385,0.024387304421270135
0.0069828,0.002820383570187187,0.056746731907397825,0.0048721879073163575,0.005702882297608643,0.03614290273137749,0.005933973711106416,0.025287644039535612
0.0074483,0.002888280098827788,0.05834766482655485,0.00492338201557911,0.005718700361496057,0.03774428263200209,0.00635988333480298,0.026194884637144047
0.0079138,0.002955830841670244,0.05994866896791154,0.004974189768627895,0.005734579958279208,0.039337709699869355,0.006785625518900678,0.02710896897646442
0.0083793,0.0030230246715008064,0.06154950766260267,0.005024600694696999,0.005750526653324279,0.04092295935616399,0.007211149200303512,0.028029838341642552
0.0088448,0.0030898505278956854,0.06314994338700733,0.005074604389799788,0.00576654617298274,0.04249980918519361,0.007636403365827789,0.02895743254197977
0.0093103,0.003156297420519835,0.06474973782064604,0.0051241905213864555,0.005782644405226181,0.04406803900172469,0.008061337065383862,0.029891689915568943
0.0097759,0.003222354432392743,0.06634865190445159,0.005173348831988298,0.0057988274002062495,0.04562743091703371,0.008485899425085612,0.030832547333186987
0.0102414,0.003288010723119706,0.0679464458993943,0.005222069142846392,0.005815101370737886,0.047177769403645896,0.008910039660282547,0.03177994020244296
0.0107069,0.00335325553208713,0.06954287944544327,0.00527034135752257,0.005831472692704038,0.0487188413587369,0.009333707088509424,0.03273380247218114
0.0111724,0.003418078181620478,0.07113771162084495,0.005318155465490559,0.0058479479053800895,0.05025043616617481,0.009756851142348392,0.03369406663713855
0.0116379,0.0034824680801035708,0.07273070100170052,0.005365501545705184,0.005864533711676287,0.051772345757181384,0.010179421382198614,0.03466066374285633
0.0121034,0.0035464147250580265,0.07432160572182328,0.005412369770147583,0.005881236978296521,0.05328436466959203,0.01060136750894829,0.03563352339084427
0.012569,0.0036099077061817236,0.07591018353285701,0.005458750407344442,0.005898064735811896,0.05478629010569442,0.011022639376544052,0.036612573743997755
0.0130345,0.0036729367083452717,0.07749619186463622,0.005504633825859315,0.005915024178647628,0.05627792198862556,0.01144318700445271,0.03759774153226618
0.0135,0.003735491514545562,0.07907938788576906,0.005550010497754189,0.005932122664981824,0.05775906301730782,0.011862960590010324,0.038588952058571505
0.0139655,0.0037975620088155624,0.0806595285644243,0.005594871002019483,0.005949367716554819,0.05922951871990545,0.012281910520653635,0.039586129204975624
0.014431,0.0038591381790895845,0.08223637072930393,0.005639206027970786,0.005966767018387685,0.0606890975057838,0.01269998738602886,0.040589195439094686
0.0148966,0.003920210120023292,0.08380967113078451,0.005683006378610642,0.005984328418408596,0.062137610715955006,0.013117141989972917,0.04159807182075832
0.0153621,0.003980768035767765,0.08537918650221035,0.005726262973953774,0.006002059926985678,0.06357487267199441,0.013533325362362226,0.04261267800891144
0.0158276,0.00404080224269692,0.08694467362132297,0.005768966854314191,0.006019969716365012,0.06500070072341292,0.013948488770824243,0.04363293226875593
0.0162931,0.004100303172087622,0.08850588937181117,0.005811109183552625,0.006038066120012454,0.0664149152934719,0.014362583732306975,0.04465875147912925
0.0167586,0.004159261372751844,0.09006259080496634,0.005852681252282797,0.006056357631857987,0.06781733992342884,0.014775562024501686,0.04569005114011666
0.0172241,0.004217667513620315,0.09161453520142665,0.005893674481034955,0.006074852905441317,0.06920780131520385,0.015187375697114074,0.046726745380893574
