Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24-09-2025 10:38:32
Collection Length (seconds):, 5.8185
 Hamstrings left (85586), , TibilaisÂ Anterior right (85650), ,  Rectus Femoris left (85878), ,  Rectus Femoris right (85844), ,  Hamstrings right (85641), ,  Gastrocnemius right (85873), ,  Gastrocnemius left (85904), , TibilaisÂ Anterior left (85605)
sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.2434655, -0.0139315, 0.2434655, -0.0129244, 0.2434655, -0.0078889, 0.2434655, 0.017792, 0.2434655, 0.0043641, 0.2434655, -0.005539, 0.2434655, -0.0229953, 0.2434655, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.243931, -0.0166171, 0.243931, -0.0125887, 0.243931, -0.0083925, 0.243931, 0.0172885, 0.243931, 0.0001678, 0.243931, -0.0058747, 0.243931, -0.0209812, 0.243931, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.2443966, -0.0179599, 0.2443966, -0.0124208, 0.2443966, -0.0097353, 0.2443966, 0.0172885, 0.2443966, -0.0099031, 0.2443966, -0.0045319, 0.2443966, -0.0203098, 0.2443966, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2448621, -0.0176242, 0.2448621, -0.012253, 0.2448621, -0.0104067, 0.2448621, 0.0172885, 0.2448621, -0.0251774, 0.2448621, -0.0045319, 0.2448621, -0.0196384, 0.2448621, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2453276, -0.0176242, 0.2453276, -0.0119173, 0.2453276, -0.0109102, 0.2453276, 0.0162814, 0.2453276, -0.0407874, 0.2453276, -0.0041962, 0.2453276, -0.0203098, 0.2453276, -0.0154421, , , , , , , , , , , , , , , , , , , , , , 
0.2457931, -0.0172885, 0.2457931, -0.0119173, 0.2457931, -0.0097353, 0.2457931, 0.0179599, 0.2457931, -0.0548867, 0.2457931, -0.0028534, 0.2457931, -0.0213169, 0.2457931, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
0.2462586, -0.0152743, 0.2462586, -0.012253, 0.2462586, -0.0090639, 0.2462586, 0.0191348, 0.2462586, -0.0572366, 0.2462586, -0.0030213, 0.2462586, -0.023331, 0.2462586, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2467241, -0.0139315, 0.2467241, -0.0135958, 0.2467241, -0.0099031, 0.2467241, 0.0186313, 0.2467241, -0.0433051, 0.2467241, -0.0016785, 0.2467241, -0.0276951, 0.2467241, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.2471897, -0.0129244, 0.2471897, -0.0135958, 0.2471897, -0.0099031, 0.2471897, 0.0179599, 0.2471897, -0.0258488, 0.2471897, -0.0011749, 0.2471897, -0.0323949, 0.2471897, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.2476552, -0.0095674, 0.2476552, -0.0129244, 0.2476552, -0.0095674, 0.2476552, 0.0186313, 0.2476552, -0.0179599, 0.2476552, -0.0018463, 0.2476552, -0.0350805, 0.2476552, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.2481207, -0.0082246, 0.2481207, -0.0135958, 0.2481207, -0.0095674, 0.2481207, 0.0186313, 0.2481207, -0.0204776, 0.2481207, -0.0015106, 0.2481207, -0.0350805, 0.2481207, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.2485862, -0.0095674, 0.2485862, -0.0139315, 0.2485862, -0.0102388, 0.2485862, 0.0179599, 0.2485862, -0.0317235, 0.2485862, -0.0010071, 0.2485862, -0.0357519, 0.2485862, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.2490517, -0.0112459, 0.2490517, -0.0129244, 0.2490517, -0.0109102, 0.2490517, 0.0169528, 0.2490517, -0.0488441, 0.2490517, -0.0008392, 0.2490517, -0.0342412, 0.2490517, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
0.2495172, -0.0149386, 0.2495172, -0.0124208, 0.2495172, -0.0112459, 0.2495172, 0.0169528, 0.2495172, -0.0676432, 0.2495172, -0.0015106, 0.2495172, -0.0276951, 0.2495172, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.2499828, -0.0159457, 0.2499828, -0.0124208, 0.2499828, -0.0120851, 0.2499828, 0.0166171, 0.2499828, -0.0755322, 0.2499828, -0.0031891, 0.2499828, -0.0224918, 0.2499828, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2504483, -0.0099031, 0.2504483, -0.0125887, 0.2504483, -0.0112459, 0.2504483, 0.0164492, 0.2504483, -0.0605936, 0.2504483, -0.0045319, 0.2504483, -0.021149, 0.2504483, -0.0152743, , , , , , , , , , , , , , , , , , , , , , 
0.2509138, -0.0008392, 0.2509138, -0.0125887, 0.2509138, -0.0095674, 0.2509138, 0.0157778, 0.2509138, -0.0386053, 0.2509138, -0.0041962, 0.2509138, -0.0229953, 0.2509138, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2513793, 0.0025177, 0.2513793, -0.0119173, 0.2513793, -0.0099031, 0.2513793, 0.0159457, 0.2513793, -0.0263523, 0.2513793, -0.0015106, 0.2513793, -0.0253452, 0.2513793, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.2518448, -0.0005035, 0.2518448, -0.0124208, 0.2518448, -0.0109102, 0.2518448, 0.0172885, 0.2518448, -0.0226596, 0.2518448, -0.0015106, 0.2518448, -0.0260166, 0.2518448, -0.0191348, , , , , , , , , , , , , , , , , , , , , , 
0.2523103, -0.0052033, 0.2523103, -0.0135958, 0.2523103, -0.0095674, 0.2523103, 0.0171206, 0.2523103, -0.0203098, 0.2523103, -0.0018463, 0.2523103, -0.0263523, 0.2523103, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
0.2527759, -0.0072175, 0.2527759, -0.0135958, 0.2527759, -0.008896, 0.2527759, 0.0166171, 0.2527759, -0.0193027, 0.2527759, -0.0015106, 0.2527759, -0.0287022, 0.2527759, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.2532414, -0.0075532, 0.2532414, -0.012253, 0.2532414, -0.0095674, 0.2532414, 0.0172885, 0.2532414, -0.0193027, 0.2532414, -0.0015106, 0.2532414, -0.0307164, 0.2532414, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.2537069, -0.0102388, 0.2537069, -0.0115816, 0.2537069, -0.0105745, 0.2537069, 0.0179599, 0.2537069, -0.0194705, 0.2537069, -0.0015106, 0.2537069, -0.0310521, 0.2537069, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.2541724, -0.0135958, 0.2541724, -0.0105745, 0.2541724, -0.012253, 0.2541724, 0.017792, 0.2541724, -0.0203098, 0.2541724, -0.0018463, 0.2541724, -0.0310521, 0.2541724, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.2546379, -0.0132601, 0.2546379, -0.0104067, 0.2546379, -0.0129244, 0.2546379, 0.0182956, 0.2546379, -0.0236667, 0.2546379, -0.0025177, 0.2546379, -0.0323949, 0.2546379, -0.017792, , , , , , , , , , , , , , , , , , , , , , 
0.2551034, -0.0102388, 0.2551034, -0.0109102, 0.2551034, -0.0114137, 0.2551034, 0.0193027, 0.2551034, -0.0283665, 0.2551034, -0.0031891, 0.2551034, -0.0323949, 0.2551034, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.255569, -0.0095674, 0.255569, -0.012253, 0.255569, -0.0109102, 0.255569, 0.0182956, 0.255569, -0.0344091, 0.255569, -0.0035248, 0.255569, -0.03122, 0.255569, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.2560345, -0.0117494, 0.2560345, -0.012253, 0.2560345, -0.0102388, 0.2560345, 0.0179599, 0.2560345, -0.0344091, 0.2560345, -0.0045319, 0.2560345, -0.030045, 0.2560345, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2565, -0.0137636, 0.2565, -0.011078, 0.2565, -0.0102388, 0.2565, 0.0172885, 0.2565, -0.0203098, 0.2565, -0.0041962, 0.2565, -0.0313878, 0.2565, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
0.2569655, -0.0149386, 0.2569655, -0.0112459, 0.2569655, -0.011078, 0.2569655, 0.0162814, 0.2569655, -0.0028534, 0.2569655, -0.0038605, 0.2569655, -0.0313878, 0.2569655, -0.0146029, , , , , , , , , , , , , , , , , , , , , , 
0.257431, -0.0142672, 0.257431, -0.012253, 0.257431, -0.0102388, 0.257431, 0.0164492, 0.257431, 0.0057069, 0.257431, -0.0041962, 0.257431, -0.0290379, 0.257431, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.2578966, -0.0109102, 0.2578966, -0.0119173, 0.2578966, -0.0082246, 0.2578966, 0.0172885, 0.2578966, 0.0078889, 0.2578966, -0.0041962, 0.2578966, -0.0261845, 0.2578966, -0.0159457, , , , , , , , , , , , , , , , , , , , , , 
0.2583621, -0.0075532, 0.2583621, -0.0119173, 0.2583621, -0.0068818, 0.2583621, 0.0172885, 0.2583621, 0.0078889, 0.2583621, -0.0041962, 0.2583621, -0.0236667, 0.2583621, -0.0159457, , , , , , , , , , , , , , , , , , , , , , 
0.2588276, -0.0078889, 0.2588276, -0.0115816, 0.2588276, -0.0075532, 0.2588276, 0.0172885, 0.2588276, 0.0078889, 0.2588276, -0.0035248, 0.2588276, -0.0229953, 0.2588276, -0.0151064, , , , , , , , , , , , , , , , , , , , , , 
0.2592931, -0.0075532, 0.2592931, -0.0125887, 0.2592931, -0.0082246, 0.2592931, 0.0182956, 0.2592931, 0.0078889, 0.2592931, -0.0041962, 0.2592931, -0.0236667, 0.2592931, -0.0159457, , , , , , , , , , , , , , , , , , , , , , 
0.2597586, -0.0072175, 0.2597586, -0.0135958, 0.2597586, -0.0068818, 0.2597586, 0.0198062, 0.2597586, 0.0057069, 0.2597586, -0.0048676, 0.2597586, -0.0238346, 0.2597586, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.2602241, -0.0082246, 0.2602241, -0.0125887, 0.2602241, -0.0062104, 0.2602241, 0.0196384, 0.2602241, 0.0023499, 0.2602241, -0.0035248, 0.2602241, -0.0236667, 0.2602241, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.2606897, -0.0095674, 0.2606897, -0.0109102, 0.2606897, -0.0065461, 0.2606897, 0.0179599, 0.2606897, -0.0015106, 0.2606897, -0.0025177, 0.2606897, -0.0240024, 0.2606897, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.2611552, -0.0102388, 0.2611552, -0.0115816, 0.2611552, -0.0085603, 0.2611552, 0.0172885, 0.2611552, -0.0075532, 0.2611552, -0.0031891, 0.2611552, -0.0253452, 0.2611552, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.2616207, -0.0109102, 0.2616207, -0.0124208, 0.2616207, -0.0095674, 0.2616207, 0.0196384, 0.2616207, -0.0152743, 0.2616207, -0.0030213, 0.2616207, -0.0246738, 0.2616207, -0.0152743, , , , , , , , , , , , , , , , , , , , , , 
0.2620862, -0.0129244, 0.2620862, -0.0130922, 0.2620862, -0.0095674, 0.2620862, 0.0216526, 0.2620862, -0.0204776, 0.2620862, -0.0011749, 0.2620862, -0.0250095, 0.2620862, -0.0146029, , , , , , , , , , , , , , , , , , , , , , 
0.2625517, -0.0172885, 0.2625517, -0.0142672, 0.2625517, -0.0095674, 0.2625517, 0.021149, 0.2625517, -0.0246738, 0.2625517, 0.0008392, 0.2625517, -0.0276951, 0.2625517, -0.0142672, , , , , , , , , , , , , , , , , , , , , , 
0.2630172, -0.0206455, 0.2630172, -0.0142672, 0.2630172, -0.0092317, 0.2630172, 0.0199741, 0.2630172, -0.0350805, 0.2630172, 0.0005035, 0.2630172, -0.0313878, 0.2630172, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
0.2634828, -0.0223239, 0.2634828, -0.0152743, 0.2634828, -0.008896, 0.2634828, 0.0181277, 0.2634828, -0.0528725, 0.2634828, -0.0008392, 0.2634828, -0.0344091, 0.2634828, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.2639483, -0.0216526, 0.2639483, -0.014435, 0.2639483, -0.0095674, 0.2639483, 0.0159457, 0.2639483, -0.068986, 0.2639483, -0.0011749, 0.2639483, -0.0337377, 0.2639483, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.2644138, -0.0203098, 0.2644138, -0.012253, 0.2644138, -0.012253, 0.2644138, 0.0166171, 0.2644138, -0.0757, 0.2644138, -0.0001678, 0.2644138, -0.0313878, 0.2644138, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2648793, -0.0191348, 0.2648793, -0.0109102, 0.2648793, -0.0137636, 0.2648793, 0.0182956, 0.2648793, -0.0753643, 0.2648793, 0.0008392, 0.2648793, -0.0310521, 0.2648793, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.2653448, -0.0176242, 0.2653448, -0.0112459, 0.2653448, -0.0129244, 0.2653448, 0.0186313, 0.2653448, -0.0663005, 0.2653448, -0.0016785, 0.2653448, -0.030045, 0.2653448, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.2658103, -0.0137636, 0.2658103, -0.0112459, 0.2658103, -0.0095674, 0.2658103, 0.0193027, 0.2658103, -0.0525368, 0.2658103, -0.0052033, 0.2658103, -0.0273594, 0.2658103, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
0.2662759, -0.0109102, 0.2662759, -0.0119173, 0.2662759, -0.0085603, 0.2662759, 0.0196384, 0.2662759, -0.040116, 0.2662759, -0.0068818, 0.2662759, -0.0246738, 0.2662759, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
0.2667414, -0.0085603, 0.2667414, -0.0129244, 0.2667414, -0.011078, 0.2667414, 0.0193027, 0.2667414, -0.0310521, 0.2667414, -0.0075532, 0.2667414, -0.0236667, 0.2667414, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.2672069, -0.0099031, 0.2672069, -0.0139315, 0.2672069, -0.0115816, 0.2672069, 0.0184634, 0.2672069, -0.0270237, 0.2672069, -0.0072175, 0.2672069, -0.0243381, 0.2672069, -0.0199741, , , , , , , , , , , , , , , , , , , , , , 
0.2676724, -0.0162814, 0.2676724, -0.0137636, 0.2676724, -0.0107424, 0.2676724, 0.0169528, 0.2676724, -0.0250095, 0.2676724, -0.0068818, 0.2676724, -0.0256809, 0.2676724, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.2681379, -0.0243381, 0.2681379, -0.0151064, 0.2681379, -0.0109102, 0.2681379, 0.0172885, 0.2681379, -0.0243381, 0.2681379, -0.0046998, 0.2681379, -0.024506, 0.2681379, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.2686034, -0.0275273, 0.2686034, -0.0162814, 0.2686034, -0.0109102, 0.2686034, 0.018967, 0.2686034, -0.0243381, 0.2686034, -0.0015106, 0.2686034, -0.0229953, 0.2686034, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.269069, -0.0283665, 0.269069, -0.0149386, 0.269069, -0.0095674, 0.269069, 0.0199741, 0.269069, -0.0238346, 0.269069, 0.0005035, 0.269069, -0.0229953, 0.269069, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2695345, -0.0283665, 0.2695345, -0.0146029, 0.2695345, -0.0099031, 0.2695345, 0.018967, 0.2695345, -0.0229953, 0.2695345, 0.0010071, 0.2695345, -0.0243381, 0.2695345, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.27, -0.0260166, 0.27, 0, 0.27, -0.0095674, 0.27, 0.0172885, 0.27, -0.0221561, 0.27, 0, 0.27, -0.0253452, 0.27, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.2704655, -0.0219883, 0.2704655, 0, 0.2704655, -0.008896, 0.2704655, 0.0162814, 0.2704655, -0.0206455, 0.2704655, 0, 0.2704655, -0.0256809, 0.2704655, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.270931, -0.0176242, 0.270931, 0, 0.270931, -0.008896, 0.270931, 0.0169528, 0.270931, -0.0193027, 0.270931, 0, 0.270931, -0.0250095, 0.270931, -0.0171206, , , , , , , , , , , , , , , , , , , , , , 
0.2713966, -0.0115816, 0.2713966, 0, 0.2713966, -0.0099031, 0.2713966, 0.0176242, 0.2713966, -0.0196384, 0.2713966, 0, 0.2713966, -0.0246738, 0.2713966, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2718621, -0.0075532, 0.2718621, 0, 0.2718621, -0.0104067, 0.2718621, 0.0172885, 0.2718621, -0.0199741, 0.2718621, 0, 0.2718621, -0.0260166, 0.2718621, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.2723276, -0.0082246, 0.2723276, 0, 0.2723276, -0.0095674, 0.2723276, 0.0159457, 0.2723276, -0.0199741, 0.2723276, 0, 0.2723276, -0.0271916, 0.2723276, -0.017792, , , , , , , , , , , , , , , , , , , , , , 
0.2727931, -0.012253, 0.2727931, 0, 0.2727931, -0.008896, 0.2727931, 0.0164492, 0.2727931, -0.017792, 0.2727931, 0, 0.2727931, -0.0276951, 0.2727931, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.2732586, -0.0159457, 0.2732586, 0, 0.2732586, -0.0092317, 0.2732586, 0.0172885, 0.2732586, -0.0135958, 0.2732586, 0, 0.2732586, -0.0276951, 0.2732586, -0.0199741, , , , , , , , , , , , , , , , , , , , , , 
0.2737241, -0.0157778, 0.2737241, 0, 0.2737241, -0.0102388, 0.2737241, 0.0172885, 0.2737241, -0.0125887, 0.2737241, 0, 0.2737241, -0.0276951, 0.2737241, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
0.2741897, -0.012253, 0.2741897, 0, 0.2741897, -0.0109102, 0.2741897, 0.0172885, 0.2741897, -0.0146029, 0.2741897, 0, 0.2741897, -0.0276951, 0.2741897, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.2746552, -0.008896, 0.2746552, 0, 0.2746552, -0.0102388, 0.2746552, 0.0176242, 0.2746552, -0.0162814, 0.2746552, 0, 0.2746552, -0.0283665, 0.2746552, -0.0184634, , , , , , , , , , , , , , , , , , , , , , 
0.2751207, -0.0082246, 0.2751207, 0, 0.2751207, -0.0097353, 0.2751207, 0.0176242, 0.2751207, -0.0186313, 0.2751207, 0, 0.2751207, -0.0297093, 0.2751207, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.2755862, -0.0082246, 0.2755862, 0, 0.2755862, -0.0105745, 0.2755862, 0.0166171, 0.2755862, -0.021149, 0.2755862, 0, 0.2755862, -0.0317235, 0.2755862, -0.0172885, , , , , , , , , , , , , , , , , , , , , , 
0.2760517, -0.0082246, 0.2760517, 0, 0.2760517, -0.0102388, 0.2760517, 0.0172885, 0.2760517, -0.0229953, 0.2760517, 0, 0.2760517, -0.0350805, 0.2760517, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.2765172, -0.0078889, 0.2765172, 0, 0.2765172, -0.0085603, 0.2765172, 0.0193027, 0.2765172, -0.0243381, 0.2765172, 0, 0.2765172, -0.0360876, 0.2765172, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.2769828, -0.0072175, 0.2769828, 0, 0.2769828, -0.0075532, 0.2769828, 0.021149, 0.2769828, -0.026688, 0.2769828, 0, 0.2769828, -0.0327306, 0.2769828, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.2774483, -0.0072175, 0.2774483, 0, 0.2774483, -0.0077211, 0.2774483, 0.0213169, 0.2774483, -0.0310521, 0.2774483, 0, 0.2774483, -0.0290379, 0.2774483, -0.017792, , , , , , , , , , , , , , , , , , , , , , 
0.2779138, -0.0090639, 0.2779138, 0, 0.2779138, -0.0085603, 0.2779138, 0.0213169, 0.2779138, -0.0357519, 0.2779138, 0, 0.2779138, -0.0270237, 0.2779138, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.2783793, -0.0105745, 0.2783793, 0, 0.2783793, -0.0092317, 0.2783793, 0.0206455, 0.2783793, -0.0377661, 0.2783793, 0, 0.2783793, -0.0251774, 0.2783793, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
0.2788448, -0.0095674, 0.2788448, 0, 0.2788448, -0.0092317, 0.2788448, 0.0184634, 0.2788448, -0.0387732, 0.2788448, 0, 0.2788448, -0.0255131, 0.2788448, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.2793103, -0.0092317, 0.2793103, 0, 0.2793103, -0.0085603, 0.2793103, 0.0172885, 0.2793103, -0.040116, 0.2793103, 0, 0.2793103, -0.0273594, 0.2793103, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.2797759, -0.0109102, 0.2797759, 0, 0.2797759, -0.0072175, 0.2797759, 0.0186313, 0.2797759, -0.0384375, 0.2797759, 0, 0.2797759, -0.0276951, 0.2797759, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.2802414, -0.0119173, 0.2802414, 0, 0.2802414, -0.0057069, 0.2802414, 0.0206455, 0.2802414, -0.0327306, 0.2802414, 0, 0.2802414, -0.0263523, 0.2802414, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.2807069, -0.0132601, 0.2807069, 0, 0.2807069, -0.0062104, 0.2807069, 0.0223239, 0.2807069, -0.0271916, 0.2807069, 0, 0.2807069, -0.026688, 0.2807069, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.2811724, -0.0129244, 0.2811724, 0, 0.2811724, -0.0070497, 0.2811724, 0.0219883, 0.2811724, -0.0223239, 0.2811724, 0, 0.2811724, -0.0273594, 0.2811724, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2816379, -0.0132601, 0.2816379, 0, 0.2816379, -0.0083925, 0.2816379, 0.0209812, 0.2816379, -0.018967, 0.2816379, 0, 0.2816379, -0.0270237, 0.2816379, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.2821034, -0.0129244, 0.2821034, 0, 0.2821034, -0.0102388, 0.2821034, 0.0193027, 0.2821034, -0.0182956, 0.2821034, 0, 0.2821034, -0.0263523, 0.2821034, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.282569, -0.0125887, 0.282569, 0, 0.282569, -0.0102388, 0.282569, 0.0179599, 0.282569, -0.0176242, 0.282569, 0, 0.282569, -0.0276951, 0.282569, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.2830345, -0.0115816, 0.2830345, 0, 0.2830345, -0.0095674, 0.2830345, 0.018967, 0.2830345, -0.0162814, 0.2830345, 0, 0.2830345, -0.0283665, 0.2830345, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.2835, -0.0129244, 0.2835, -0.0146029, 0.2835, -0.0109102, 0.2835, 0.0191348, 0.2835, -0.0169528, 0.2835, -0.0008392, 0.2835, -0.0271916, 0.2835, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.2839655, -0.0159457, 0.2839655, -0.0151064, 0.2839655, -0.012253, 0.2839655, 0.0182956, 0.2839655, -0.0169528, 0.2839655, -0.0008392, 0.2839655, -0.026688, 0.2839655, -0.0171206, , , , , , , , , , , , , , , , , , , , , , 
0.284431, -0.01561, 0.284431, -0.0152743, 0.284431, -0.011078, 0.284431, 0.0186313, 0.284431, -0.0119173, 0.284431, -0.0010071, 0.284431, -0.026688, 0.284431, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.2848966, -0.0135958, 0.2848966, -0.0157778, 0.2848966, -0.0095674, 0.2848966, 0.0179599, 0.2848966, -0.0050355, 0.2848966, -0.0020142, 0.2848966, -0.0261845, 0.2848966, -0.0172885, , , , , , , , , , , , , , , , , , , , , , 
0.2853621, -0.0137636, 0.2853621, -0.0149386, 0.2853621, -0.0082246, 0.2853621, 0.0169528, 0.2853621, -0.0011749, 0.2853621, -0.0031891, 0.2853621, -0.0256809, 0.2853621, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.2858276, -0.0152743, 0.2858276, -0.0129244, 0.2858276, -0.0075532, 0.2858276, 0.0162814, 0.2858276, -0.0011749, 0.2858276, -0.0025177, 0.2858276, -0.0265202, 0.2858276, -0.0171206, , , , , , , , , , , , , , , , , , , , , , 
0.2862931, -0.0164492, 0.2862931, -0.012253, 0.2862931, -0.0087282, 0.2862931, 0.0166171, 0.2862931, -0.0045319, 0.2862931, -0.002182, 0.2862931, -0.0273594, 0.2862931, -0.017792, , , , , , , , , , , , , , , , , , , , , , 
0.2867586, -0.0176242, 0.2867586, -0.012253, 0.2867586, -0.0092317, 0.2867586, 0.0172885, 0.2867586, -0.0092317, 0.2867586, -0.002182, 0.2867586, -0.027863, 0.2867586, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.2872241, -0.0186313, 0.2872241, -0.0129244, 0.2872241, -0.0095674, 0.2872241, 0.0179599, 0.2872241, -0.0119173, 0.2872241, -0.0025177, 0.2872241, -0.0283665, 0.2872241, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.2876897, -0.0191348, 0.2876897, -0.0130922, 0.2876897, -0.0095674, 0.2876897, 0.017792, 0.2876897, -0.0142672, 0.2876897, -0.0028534, 0.2876897, -0.0283665, 0.2876897, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.2881552, -0.0196384, 0.2881552, -0.0129244, 0.2881552, -0.0095674, 0.2881552, 0.0186313, 0.2881552, -0.0186313, 0.2881552, -0.0035248, 0.2881552, -0.0273594, 0.2881552, -0.0164492, , , , , , , , , , , , , , , , , , , , , , 
0.2886207, -0.0196384, 0.2886207, -0.0117494, 0.2886207, -0.0095674, 0.2886207, 0.0193027, 0.2886207, -0.0250095, 0.2886207, -0.0028534, 0.2886207, -0.0260166, 0.2886207, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.2890862, -0.0193027, 0.2890862, -0.0119173, 0.2890862, -0.0099031, 0.2890862, 0.0186313, 0.2890862, -0.0310521, 0.2890862, -0.0001678, 0.2890862, -0.0261845, 0.2890862, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.2895517, -0.0209812, 0.2895517, -0.0129244, 0.2895517, -0.0095674, 0.2895517, 0.0198062, 0.2895517, -0.033402, 0.2895517, 0.0016785, 0.2895517, -0.0280308, 0.2895517, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.2900172, -0.023331, 0.2900172, -0.0135958, 0.2900172, -0.0085603, 0.2900172, 0.0226596, 0.2900172, -0.0315557, 0.2900172, 0.0011749, 0.2900172, -0.0283665, 0.2900172, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
