Time,Rectus Femoris right,Rectus Femoris left,Hamstrings right,Hamstrings left,TibilaisÂ Anterior right,TibilaisÂ Anterior left,Gastrocnemius right,Gastrocnemius left
0.0,0.003667345430676336,-0.011260087585366873,0.005932406448453585,0.030154588984753664,0.10057568035769347,-0.01219342596339423,0.002621983106424067,0.005781722905150749
0.0004655,0.0037311045174194483,-0.01046793991032466,0.005987779044913054,0.030893542743732183,0.10196097613611281,-0.011913223356859813,0.0027250753620350803,0.005889469420045687
0.000931,0.0037953516635446235,-0.009675672943961882,0.006042983441352508,0.03163342152612703,0.10334699851369256,-0.011632767198246092,0.0028291668397443276,0.00599785541901586
0.0013966,0.003860082461466693,-0.00888338110602523,0.006098011882577813,0.03237411879018921,0.10473354939602707,-0.011352086049187807,0.0029342580752172043,0.006106869392332728
0.0018621,0.003925292399696989,-0.008091158769348678,0.006152856677797456,0.03311552741528262,0.10612043018584191,-0.011071208442742179,0.003040349526222454,0.006216499631688803
0.0023276,0.003990976863475162,-0.007299100233052699,0.006207510203936927,0.033857539729200505,0.1075074418444465,-0.010790162875488464,0.003147441572743343,0.006326734231888255
0.0027931,0.00405713113542544,-0.0065072996958724216,0.006261964908936128,0.03460004753574442,0.1088943849535848,-0.010508977799709544,0.003255534517088228,0.006437561092597581
0.0032586,0.004123750396236546,-0.005715851229632238,0.006316213315027071,0.035342942142552604,0.11028105977764834,-0.010227681615661363,0.0033646285839994787,0.006548967920155642
0.0037241,0.004190829725364452,-0.004924848752883643,0.006370248021989201,0.03608611438916477,0.11166726632621614,-0.009946302663935912,0.0034747239207597244,0.006660942229442401
0.0041897,0.004258364101757227,-0.00413438600472238,0.006424061710379794,0.036829454675310756,0.11305280441688771,-0.009664869217923337,0.0035858205972943893,0.006773471345805706
0.0046552,0.004326348404601228,-0.003344556518800051,0.006477647144736938,0.03757285298941015,0.11443747373837475,-0.009383409476378545,0.0036979186062694896,0.0068865424070454154
0.0051207,0.0043947774140879435,-0.0025554535975445374,0.006530997176752593,0.03831619893727063,0.11582107391381742,-0.009101951556097524,0.003811017863183684,0.007000142365454174
0.0055862,0.00446364581220083,-0.0017671702866027472,0.006584104748413241,0.03905938177097265,0.11720340456429007,-0.008820523484708378,0.003925118206453626,0.007114257989914084
0.0060517,0.004532948183521501,-0.0009797993495186694,0.0066369628951056065,0.0398022904179279,0.11858426537246149,-0.008539153193581837,0.0040402193974916675,0.007228875868048485
0.0065172,0.00460267901605467,-0.0001934332426593081,0.006689564748684967,0.040544813510099136,0.11996345614637383,-0.008257868510865685,0.004156321120775022,0.007343982408427982
0.0069828,0.004672832702071222,0.0005918359095991865,0.006741903540503613,0.041286839413368595,0.1213407768833043,-0.007976697154647097,0.004273422983905497,0.007459563842829882
0.0074483,0.00474340353896883,0.001375916339413201,0.006793972604397125,0.042028256257041915,0.12271602783367348,-0.007695666726246446,0.004391524517658929,0.007575606228550048
0.0079138,0.004814385730149444,0.002158716659729631,0.006845765379626149,0.04276895196347449,0.12408900956496301,-0.007414804703645625,0.004510625176023434,0.007692095450766211
0.0083793,0.004885773385913015,0.0029401458882492436,0.006897275413771416,0.04350881427780682,0.12545952302560523,-0.0071341384350534776,0.004630724336225595,0.007809017224951698
0.0088448,0.004957560524366746,0.0037201134710851775,0.006948496365579746,0.0442477307977957,0.1268273696088065,-0.006853695132610449,0.004751821298743708,0.007926357099338506
0.0093103,0.005029741072349208,0.004498529306106862,0.0069994220077587484,0.044985589003727414,0.128192351216265,-0.006573501866234204,0.004873915287307273,0.008044100457428684
0.0097759,0.005102308866368619,0.0052753037659600275,0.007050046229717891,0.045722276288399914,0.1295542703217433,-0.00629358555760762,0.004997005448881886,0.00816223252055295
0.0102414,0.005175257653554714,0.0060503477207537945,0.007100363040253592,0.046457679987160314,0.13091293003445592,-0.006013972974310211,0.005121090853638783,0.008280738350475613
0.0107069,0.005248581092623663,0.00682357256040619,0.007150366570175928,0.0471916874079844,0.13226813416223113,-0.005734690724093883,0.005246170494908219,0.008399602852044804
0.0111724,0.005322272754855634,0.007594890216639903,0.007200051074874621,0.04792418586158478,0.13361968727440773,-0.005455765249303688,0.0053722432891159175,0.008518810775887158
0.0116379,0.005396326125084687,0.008364213184620746,0.007249410936822019,0.048655062691534294,0.13496739476442712,-0.005177222821444037,0.005499308075701803,0.008638346721146141
0.0121034,0.005470734602700806,0.009131454544231931,0.00729844066801088,0.049384205304391096,0.1363110629120812,-0.00489908953589062,0.0056273636170202515,0.008758195138263177
0.012569,0.005545491502663924,0.00989652798097794,0.0073471349123249334,0.0501115011998119,0.13765049894537704,-0.004621391306748061,0.005756408598221138,0.008878340331800924
0.0130345,0.005620590056529889,0.010659347806512431,0.00739548844784035,0.050836838000639976,0.13898551110197885,-0.004344153861853127,0.00588644162711098,0.008998766463307984
0.0135,0.005696023413488265,0.011419828978784984,0.007443496189056448,0.05156010348295423,0.14031590869018815,-0.004067402737923173,0.006017461233993575,0.009119457554224483
0.0139655,0.005771784641411954,0.012177887121801834,0.007491153189054057,0.052281185606065816,0.1416415021494246,-0.0037911632758493613,0.006149465871489555,0.009240397488828015
0.014431,0.005847866727918567,0.01293343854499587,0.007538454641580064,0.05299997254244904,0.14296210311017027,-0.003515460616134087,0.006282453914334381,0.009361570017219498
0.0148966,0.005924262581443478,0.013686400262201156,0.007585395883056781,0.053716352707593215,0.14427752445334063,-0.003240319694471968,0.006416423659154312,0.009482958758348523
