,Time,Rectus Femoris right,Rectus Femoris left,Hamstrings right,Hamstrings left,TibilaisÂ Anterior right,TibilaisÂ Anterior left,Gastrocnemius right,Gastrocnemius left
69,0.0321207,-0.1190051,-0.0285344,0.0236667,-0.0518654,-0.1519036,-0.0740215,0.0112459,0.2089723
70,0.0325862,-0.1116197,-0.0491798,0.0058747,-0.0515297,-0.1226978,-0.0641184,0.0072175,0.2307927
71,0.0330517,-0.1072557,-0.061265,-0.0095674,-0.047837,-0.0753643,-0.0347448,0.005539,0.254963
72,0.0335172,-0.1065843,-0.0471656,-0.0313878,-0.0428016,-0.0498512,0.0008392,0.0028534,0.265034
73,0.0339828,-0.1038987,-0.01561,-0.0632792,-0.0426337,-0.0493477,0.012253,-0.0028534,0.2552987
74,0.0344483,-0.0963455,0.0182956,-0.0975204,-0.0458228,-0.0542153,0.036759,-0.0093996,0.235996
75,0.0349138,-0.0874495,0.057908,-0.1263905,-0.0448157,-0.0663005,0.0991989,-0.0135958,0.2109865
76,0.0353793,-0.0780499,0.1059129,-0.1398184,-0.040116,-0.0847639,0.164828,-0.0149386,0.1821164
77,0.0358448,-0.0669718,0.1502251,-0.1431754,-0.0357519,-0.0842603,0.2086366,-0.0137636,0.1555962
78,0.0363103,-0.0495155,0.1690242,-0.1408255,-0.0344091,-0.0424659,0.2411994,-0.012253,0.131426
79,0.0367759,-0.0265202,0.1566033,-0.1294118,-0.0340734,0.0172885,0.2670481,-0.0135958,0.1129625
80,0.0372414,-0.0016785,0.1300832,-0.1097734,-0.0323949,0.0548867,0.2784619,-0.0186313,0.1109483
81,0.0377069,0.0231632,0.1042344,-0.0834211,-0.0297093,0.0760357,0.2789654,-0.0251774,0.1243763
82,0.0381724,0.0459907,0.0903029,-0.061265,-0.0270237,0.1099413,0.2730907,-0.0328985,0.1441825
83,0.0386379,0.0652934,0.0869459,-0.0595865,-0.0270237,0.1495537,0.2596628,-0.0421302,0.1660029
84,0.0391034,0.0817426,0.0891279,-0.0780499,-0.026688,0.1629816,0.2375067,-0.051194,0.1910124
85,0.039569,0.0958419,0.0936599,-0.0928206,-0.0256809,0.1522393,0.2099794,-0.0599222,0.219379
86,0.0400345,0.1089342,0.1015488,-0.0847639,-0.0240024,0.1287404,0.1802701,-0.0673075,0.2453956
87,0.0405,0.121355,0.1216907,-0.0688182,-0.0206455,0.0849317,0.1534142,-0.0713359,0.2610056
88,0.0409655,0.1305867,0.1488823,-0.0649577,-0.0169528,0.0411231,0.131426,-0.0706645,0.2586557
89,0.041431,0.1352865,0.170367,-0.0740215,-0.0129244,0.0068818,0.1132982,-0.066804,0.2361639
90,0.0418966,0.139147,0.1824521,-0.0760357,-0.008896,-0.0391089,0.0973526,-0.0619364,0.2052796
91,0.0423621,0.1522393,0.1777523,-0.0619364,-0.0062104,-0.0995346,0.0837568,-0.0558938,0.1831235
92,0.0428276,0.1770809,0.1626459,-0.0441444,-0.0035248,-0.1529107,0.0797284,-0.0458228,0.1755703
93,0.0432931,0.2076295,0.1505608,-0.0260166,-0.0005035,-0.1858091,0.0874495,-0.0310521,0.1762417
94,0.0437586,0.2324712,0.1515679,0.0015106,0.0018463,-0.2076295,0.0975204,-0.0171206,0.1767453
95,0.0442241,0.2452277,0.1535821,0.033402,0.0058747,-0.2170291,0.1008774,-0.0082246,0.1649958
96,0.0446897,0.2499275,0.1493858,0.051194,0.0105745,-0.194873,0.0971847,-0.0050355,0.1414969
97,0.0451552,0.251606,0.1414969,0.0501869,0.0149386,-0.1512322,0.0861067,-0.0052033,0.1151446
98,0.0456207,0.2442206,0.1310903,0.0461585,0.0171206,-0.1122911,0.0743572,-0.005539,0.1003738
99,0.0460862,0.219379,0.1193408,0.0547189,0.0186313,-0.0622721,0.066804,-0.0073854,0.0981918
100,0.0465517,0.1782559,0.1072557,0.0773785,0.0206455,0.026688,0.0599222,-0.0112459,0.0965133
101,0.0470172,0.1292439,0.094667,0.0938277,0.023331,0.1260548,0.054551,-0.018967,0.0876173
102,0.0474828,0.0803998,0.0810712,0.0793927,0.024506,0.1851377,0.0515297,-0.0290379,0.0767071
103,0.0479483,0.0350805,0.0676432,0.0419623,0.0226596,0.2009155,0.0493477,-0.0340734,0.0676432
104,0.0484138,-0.0062104,0.0558938,0.0008392,0.0218204,0.1910124,0.0448157,-0.0344091,0.0555581
105,0.0488793,-0.0424659,0.0480049,-0.0310521,0.0223239,0.1468681,0.0354162,-0.036759,0.040116
106,0.0493448,-0.0746929,0.0451514,-0.049012,0.023331,0.0726787,0.0229953,-0.0431373,0.0213169
107,0.0498103,-0.10692,0.0461585,-0.0589151,0.0226596,-0.0109102,0.0152743,-0.047837,-0.002182
108,0.0502759,-0.1441825,0.0488441,-0.0636149,0.0216526,-0.082414,0.018967,-0.04448,-0.0297093
109,0.0507414,-0.1871519,0.0522011,-0.0676432,0.0206455,-0.1210193,0.0298772,-0.0394446,-0.0602579
110,0.0512069,-0.2331426,0.0548867,-0.0626078,0.0203098,-0.1210193,0.0386053,-0.0404517,-0.0911421
111,0.0516724,-0.2771191,0.0562295,-0.0337377,0.0219883,-0.0897993,0.0468299,-0.0411231,-0.1183337
112,0.0521379,-0.3130388,0.0582437,0.0125887,0.0253452,-0.0520333,0.0619364,-0.033402,-0.1398184
113,0.0526034,-0.3351949,0.0585794,0.0542153,0.030045,-0.0417945,0.0830854,-0.0186313,-0.1616388
114,0.053069,-0.3405661,0.0575723,0.0760357,0.0317235,-0.0619364,0.0941634,-0.0068818,-0.1864805
115,0.0535345,-0.3320058,0.0582437,0.0728466,0.0310521,-0.0948348,0.0861067,-0.0015106,-0.2123293
116,0.054,-0.3093462,0.0602579,0.0609293,0.0292058,-0.1171588,0.0686503,0.0015106,-0.2391852
117,0.0544655,-0.2710765,0.0589151,0.0602579,0.0280308,-0.1196765,0.0599222,0.0058747,-0.2646983
118,0.054931,-0.2212253,0.0528725,0.0716716,0.0283665,-0.112459,0.0642863,0.008896,-0.2865187
119,0.0553966,-0.1693599,0.0426337,0.0809033,0.0273594,-0.0881209,0.076875,0.0085603,-0.3049821
120,0.0558621,-0.1260548,0.0303807,0.0636149,0.0243381,-0.0350805,0.0869459,0.0132601,-0.3226062
121,0.0563276,-0.093492,0.0179599,0.0164492,0.0172885,0.0223239,0.0951705,0.0263523,-0.3402304
122,0.0567931,-0.064622,0.0078889,-0.0370947,0.0078889,0.0616007,0.1065843,0.04448,-0.3563439
123,0.0572586,-0.0337377,0.0028534,-0.0743572,0.0011749,0.0803998,0.1205158,0.061265,-0.3709468
124,0.0577241,-0.0036927,0.002182,-0.0931563,-0.0015106,0.0720073,0.1341115,0.0750286,-0.3831998
125,0.0581897,0.0179599,-0.0018463,-0.1028916,-0.002182,0.0475013,0.1455253,0.0911421,-0.39411
126,0.0586552,0.033402,-0.0112459,-0.1143053,-0.0028534,0.043473,0.1485466,0.1151446,-0.4025025
127,0.0591207,0.0491798,-0.021149,-0.1433433,-0.0036927,0.0767071,0.1495537,0.1431754,-0.4088808
128,0.0595862,0.0637827,-0.0297093,-0.1935302,-0.0052033,0.1361257,0.1562676,0.170367,-0.4145876
129,0.0600517,0.0755322,-0.0397803,-0.2380102,-0.0072175,0.1878233,0.1663386,0.1930266,-0.4177768
130,0.0605172,0.0854353,-0.0525368,-0.2534524,-0.0095674,0.1935302,0.1730526,0.2096437,-0.4191196
131,0.0609828,0.0958419,-0.0652934,-0.2274357,-0.0142672,0.1320974,0.1707027,0.2208896,-0.4177768
132,0.0614483,0.1059129,-0.0755322,-0.1733883,-0.0196384,0.0344091,0.1596246,0.2299535,-0.4127413
133,0.0619138,0.1132982,-0.0847639,-0.117998,-0.0229953,-0.0375982,0.1435111,0.2381781,-0.4040131
134,0.0623793,0.117998,-0.096849,-0.0762036,-0.0243381,-0.06009,0.1287404,0.2452277,-0.3946136
135,0.0628448,0.1220264,-0.110277,-0.0360876,-0.0223239,-0.0485084,0.1265583,0.2492561,-0.3868925
136,0.0633103,0.1260548,-0.1245441,0.0193027,-0.0219883,-0.0119173,0.139147,0.2474098,-0.3821927
137,0.0637759,0.1257191,-0.1398184,0.0783856,-0.0236667,0.0532082,0.1589532,0.2398566,-0.3801785
138,0.0642414,0.1226978,-0.1438468,0.114641,-0.0243381,0.0797284,0.1774166,0.2272679,-0.3748074
139,0.0647069,0.1193408,-0.1237049,0.1085985,-0.0243381,0.0273594,0.1807736,0.2103151,-0.3655756
140,0.0651724,0.1173266,-0.1082628,0.0654612,-0.0229953,-0.0325628,0.1535821,0.1898375,-0.3546654
141,0.0656379,0.1132982,-0.1169909,0.0085603,-0.0229953,-0.0475013,0.1055772,0.1695277,-0.3412375
142,0.0661034,0.1079271,-0.1420005,-0.0417945,-0.023331,-0.0181277,0.0632792,0.1488823,-0.3264668
143,0.066569,0.1030594,-0.1693599,-0.0708324,-0.0229953,0.0146029,0.0495155,0.1260548,-0.3127031
144,0.0670345,0.0988632,-0.194873,-0.0763714,-0.0229953,0.0125887,0.0602579,0.100206,-0.3036393
145,0.0675,0.0921492,-0.2197147,-0.0691539,-0.0236667,-0.0229953,0.0721752,0.0750286,-0.2969253
146,0.0679655,0.0837568,-0.240528,-0.0585794,-0.0236667,-0.0585794,0.0715038,0.0525368,-0.2898756
147,0.068431,0.0753643,-0.2566415,-0.0454871,-0.0246738,-0.0736858,0.066804,0.0313878,-0.2811475
148,0.0688966,0.0710002,-0.2714122,-0.0307164,-0.0256809,-0.0699931,0.0632792,0.0132601,-0.2700694
149,0.0693621,0.0696574,-0.2875257,-0.0105745,-0.0246738,-0.0485084,0.0629435,-0.0038605,-0.2559701
150,0.0698276,0.0703288,-0.2989395,0.0112459,-0.0229953,-0.0068818,0.0642863,-0.0219883,-0.240528
151,0.0702931,0.0696574,-0.3011215,0.0347448,-0.0213169,0.0347448,0.0605936,-0.0428016,-0.2250858
152,0.0707586,0.0659648,-0.2969253,0.056733,-0.0203098,0.0459907,0.0515297,-0.061265,-0.2099794
153,0.0712241,0.0602579,-0.2942397,0.0669718,-0.0203098,0.0231632,0.0426337,-0.0736858,-0.1953765
154,0.0716897,0.0535439,-0.2928969,0.0636149,-0.0182956,0.0068818,0.0328985,-0.0847639,-0.178088
155,0.0721552,0.0498512,-0.2925612,0.0548867,-0.0162814,0.0152743,0.026688,-0.0988632,-0.1579461
156,0.0726207,0.0475013,-0.295079,0.0473335,-0.0179599,0.0285344,0.0260166,-0.1186694,-0.1378042
157,0.0730862,0.0438087,-0.2986038,0.043473,-0.0198062,0.033402,0.0213169,-0.1406577,-0.1223621
158,0.0735517,0.0387732,-0.2996109,0.0327306,-0.0203098,0.0387732,0.0082246,-0.1559319,-0.1129625
159,0.0740172,0.0323949,-0.3009537,0.0132601,-0.0209812,0.0522011,-0.0162814,-0.1666743,-0.1054093
160,0.0744828,0.0246738,-0.3086748,0.006714,-0.0238346,0.0570687,-0.0525368,-0.1760739,-0.0955062
161,0.0749483,0.0152743,-0.3226062,0.0240024,-0.0256809,0.0505226,-0.0874495,-0.1829557,-0.0827497
162,0.0754138,0.0082246,-0.3372091,0.0414588,-0.0253452,0.033402,-0.0995346,-0.188159,-0.0678111
163,0.0758793,0.0031891,-0.3456016,0.0411231,-0.0236667,0.003357,-0.0793927,-0.193698,-0.0520333
164,0.0763448,-0.0031891,-0.3466087,0.0285344,-0.0219883,-0.0216526,-0.0458228,-0.2005798,-0.0370947
165,0.0768103,-0.0099031,-0.3422446,0.01561,-0.0209812,-0.0216526,-0.0166171,-0.2056153,-0.024506
166,0.0772759,-0.0149386,-0.3365377,0.0068818,-0.0208133,-0.0078889,-0.002182,-0.2069581,-0.012253
167,0.0777414,-0.0186313,-0.3308309,-0.005539,-0.0203098,-0.0031891,-0.0015106,-0.202594,0.0025177
168,0.0782069,-0.0209812,-0.3236133,-0.0303807,-0.0204776,-0.0203098,-0.0125887,-0.1952087,0.0172885
169,0.0786724,-0.023331,-0.3120317,-0.061265,-0.0196384,-0.0320592,-0.0397803,-0.1864805,0.0285344
170,0.0791379,-0.0280308,-0.297261,-0.082414,-0.0179599,-0.0258488,-0.079057,-0.1754025,0.0374304
171,0.0796034,-0.0313878,-0.2808118,-0.0871138,-0.0176242,-0.0223239,-0.110277,-0.1663386,0.0481727
172,0.080069,-0.0303807,-0.2663767,-0.0803998,-0.017792,-0.0359197,-0.1196765,-0.1609674,0.0585794
173,0.0805345,-0.0246738,-0.2536202,-0.0713359,-0.0162814,-0.0659648,-0.110277,-0.1555962,0.0652934
174,0.081,-0.0164492,-0.2422065,-0.0594186,-0.0146029,-0.0894636,-0.0834211,-0.1493858,0.0688182
175,0.0814655,-0.0075532,-0.2314641,-0.0441444,-0.012253,-0.0862745,-0.0493477,-0.1441825,0.0703288
176,0.081931,0.0011749,-0.2232395,-0.0290379,-0.010071,-0.0733501,-0.035584,-0.1404898,0.0726787
177,0.0823966,0.008896,-0.2150149,-0.0135958,-0.0095674,-0.056733,-0.0475013,-0.1381399,0.0763714
178,0.0828621,0.0167849,-0.2015869,-0.0025177,-0.0082246,-0.0075532,-0.0619364,-0.1398184,0.0800641
179,0.0833276,0.0243381,-0.1844663,0.0005035,-0.0048676,0.0602579,-0.0659648,-0.1421683,0.0844282
180,0.0837931,0.0293736,-0.1686885,-0.0109102,-0.0015106,0.0676432,-0.0642863,-0.1451896,0.0889601
181,0.0842586,0.0330663,-0.1505608,-0.0404517,-0.0005035,0.0085603,-0.0681468,-0.1440146,0.0911421
182,0.0847241,0.0360876,-0.1263905,-0.0820783,-0.0028534,-0.0518654,-0.0803998,-0.1351186,0.0911421
183,0.0851897,0.0411231,-0.1012131,-0.1223621,-0.0041962,-0.0908064,-0.093492,-0.1225299,0.0884565
184,0.0856552,0.04448,-0.0800641,-0.1488823,-0.0041962,-0.1441825,-0.0990311,-0.1109483,0.0840925
185,0.0861207,0.0461585,-0.0626078,-0.1562676,-0.0030213,-0.2091402,-0.0931563,-0.1018845,0.0819104
186,0.0865862,0.0491798,-0.0471656,-0.1421683,-0.002182,-0.244892,-0.079057,-0.0948348,0.0810712
187,0.0870517,0.0553902,-0.0288701,-0.1148089,-0.0023499,-0.2239109,-0.0663005,-0.0881209,0.0817426
188,0.0875172,0.0585794,-0.008896,-0.0928206,-0.0038605,-0.1431754,-0.0597543,-0.0793927,0.0837568
189,0.0879828,0.0570687,0.0104067,-0.0803998,-0.005539,-0.0468299,-0.0626078,-0.0706645,0.0830854
190,0.0884483,0.0542153,0.0293736,-0.0728466,-0.0031891,0.0104067,-0.0733501,-0.0659648,0.0800641
191,0.0889138,0.0522011,0.0495155,-0.0708324,0.0005035,0.0320592,-0.0820783,-0.0663005,0.0760357
192,0.0893793,0.0522011,0.0656291,-0.0783856,0.0035248,0.0461585,-0.0800641,-0.0686503,0.0726787
193,0.0898448,0.0522011,0.0788891,-0.0877852,0.0048676,0.0454871,-0.0703288,-0.0693217,0.068986
194,0.0903103,0.0525368,0.0911421,-0.0931563,0.0045319,0.0179599,-0.0585794,-0.0656291,0.0664683
195,0.0907759,0.0562295,0.1028916,-0.1018845,0.002182,-0.0229953,-0.0518654,-0.0585794,0.0663005
196,0.0912414,0.0589151,0.1117876,-0.1203479,0.0001678,-0.047837,-0.0552224,-0.051194,0.0663005
197,0.0917069,0.0582437,0.1190051,-0.1344472,0.0005035,-0.0417945,-0.0669718,-0.0461585,0.0663005
198,0.0921724,0.0555581,0.1233692,-0.1272297,0.0018463,-0.0149386,-0.0746929,-0.0461585,0.0669718
199,0.0926379,0.0508583,0.124712,-0.1013809,0.0011749,0.0149386,-0.064622,-0.0498512,0.0686503
200,0.0931034,0.0461585,0.1257191,-0.0743572,-0.0008392,0.0535439,-0.0417945,-0.0525368,0.0710002
201,0.093569,0.0421302,0.1277333,-0.0605936,-0.0041962,0.0998703,-0.0276951,-0.0535439,0.0710002
202,0.0940345,0.040116,0.1294118,-0.0535439,-0.0077211,0.1126268,-0.0283665,-0.0558938,0.0656291
203,0.0945,0.040116,0.1334401,-0.0451514,-0.0082246,0.0763714,-0.0364233,-0.0605936,0.057908
204,0.0949655,0.0411231,0.1404898,-0.0352483,-0.005539,0.0287022,-0.04448,-0.064622,0.0528725
205,0.095431,0.0419623,0.1478752,-0.030045,-0.0020142,0.0109102,-0.051194,-0.0659648,0.0505226
206,0.0958966,0.0431373,0.1535821,-0.023331,-0.0001678,0.0273594,-0.0500191,-0.0649577,0.0473335
207,0.0963621,0.0454871,0.1582818,-0.0209812,-0.0003357,0.0569009,-0.0381018,-0.0679789,0.0426337
208,0.0968276,0.0491798,0.1586175,-0.0276951,-0.0018463,0.0642863,-0.0229953,-0.0763714,0.0374304
209,0.0972931,0.0540475,0.1542535,-0.0313878,-0.002182,0.0273594,-0.0115816,-0.0867781,0.0345769
210,0.0977586,0.0602579,0.1522393,-0.0223239,-0.002182,-0.0276951,-0.0005035,-0.0955062,0.0340734
211,0.0982241,0.0673075,0.1576104,-0.0041962,-0.0015106,-0.0693217,0.0119173,-0.1032273,0.0347448
212,0.0986897,0.0713359,0.1660029,0.0184634,-0.0001678,-0.0849317,0.0172885,-0.1109483,0.036759
213,0.0991552,0.0716716,0.170367,0.0384375,0.0015106,-0.0864424,0.0132601,-0.1166552,0.0374304
214,0.0996207,0.0740215,0.1710384,0.0505226,0.0028534,-0.0720073,0.0052033,-0.1206836,0.0381018
215,0.1000862,0.0750286,0.170367,0.0555581,0.0038605,-0.0421302,-0.0001678,-0.1253834,0.0384375
216,0.1005517,0.0757,0.1723812,0.0520333,0.0052033,-0.0129244,-0.0023499,-0.1277333,0.0384375
217,0.1010172,0.0800641,0.1784237,0.0340734,0.0052033,-0.0068818,-0.005539,-0.1285725,0.0384375
218,0.1014828,0.0877852,0.1831235,0.0052033,0.0035248,-0.0431373,-0.0085603,-0.1307546,0.0370947
219,0.1019483,0.0944991,0.1834592,-0.0229953,0.0011749,-0.0887922,-0.008896,-0.1326009,0.0357519
220,0.1024138,0.0971847,0.1819486,-0.0417945,-0.0001678,-0.0908064,-0.0077211,-0.1326009,0.0352483
221,0.1028793,0.0978561,0.1809415,-0.0498512,0.0005035,-0.0352483,-0.0082246,-0.1310903,0.0340734
222,0.1033448,0.0965133,0.1811093,-0.0518654,0.0011749,0.0374304,-0.0095674,-0.1294118,0.0320592
223,0.1038103,0.0948348,0.1811093,-0.051194,0.0005035,0.0710002,-0.0137636,-0.1277333,0.0317235
224,0.1042759,0.0911421,0.1804379,-0.0495155,-0.0001678,0.0599222,-0.018967,-0.121355,0.0354162
225,0.1047414,0.0864424,0.1797665,-0.0459907,-0.0011749,0.033402,-0.0196384,-0.1116197,0.0407874
226,0.1052069,0.0822461,0.1770809,-0.043473,-0.002182,0.0139315,-0.0137636,-0.100206,0.0441444
227,0.1056724,0.0770428,0.1730526,-0.0424659,-0.0028534,0.0092317,-0.005539,-0.090135,0.0436408
228,0.1061379,0.0703288,0.1649958,-0.0407874,-0.0025177,-0.0068818,0.0008392,-0.0787213,0.0360876
229,0.1066034,0.0641184,0.1576104,-0.0381018,-0.0015106,-0.0471656,0.0031891,-0.0649577,0.0298772
230,0.107069,0.061265,0.1554284,-0.0345769,-0.0030213,-0.0861067,0.0058747,-0.0505226,0.0347448
231,0.1075345,0.0575723,0.1552605,-0.0337377,-0.0043641,-0.103563,0.0117494,-0.0417945,0.0488441
