,Time,Rectus Femoris right,Rectus Femoris left,Hamstrings right,Hamstrings left,TibilaisÂ Anterior right,TibilaisÂ Anterior left,Gastrocnemius right,Gastrocnemius left
680,0.3165517,0.1149767,-0.0082246,-0.0370947,-0.0048676,-0.1807736,0.002182,0.0664683,-0.0317235
681,0.3170172,0.0985275,-0.0075532,-0.0424659,-0.0048676,-0.1676814,0.0001678,0.0715038,-0.0347448
682,0.3174828,0.0797284,-0.0085603,-0.0464942,-0.005539,-0.1508965,-0.0038605,0.0787213,-0.0344091
683,0.3179483,0.0703288,-0.0095674,-0.0454871,-0.0050355,-0.1364614,-0.0065461,0.0783856,-0.0323949
684,0.3184138,0.0731823,-0.0095674,-0.0394446,-0.005539,-0.1270619,-0.0092317,0.0656291,-0.0320592
685,0.3188793,0.0770428,-0.0085603,-0.0337377,-0.0058747,-0.117998,-0.0125887,0.0454871,-0.0337377
686,0.3193448,0.0673075,-0.0072175,-0.0323949,-0.0038605,-0.1049058,-0.0152743,0.0280308,-0.0354162
687,0.3198103,0.0475013,-0.0068818,-0.0357519,-0.0015106,-0.0877852,-0.018967,0.0226596,-0.0359197
688,0.3202759,0.0332341,-0.0082246,-0.0387732,0.0028534,-0.072343,-0.0206455,0.0307164,-0.0340734
689,0.3207414,0.0253452,-0.0082246,-0.0404517,0.0058747,-0.061265,-0.0203098,0.0441444,-0.0317235
690,0.3212069,0.023331,-0.0072175,-0.0407874,0.0052033,-0.0538796,-0.0162814,0.0542153,-0.0302129
691,0.3216724,0.0209812,-0.0075532,-0.0426337,0.0025177,-0.0491798,-0.0112459,0.0555581,-0.030045
692,0.3221379,0.0104067,-0.0078889,-0.0461585,0.0001678,-0.0468299,-0.0090639,0.0466621,-0.0313878
693,0.3226034,0.0011749,-0.0099031,-0.0491798,-0.0001678,-0.0458228,-0.0078889,0.036759,-0.0327306
694,0.323069,0.0005035,-0.0105745,-0.0525368,0.0011749,-0.0453193,-0.0087282,0.0374304,-0.0332341
695,0.3235345,0.0025177,-0.0095674,-0.0565652,0.0018463,-0.0448157,-0.0152743,0.0448157,-0.0337377
696,0.324,0.0043641,-0.0078889,-0.057908,0.0025177,-0.0473335,-0.0243381,0.043473,-0.0344091
697,0.3244655,0.0041962,-0.0065461,-0.0555581,0.0045319,-0.0659648,-0.0285344,0.0365911,-0.0357519
698,0.324931,0.0078889,-0.0053712,-0.0535439,0.0075532,-0.0938277,-0.0253452,0.030045,-0.0364233
699,0.3253966,0.023331,-0.0048676,-0.0525368,0.0085603,-0.110277,-0.01561,0.0194705,-0.0357519
700,0.3258621,0.0454871,-0.005539,-0.0491798,0.0065461,-0.1116197,-0.0068818,0.002182,-0.0337377
701,0.3263276,0.0619364,-0.0058747,-0.0446479,0.0025177,-0.110277,-0.0015106,-0.0087282,-0.0303807
702,0.3267931,0.068986,-0.0062104,-0.0411231,-0.0035248,-0.1089342,0.0058747,-0.0008392,-0.0256809
703,0.3272586,0.068986,-0.0062104,-0.0391089,-0.0105745,-0.1062486,0.01561,0.0208133,-0.0209812
704,0.3277241,0.0736858,-0.0063783,-0.0370947,-0.0203098,-0.1075914,0.0223239,0.0481727,-0.0191348
705,0.3281897,0.0871138,-0.0058747,-0.0350805,-0.0317235,-0.112459,0.0219883,0.0783856,-0.0193027
706,0.3286552,0.0924849,-0.0062104,-0.0350805,-0.0399481,-0.1143053,0.0119173,0.1099413,-0.0216526
707,0.3291207,0.0807355,-0.0065461,-0.0370947,-0.0394446,-0.1089342,0.0025177,0.1367971,-0.0246738
708,0.3295862,0.0548867,-0.005539,-0.0396124,-0.0310521,-0.1022202,-0.0025177,0.1478752,-0.0283665
709,0.3300517,0.0303807,-0.0035248,-0.0411231,-0.0209812,-0.0963455,-0.0035248,0.1473716,-0.0313878
710,0.3305172,0.0172885,-0.0028534,-0.0419623,-0.012253,-0.0887922,0.0003357,0.1421683,-0.0327306
711,0.3309828,0.0157778,-0.0041962,-0.0417945,-0.0072175,-0.0746929,0.0052033,0.1273976,-0.0317235
712,0.3314483,0.0169528,-0.0062104,-0.0394446,-0.0082246,-0.0506905,0.0058747,0.1008774,-0.0297093
713,0.3319138,0.0171206,-0.0078889,-0.0357519,-0.0105745,-0.0260166,0.0018463,0.0602579,-0.0297093
714,0.3323793,0.0219883,-0.008896,-0.033402,-0.012253,-0.0139315,-0.0011749,0.0125887,-0.0297093
715,0.3328448,0.0381018,-0.0097353,-0.0327306,-0.0140993,-0.01561,-0.0041962,-0.0256809,-0.0287022
716,0.3333103,0.0575723,-0.0099031,-0.0317235,-0.0125887,-0.0182956,-0.0072175,-0.0417945,-0.0263523
717,0.3337759,0.066804,-0.0095674,-0.0313878,-0.0065461,-0.0139315,-0.0072175,-0.0350805,-0.0243381
718,0.3342414,0.0607614,-0.0073854,-0.0325628,-0.0001678,-0.005539,-0.0035248,-0.0139315,-0.0223239
719,0.3347069,0.0464942,-0.0046998,-0.033402,0.0031891,0.0005035,-0.0035248,0.0023499,-0.0223239
720,0.3351724,0.0287022,-0.0025177,-0.0320592,0.0023499,0.0036927,-0.0124208,0.0025177,-0.0229953
721,0.3356379,0.0075532,-0.0031891,-0.0345769,-0.0031891,0.0011749,-0.0246738,-0.0078889,-0.0256809
722,0.3361034,-0.0135958,-0.0057069,-0.0397803,-0.0119173,-0.0008392,-0.0337377,-0.0186313,-0.0270237
723,0.336569,-0.0276951,-0.0078889,-0.0458228,-0.018967,0.0038605,-0.0381018,-0.0206455,-0.0258488
724,0.3370345,-0.0287022,-0.0082246,-0.0495155,-0.0193027,0.0132601,-0.0384375,-0.0213169,-0.0229953
725,0.3375,-0.018967,-0.0063783,-0.0501869,-0.0109102,0.0213169,-0.0352483,-0.0270237,-0.0226596
726,0.3379655,-0.0115816,-0.0041962,-0.0481727,0.0052033,0.0265202,-0.0337377,-0.033402,-0.0238346
727,0.338431,-0.0112459,-0.0028534,-0.043473,0.0251774,0.0347448,-0.0360876,-0.0411231,-0.023331
728,0.3388966,-0.0169528,-0.0028534,-0.0384375,0.04448,0.0471656,-0.0404517,-0.0485084,-0.0216526
729,0.3393621,-0.024506,-0.0025177,-0.0347448,0.0569009,0.0538796,-0.0441444,-0.0498512,-0.0196384
730,0.3398276,-0.0350805,-0.0028534,-0.0330663,0.0629435,0.0498512,-0.0399481,-0.047837,-0.0186313
731,0.3402931,-0.0498512,-0.0041962,-0.0325628,0.061265,0.0421302,-0.0283665,-0.0501869,-0.0186313
732,0.3407586,-0.061265,-0.0062104,-0.0307164,0.0518654,0.0374304,-0.0182956,-0.0516976,-0.0196384
733,0.3412241,-0.054551,-0.0075532,-0.0270237,0.0404517,0.036759,-0.0172885,-0.0451514,-0.0206455
734,0.3416897,-0.0337377,-0.0068818,-0.0219883,0.0350805,0.0369268,-0.018967,-0.0344091,-0.0209812
735,0.3421552,-0.0109102,-0.0065461,-0.0169528,0.0344091,0.0381018,-0.0216526,-0.0216526,-0.0216526
736,0.3426207,0.008896,-0.0058747,-0.0102388,0.0313878,0.0394446,-0.0276951,-0.012253,-0.0243381
737,0.3430862,0.0288701,-0.0068818,-0.0028534,0.0206455,0.0381018,-0.0330663,-0.008896,-0.0250095
738,0.3435517,0.0464942,-0.0075532,0.0041962,0.0092317,0.0337377,-0.0313878,-0.005539,-0.0240024
739,0.3440172,0.0562295,-0.008896,0.0099031,0.0038605,0.0297093,-0.0283665,-0.0003357,-0.0236667
740,0.3444828,0.0594186,-0.0082246,0.0139315,0.0025177,0.0293736,-0.03122,0.0052033,-0.0246738
741,0.3449483,0.0575723,-0.0063783,0.0157778,-0.0016785,0.033402,-0.0404517,0.0058747,-0.0270237
742,0.3454138,0.0542153,-0.005539,0.0146029,-0.017792,0.0381018,-0.0522011,-0.0018463,-0.0260166
743,0.3458793,0.0518654,-0.0060426,0.0137636,-0.0424659,0.0407874,-0.0552224,-0.0142672,-0.0216526
744,0.3463448,0.0473335,-0.0082246,0.0137636,-0.0669718,0.0411231,-0.0438087,-0.0250095,-0.0166171
745,0.3468103,0.0421302,-0.0102388,0.0142672,-0.0867781,0.0407874,-0.0251774,-0.0280308,-0.0162814
746,0.3472759,0.0359197,-0.0102388,0.0166171,-0.0961776,0.0394446,-0.0092317,-0.0216526,-0.018967
747,0.3477414,0.0260166,-0.008896,0.0172885,-0.0869459,0.0374304,-0.0005035,-0.0082246,-0.0223239
748,0.3482069,0.0169528,-0.0087282,0.0152743,-0.0659648,0.0360876,0.0025177,0.0115816,-0.0251774
749,0.3486724,0.0119173,-0.0082246,0.0142672,-0.0438087,0.0370947,0.0018463,0.0320592,-0.0260166
750,0.3491379,0.0058747,-0.0082246,0.0159457,-0.0283665,0.0454871,-0.0062104,0.0421302,-0.0270237
751,0.3496034,-0.0062104,-0.0083925,0.0172885,-0.0203098,0.0594186,-0.0253452,0.0354162,-0.0287022
752,0.350069,-0.0260166,-0.0082246,0.017792,-0.0193027,0.0721752,-0.0464942,0.0184634,-0.0297093
753,0.3505345,-0.0493477,-0.0065461,0.0166171,-0.0204776,0.0772107,-0.0575723,0.0058747,-0.0323949
754,0.351,-0.0605936,-0.0052033,0.0146029,-0.021149,0.0798962,-0.0548867,0.0005035,-0.0347448
755,0.3514655,-0.051194,-0.005539,0.0125887,-0.0216526,0.0856031,-0.0424659,0.002182,-0.0330663
756,0.351931,-0.0340734,-0.0065461,0.0105745,-0.0213169,0.0923171,-0.0236667,0.0041962,-0.0290379
757,0.3523966,-0.0246738,-0.0075532,0.0092317,-0.0223239,0.0971847,0.0008392,-0.0015106,-0.0234989
758,0.3528621,-0.0216526,-0.0072175,0.0082246,-0.023331,0.0961776,0.0146029,-0.0154421,-0.0203098
759,0.3533276,-0.0151064,-0.0090639,0.0082246,-0.0236667,0.090135,0.0102388,-0.0250095,-0.0209812
760,0.3537931,-0.002182,-0.0119173,0.0085603,-0.0223239,0.0827497,-0.0015106,-0.0213169,-0.0236667
761,0.3542586,0.0075532,-0.0162814,0.0104067,-0.0186313,0.0763714,-0.0085603,-0.012253,-0.0270237
762,0.3547241,0.0102388,-0.0216526,0.011078,-0.0171206,0.0716716,-0.0082246,-0.0075532,-0.0297093
763,0.3551897,0.0119173,-0.0263523,0.0105745,-0.0209812,0.0649577,-0.0048676,-0.012253,-0.03122
764,0.3556552,0.0191348,-0.0270237,0.0102388,-0.0273594,0.0558938,-0.0082246,-0.0139315,-0.0320592
765,0.3561207,0.0287022,-0.0263523,0.0102388,-0.0310521,0.0454871,-0.0193027,-0.0018463,-0.0330663
766,0.3565862,0.0347448,-0.0256809,0.0105745,-0.030045,0.0360876,-0.0290379,0.0112459,-0.0337377
767,0.3570517,0.0360876,-0.0253452,0.011078,-0.0250095,0.0303807,-0.0290379,0.0075532,-0.0340734
768,0.3575172,0.0354162,-0.0231632,0.0109102,-0.0162814,0.0293736,-0.0216526,-0.014435,-0.0337377
769,0.3579828,0.0347448,-0.018967,0.0078889,-0.0048676,0.0280308,-0.0152743,-0.0438087,-0.0313878
770,0.3584483,0.0352483,-0.0162814,0.0038605,0.0072175,0.0231632,-0.0149386,-0.0706645,-0.0287022
771,0.3589138,0.0350805,-0.0152743,0.0005035,0.0196384,0.0209812,-0.0162814,-0.0861067,-0.0265202
772,0.3593793,0.0340734,-0.0146029,-0.0015106,0.0265202,0.0240024,-0.0182956,-0.082414,-0.0258488
773,0.3598448,0.03122,-0.0135958,-0.0015106,0.0219883,0.0293736,-0.0243381,-0.0656291,-0.0263523
774,0.3603103,0.0256809,-0.0119173,-0.0028534,0.0092317,0.0347448,-0.0323949,-0.0485084,-0.0270237
775,0.3607759,0.0186313,-0.008896,-0.0075532,-0.0031891,0.0387732,-0.0417945,-0.0344091,-0.0280308
776,0.3612414,0.0132601,-0.0068818,-0.012253,-0.008896,0.0387732,-0.0459907,-0.0234989,-0.0293736
777,0.3617069,0.0085603,-0.0057069,-0.0149386,-0.0112459,0.0345769,-0.043473,-0.0186313,-0.0310521
778,0.3621724,-0.0011749,-0.005539,-0.0162814,-0.0152743,0.0287022,-0.0357519,-0.0142672,-0.0323949
779,0.3626379,-0.0095674,-0.0062104,-0.0176242,-0.0176242,0.0226596,-0.0283665,-0.0099031,-0.0323949
780,0.3631034,-0.0112459,-0.0060426,-0.0176242,-0.0135958,0.0196384,-0.024506,-0.0015106,-0.0323949
781,0.363569,-0.0085603,-0.0050355,-0.018967,-0.0068818,0.0179599,-0.018967,0.0119173,-0.0317235
782,0.3640345,-0.0018463,-0.0041962,-0.021149,-0.002182,0.0157778,-0.0119173,0.0256809,-0.0317235
783,0.3645,0.0105745,-0.0048676,-0.0223239,-0.0030213,0.012253,-0.0092317,0.0374304,-0.0327306
784,0.3649655,0.0223239,-0.005539,-0.0229953,-0.0048676,0.0057069,-0.0115816,0.0406195,-0.0323949
785,0.365431,0.0285344,-0.0057069,-0.0226596,-0.0048676,-0.0041962,-0.0172885,0.0347448,-0.0285344
786,0.3658966,0.0307164,-0.0048676,-0.0223239,-0.0041962,-0.0139315,-0.0236667,0.0281987,-0.0253452
787,0.3663621,0.03122,-0.0035248,-0.0240024,-0.0041962,-0.0176242,-0.0325628,0.0260166,-0.024506
788,0.3668276,0.0327306,-0.0028534,-0.0251774,-0.0058747,-0.0182956,-0.0438087,0.0238346,-0.0260166
789,0.3672931,0.0339055,-0.0038605,-0.0246738,-0.0075532,-0.0213169,-0.0542153,0.0149386,-0.026688
790,0.3677586,0.0347448,-0.0045319,-0.0260166,-0.0082246,-0.0283665,-0.057908,0.0025177,-0.0253452
791,0.3682241,0.0360876,-0.0048676,-0.0287022,-0.0083925,-0.0357519,-0.0548867,-0.0057069,-0.0236667
792,0.3686897,0.0364233,-0.0048676,-0.0303807,-0.0090639,-0.0411231,-0.0468299,-0.0043641,-0.0229953
793,0.3691552,0.0374304,-0.0041962,-0.0317235,-0.0102388,-0.0446479,-0.0370947,0.0001678,-0.0250095
794,0.3696207,0.0414588,-0.0018463,-0.0330663,-0.0129244,-0.0485084,-0.0229953,-0.0001678,-0.0276951
795,0.3700862,0.0421302,-0.0001678,-0.033402,-0.0142672,-0.0525368,-0.0075532,-0.0117494,-0.0310521
796,0.3705517,0.0394446,-0.0003357,-0.0317235,-0.0135958,-0.0565652,-0.0018463,-0.0303807,-0.0337377
797,0.3710172,0.0360876,0.0010071,-0.0303807,-0.0119173,-0.06009,-0.0068818,-0.0471656,-0.0360876
798,0.3714828,0.0340734,0.0018463,-0.0297093,-0.0117494,-0.0642863,-0.0115816,-0.0562295,-0.036759
799,0.3719483,0.0293736,0.0008392,-0.0283665,-0.0129244,-0.0663005,-0.0119173,-0.0542153,-0.0354162
800,0.3724138,0.0224918,-0.0003357,-0.0271916,-0.0135958,-0.0666361,-0.0152743,-0.0407874,-0.0323949
801,0.3728793,0.0164492,-0.0011749,-0.0265202,-0.0146029,-0.0652934,-0.0229953,-0.0149386,-0.030045
802,0.3733448,0.0142672,-0.0011749,-0.0273594,-0.0179599,-0.0652934,-0.026688,0.0159457,-0.0273594
803,0.3738103,0.0167849,-0.0016785,-0.0283665,-0.0199741,-0.0659648,-0.0229953,0.0387732,-0.0231632
804,0.3742759,0.0179599,-0.0031891,-0.0273594,-0.0182956,-0.0663005,-0.0196384,0.0451514,-0.0191348
805,0.3747414,0.0171206,-0.0038605,-0.027863,-0.0182956,-0.0656291,-0.01561,0.0354162,-0.0169528
806,0.3752069,0.0171206,-0.0045319,-0.0293736,-0.0216526,-0.0686503,-0.002182,0.0193027,-0.0152743
807,0.3756724,0.0219883,-0.0058747,-0.0307164,-0.0258488,-0.0743572,0.0216526,0.0083925,-0.01561
808,0.3761379,0.0293736,-0.0048676,-0.0318914,-0.0271916,-0.0730144,0.0377661,0.0099031,-0.0171206
809,0.3766034,0.0340734,-0.002182,-0.0323949,-0.0250095,-0.0580758,0.0273594,0.0209812,-0.0196384
810,0.377069,0.0360876,-0.0001678,-0.033402,-0.0229953,-0.0360876,-0.0008392,0.0292058,-0.0263523
811,0.3775345,0.0357519,-0.0015106,-0.0342412,-0.0216526,-0.0204776,-0.0218204,0.0323949,-0.0320592
812,0.378,0.0347448,-0.0015106,-0.0350805,-0.0223239,-0.0152743,-0.0273594,0.0323949,-0.0350805
813,0.3784655,0.0347448,0.0008392,-0.033402,-0.023331,-0.0129244,-0.0199741,0.0317235,-0.0337377
814,0.378931,0.0347448,0.0023499,-0.0317235,-0.023331,-0.0082246,-0.0095674,0.0253452,-0.03122
815,0.3793966,0.0318914,0.0025177,-0.0310521,-0.0243381,-0.0041962,-0.0011749,0.0129244,-0.030045
816,0.3798621,0.0276951,0.0025177,-0.0307164,-0.0260166,-0.0035248,0.0005035,0.0025177,-0.0292058
817,0.3803276,0.0206455,0.0023499,-0.0297093,-0.027863,-0.0058747,-0.0041962,0.0031891,-0.0263523
818,0.3807931,0.0146029,0.0028534,-0.0285344,-0.0287022,-0.0082246,-0.0041962,0.0125887,-0.0229953
819,0.3812586,0.0140993,0.0030213,-0.026688,-0.0297093,-0.0082246,0.0045319,0.0199741,-0.0223239
820,0.3817241,0.018967,0.0030213,-0.0256809,-0.0297093,-0.0085603,0.0159457,0.0135958,-0.023331
821,0.3821897,0.023331,0.002182,-0.0250095,-0.0297093,-0.0142672,0.0196384,-0.0045319,-0.0226596
822,0.3826552,0.0206455,0.0018463,-0.0236667,-0.0290379,-0.0219883,0.0077211,-0.0203098,-0.0240024
823,0.3831207,0.0146029,0.0025177,-0.0229953,-0.0283665,-0.0246738,-0.0119173,-0.0364233,-0.0297093
824,0.3835862,0.0102388,0.002182,-0.0236667,-0.0297093,-0.0216526,-0.0276951,-0.0540475,-0.0357519
825,0.3840517,0.0105745,0.0010071,-0.0263523,-0.0302129,-0.0139315,-0.0370947,-0.0589151,-0.0387732
826,0.3845172,0.01561,0.0008392,-0.027863,-0.0298772,-0.0072175,-0.0397803,-0.0431373,-0.0397803
827,0.3849828,0.0240024,-0.0005035,-0.0273594,-0.0303807,-0.0035248,-0.036759,-0.0176242,-0.040116
828,0.3854483,0.0270237,-0.0015106,-0.0261845,-0.0307164,-0.002182,-0.0310521,-0.0018463,-0.0377661
829,0.3859138,0.0219883,-0.0015106,-0.0260166,-0.0310521,-0.0062104,-0.0216526,-0.0025177,-0.0327306
830,0.3863793,0.0159457,-0.0015106,-0.0263523,-0.0303807,-0.0129244,-0.0109102,-0.0073854,-0.0283665
831,0.3868448,0.0115816,-0.0025177,-0.0285344,-0.0290379,-0.0196384,-0.0031891,-0.005539,-0.0271916
832,0.3873103,0.0109102,-0.0048676,-0.0298772,-0.0285344,-0.0293736,0.0025177,0.0025177,-0.0273594
833,0.3877759,0.0132601,-0.0075532,-0.0310521,-0.0276951,-0.0397803,0.0062104,0.0072175,-0.0276951
834,0.3882414,0.01561,-0.008896,-0.0310521,-0.0263523,-0.0459907,0.0005035,0.0065461,-0.0293736
835,0.3887069,0.0169528,-0.008896,-0.0290379,-0.0263523,-0.0454871,-0.0119173,0.0068818,-0.0315557
836,0.3891724,0.0157778,-0.008896,-0.0250095,-0.0258488,-0.0399481,-0.0223239,0.0035248,-0.0327306
837,0.3896379,0.0146029,-0.0095674,-0.0216526,-0.0253452,-0.0320592,-0.0290379,-0.0028534,-0.033402
838,0.3901034,0.0146029,-0.0102388,-0.018967,-0.0250095,-0.0243381,-0.0330663,-0.0010071,-0.0340734
839,0.390569,0.0171206,-0.0119173,-0.0193027,-0.0261845,-0.0176242,-0.0344091,0.0052033,-0.0339055
840,0.3910345,0.0213169,-0.012253,-0.0196384,-0.0280308,-0.0139315,-0.0350805,0.008896,-0.0330663
841,0.3915,0.0251774,-0.012253,-0.0196384,-0.0256809,-0.010071,-0.0330663,0.0072175,-0.0310521
842,0.3919655,0.0285344,-0.0125887,-0.0203098,-0.0243381,-0.0028534,-0.0307164,0.0023499,-0.0303807
843,0.392431,0.033402,-0.0139315,-0.0213169,-0.0263523,0.0041962,-0.0297093,-0.0031891,-0.0297093
844,0.3928966,0.040116,-0.0152743,-0.0229953,-0.0298772,0.0065461,-0.0290379,-0.0068818,-0.0297093
845,0.3933621,0.0441444,-0.0149386,-0.023331,-0.0332341,0.0060426,-0.0293736,-0.0082246,-0.0290379
846,0.3938276,0.0441444,-0.0129244,-0.0229953,-0.0323949,0.0048676,-0.0313878,-0.005539,-0.0287022
847,0.3942931,0.0417945,-0.0129244,-0.023331,-0.0263523,0.0063783,-0.0344091,0.0020142,-0.0283665
848,0.3947586,0.0374304,-0.0149386,-0.023331,-0.018967,0.008896,-0.0365911,0.0102388,-0.0287022
849,0.3952241,0.0337377,-0.01561,-0.0229953,-0.01561,0.0092317,-0.0357519,0.0092317,-0.0303807
850,0.3956897,0.0323949,-0.0149386,-0.0231632,-0.0152743,0.0082246,-0.0290379,0.0008392,-0.0318914
851,0.3961552,0.0307164,-0.0139315,-0.0250095,-0.0152743,0.0072175,-0.0253452,-0.0068818,-0.03122
852,0.3966207,0.0273594,-0.0132601,-0.0293736,-0.0159457,0.0072175,-0.0310521,-0.0073854,-0.0297093
853,0.3970862,0.0216526,-0.0130922,-0.0354162,-0.0149386,0.0058747,-0.0404517,-0.002182,-0.0297093
854,0.3975517,0.0179599,-0.0130922,-0.040116,-0.0115816,0.0030213,-0.0463264,0.0062104,-0.0310521
855,0.3980172,0.0157778,-0.0129244,-0.0428016,-0.0099031,0.0015106,-0.04448,0.0152743,-0.03122
856,0.3984828,0.0142672,-0.0129244,-0.0397803,-0.0135958,0.0031891,-0.0364233,0.0206455,-0.0307164
857,0.3989483,0.012253,-0.0125887,-0.0337377,-0.0186313,0.0070497,-0.0273594,0.0193027,-0.0290379
858,0.3994138,0.0085603,-0.0112459,-0.0290379,-0.0196384,0.0078889,-0.0231632,0.0119173,-0.0263523
859,0.3998793,0.0057069,-0.0099031,-0.0303807,-0.0204776,0.0085603,-0.0236667,0.0023499,-0.0240024
860,0.4003448,0.0052033,-0.0090639,-0.0357519,-0.0223239,0.0112459,-0.0229953,-0.0083925,-0.0226596
861,0.4008103,0.0105745,-0.008896,-0.0387732,-0.0216526,0.0162814,-0.0216526,-0.0159457,-0.0231632
862,0.4012759,0.0196384,-0.0092317,-0.0360876,-0.018967,0.0213169,-0.0224918,-0.0162814,-0.0243381
863,0.4017414,0.0253452,-0.0092317,-0.0313878,-0.0198062,0.0253452,-0.0256809,-0.0119173,-0.0253452
864,0.4022069,0.0270237,-0.0090639,-0.0317235,-0.0219883,0.0270237,-0.0313878,-0.011078,-0.0263523
865,0.4026724,0.0303807,-0.0095674,-0.0340734,-0.0209812,0.026688,-0.0404517,-0.0129244,-0.0287022
866,0.4031379,0.0347448,-0.0099031,-0.0323949,-0.0182956,0.0293736,-0.0468299,-0.0152743,-0.0303807
867,0.4036034,0.033402,-0.0109102,-0.0297093,-0.0151064,0.0323949,-0.0419623,-0.0196384,-0.030045
868,0.404069,0.0260166,-0.0109102,-0.0290379,-0.0149386,0.0297093,-0.0303807,-0.0224918,-0.027863
869,0.4045345,0.0196384,-0.0112459,-0.0313878,-0.0139315,0.0223239,-0.0223239,-0.0152743,-0.0273594
870,0.405,0.0159457,-0.012253,-0.0330663,-0.0117494,0.0135958,-0.0223239,0.0062104,-0.0298772
871,0.4054655,0.0130922,-0.0129244,-0.033402,-0.0115816,0.0031891,-0.0263523,0.0327306,-0.0323949
872,0.405931,0.0105745,-0.012253,-0.0298772,-0.0129244,-0.0065461,-0.0290379,0.0522011,-0.0317235
873,0.4063966,0.0085603,-0.0115816,-0.0260166,-0.012253,-0.0115816,-0.030045,0.0522011,-0.0297093
874,0.4068621,0.0008392,-0.0115816,-0.0216526,-0.0105745,-0.0142672,-0.0323949,0.017792,-0.0290379
875,0.4073276,-0.0146029,-0.0135958,-0.0193027,-0.0109102,-0.0169528,-0.0359197,-0.0350805,-0.0297093
876,0.4077931,-0.0285344,-0.01561,-0.0203098,-0.0109102,-0.0166171,-0.0391089,-0.0733501,-0.0297093
877,0.4082586,-0.0317235,-0.0151064,-0.0231632,-0.0102388,-0.0078889,-0.0391089,-0.0881209,-0.0297093
878,0.4087241,-0.0213169,-0.0139315,-0.0226596,-0.0099031,0.0072175,-0.0364233,-0.093492,-0.0285344
879,0.4091897,-0.0041962,-0.0139315,-0.0203098,-0.0095674,0.0196384,-0.0317235,-0.0958419,-0.0260166
880,0.4096552,0.0065461,-0.0149386,-0.0172885,-0.0105745,0.0226596,-0.0276951,-0.0918135,-0.0246738
881,0.4101207,0.008896,-0.0162814,-0.0159457,-0.0102388,0.0179599,-0.0216526,-0.0777142,-0.0240024
882,0.4105862,0.0025177,-0.0176242,-0.0166171,-0.0082246,0.0112459,-0.0139315,-0.0518654,-0.0243381
883,0.4110517,-0.0068818,-0.017792,-0.0162814,-0.0077211,0.0063783,-0.0097353,-0.0229953,-0.0250095
884,0.4115172,-0.0072175,-0.0176242,-0.0132601,-0.008896,0.0023499,-0.0130922,-0.0035248,-0.0250095
885,0.4119828,0.0031891,-0.0172885,-0.0099031,-0.0093996,-0.0058747,-0.0223239,0.0041962,-0.0246738
886,0.4124483,0.0157778,-0.0162814,-0.010071,-0.0085603,-0.0149386,-0.0327306,0.0109102,-0.0246738
887,0.4129138,0.0196384,-0.0139315,-0.012253,-0.0082246,-0.0229953,-0.0370947,0.0199741,-0.0253452
888,0.4133793,0.0129244,-0.0146029,-0.0132601,-0.0092317,-0.0276951,-0.0347448,0.0243381,-0.0276951
889,0.4138448,0.0046998,-0.01561,-0.0151064,-0.0095674,-0.0313878,-0.0287022,0.0223239,-0.0285344
890,0.4143103,0.005539,-0.0159457,-0.0171206,-0.0092317,-0.033402,-0.0256809,0.01561,-0.0270237
891,0.4147759,0.0125887,-0.01561,-0.0176242,-0.0102388,-0.0313878,-0.0260166,0.002182,-0.0260166
892,0.4152414,0.018967,-0.0149386,-0.0206455,-0.0109102,-0.0270237,-0.023331,-0.0132601,-0.0240024
893,0.4157069,0.0223239,-0.0139315,-0.0276951,-0.0102388,-0.0236667,-0.0166171,-0.0223239,-0.0236667
894,0.4161724,0.0236667,-0.0142672,-0.0344091,-0.0109102,-0.0216526,-0.0087282,-0.0229953,-0.0240024
895,0.4166379,0.026688,-0.0139315,-0.0357519,-0.012253,-0.0203098,-0.005539,-0.0216526,-0.0229953
896,0.4171034,0.030045,-0.0125887,-0.0323949,-0.0125887,-0.0193027,-0.0045319,-0.021149,-0.0223239
897,0.417569,0.0317235,-0.0125887,-0.0276951,-0.0129244,-0.0191348,-0.0025177,-0.0224918,-0.0229953
898,0.4180345,0.0327306,-0.012253,-0.0260166,-0.012253,-0.0204776,-0.0031891,-0.0179599,-0.0240024
899,0.4185,0.0347448,-0.012253,-0.0276951,-0.0112459,-0.0223239,-0.0109102,-0.0082246,-0.0243381
900,0.4189655,0.0381018,-0.0115816,-0.0297093,-0.0099031,-0.0229953,-0.0219883,-0.0001678,-0.0243381
901,0.419431,0.0414588,-0.0109102,-0.0317235,-0.0095674,-0.0199741,-0.0297093,0.0023499,-0.0250095
902,0.4198966,0.0424659,-0.0104067,-0.0357519,-0.0105745,-0.0119173,-0.0305486,0.0025177,-0.0260166
903,0.4203621,0.0414588,-0.0109102,-0.0394446,-0.011078,-0.0050355,-0.0292058,-0.0001678,-0.0270237
904,0.4208276,0.040116,-0.0109102,-0.0404517,-0.0109102,-0.0011749,-0.0251774,-0.008896,-0.0273594
905,0.4212931,0.0384375,-0.0102388,-0.0411231,-0.0105745,0.0005035,-0.0209812,-0.0198062,-0.0276951
906,0.4217586,0.0364233,-0.0102388,-0.0391089,-0.0095674,0.0018463,-0.0176242,-0.0209812,-0.0271916
907,0.4222241,0.0337377,-0.0105745,-0.0350805,-0.0068818,0.0031891,-0.0164492,-0.0065461,-0.0250095
