Time,Rectus Femoris right,Rectus Femoris left,Hamstrings right,Hamstrings left,TibilaisÂ Anterior right,TibilaisÂ Anterior left,Gastrocnemius left
0.0,0.0001356790597501166,0.0007257438889962429,-3.293958359817783e-05,-0.00022574169449812712,0.006466148925811474,-0.0008535130457772023,9.604330471676032e-05
0.0004655,0.00014649884855314998,0.0007541071409836576,1.8159473746327e-05,-0.00021054882836095073,0.006551199866212969,-0.0008278831482453151,0.0001237391747962387
0.000931,0.00015732615242056635,0.0007828503585835797,6.921242599282461e-05,-0.00019529628876541514,0.006635964077911129,-0.0008016752922666055,0.00015175787843080466
0.0013966,0.0001681595142215917,0.0008119734289563767,0.00012021237768595985,-0.00017998500134746404,0.006720425490326483,-0.0007748832720058246,0.0001801004630979127
0.0018621,0.00017899747373542358,0.0008414761695668985,0.0001711524423804935,-0.00016461589319837443,0.006804568053511049,-0.0007475008952270223,0.00020876795350906955
0.0023276,0.00018983856809503424,0.0008713583277670558,0.00022202574471958037,-0.0001491898925765301,0.00688837574365313,-0.0007195219847297545,0.0002377613513797832
0.0027931,0.00020068133223189675,0.0009016195803933498,0.0002728254225073221,-0.0001337079286228473,0.00697183256860448,-0.0006909403798077152,0.0002670816351972024
0.0032586,0.00021152429932128368,0.0009322595333794512,0.0003235446287743042,-0.00011817093108013778,0.007054922573426642,-0.0006617499377301577,0.000296729759985268
0.0037241,0.00022236600122780967,0.0009632777213839437,0.0003741765338348476,-0.00010257983001668019,0.007137629845953155,-0.000631944535246423,0.000326706657067209
0.0041897,0.00023320496895091057,0.0009946736074333503,0.0004247143273347259,-8.693555555425952e-05,0.007219938522364424,-0.0006015180701138427,0.0003570132338252271
0.0046552,0.00024403973306997455,0.0010264465825805767,0.0004751512202881279,-7.123903760092927e-05,0.007301832792772057,-0.0005704644626492553,0.00038765037345722165
0.0051207,0.00025486882418886066,0.0010585959655789112,0.0005254804471026666,-5.549120558874502e-05,0.007383296906809564,-0.0005387776573043395,0.0004186189347304136
0.0055862,0.00026569077337955843,0.0010911210025717217,0.0005756952675912693,-3.969298821671345e-05,0.007464315179226342,-0.0005064516242649243,0.0004499197517317337
0.0060517,0.0002765041126247608,0.0011240208667979942,0.0006257889689698043,-2.3845313199193485e-05,0.007544871995481918,-0.00047348036107437784,0.00048155363361484426
0.0065172,0.0002873073752591386,0.001157294658313845,0.0006757548678393243,-7.949107019975697e-06,0.007624951817337447,-0.00043985789428109605,0.0005135213643436703
0.0069828,0.00029809909640912414,0.0011909414037301407,0.0007255863121518319,7.994705307745178e-06,0.007704539188441474,-0.00040557828111003377,0.0005458237024323189
0.0074483,0.00030887781343103037,0.001224960055966352,0.0007752766831584913,2.3985200475302013e-05,0.007783618739906994,-0.00037063561115815356,0.0005784613806812713
0.0079138,0.0003196420663473458,0.0012593494940207708,0.000824819397339236,4.0021457106200644e-05,0.007862175195876836,-0.0003350240081136156,0.0006114351059097359
0.0083793,0.0003303903982810588,0.0012941085227572092,0.0008742079083127543,5.610255597729996e-05,0.007940193379074353,-0.0002987376314985034,0.0006447455586840555
0.0088448,0.00034112135588787207,0.001329235872708302,0.0009234357087258772,7.22275802333594e-05,0.00801765821633634,-0.00026177067843485694,0.0006783933930420739
0.0093103,0.00035183348978616976,0.0013647301998955153,0.0009724963321214519,8.83956155947994e-05,0.008094554744125078,-0.0002241173854337695,0.0007123792362133695
0.0097759,0.0003625253549846021,0.001400590085665969,0.0010213833547838584,0.0001046057505585354,0.008170868114016327,-0.00018577203020728972,0.0007467036883352714
0.0102414,0.00037319551130715064,0.0014368140365461572,0.001070090397561415,0.00012085707659176438,0.008246583598160074,-0.0001467289335028606,0.0007813673221645861
0.0107069,0.0003838425238155408,0.0014734004841126472,0.0011186111276650244,0.00013714868831859954,0.008321686594710808,-0.00010698246096001698,0.00081637068278497
0.0111724,0.0003944649632288676,0.0015103477848798336,0.0011669392604424988,0.00015347968369946094,0.008396162633224034,-6.652702498905424e-05,0.000851714287309902
0.0116379,0.00040506140634030663,0.0015476542202048046,0.0012150685611280933,0.00016984916420313746,0.008469997380015698,-2.5357086671372297e-05,0.000887398624581216
0.0121034,0.0004156304364307847,0.0015853179962093782,0.001262992846566823,0.00018625623497144076,0.008543176643481157,1.653284231880985e-05,0.0009234241548631717
0.012569,0.0004261706436794852,0.0016233372437193647,0.001310705986913184,0.00020270000497637556,0.008615686379370295,5.914819777168604e-05,0.0009597913095320482
0.0130345,0.0004366806255710654,0.0016617100182211113,0.0013582019073039167,0.000219179587169756,0.008687512696015328,0.00010249436097837165,0.0009965004907612513
0.0135,0.00044715898729946155,0.0017004342998353866,0.0014054745895044768,0.00023569409862520292,0.00875864185950785,0.00014657665674703584,0.0010335520712019357
0.0139655,0.00045760434216816226,0.0017395079933086829,0.0014525180735289096,0.00025224266067246136,0.008829060298821578,0.00019140035139902245,0.0010709463936591456
0.014431,0.00046801531198682766,0.0017789289280220107,0.001499326459232873,0.0002688243990239809,0.008898754610877267,0.00023697065074534292,0.0011086837707634859
0.0148966,0.00047839052746413664,0.0018186948580172742,0.0015458939078796055,0.0002854384438937034,0.008967711565546215,0.00028329269804394126,0.0011467644846383392
0.0153621,0.0004887286285967448,0.0018588034620413193,0.0015922146436787078,0.00030208393010800757,0.00903591811058883,0.0003303715719381459,0.0011851887865626464
0.0158276,0.0004990282650542412,0.0018992523436077453,0.0016382829552976487,0.0003187599972087598,0.009103361376524679,0.00037821228437673224,0.001223956896629261
