Time,Rectus Femoris right,Rectus Femoris left,Hamstrings right,Hamstrings left,TibilaisÂ Anterior right,Gastrocnemius right,Gastrocnemius left
0.0,0.01825626307228729,0.006051207677956378,0.030266076264650665,0.0006491731777382456,0.01056733483696414,0.0021755181107035145,0.0018762575070391276
0.0004655,0.018327819237290037,0.006194545016159954,0.030526508060675993,0.0006691204325890112,0.010928274077241215,0.005072256000471973,0.0018939526038688128
0.000931,0.018399055081096106,0.006337839673506844,0.030787433789158606,0.0006890421893835977,0.011288593792473212,0.007965770381586633,0.0019117078324096216
0.0013966,0.01846995611984862,0.00648107360895039,0.03104881012183881,0.0007089354639391226,0.011648237891281126,0.010855616981828927,0.0019295212966995207
0.0018621,0.018540507907400177,0.006624228817014488,0.03131059337315962,0.0007287972745823197,0.012007150316368342,0.013741351177382812,0.0019473910872727645
0.0023276,0.01861069604075256,0.006767287333872638,0.03157273951131136,0.0007486246431099691,0.012365275061476126,0.016622528118146206,0.0019653152816803336
0.0027931,0.01868050616552061,0.006910231243404816,0.03183520416948974,0.0007684145957506771,0.012722556188359761,0.019498702853207456,0.00198329194501568
0.0032586,0.01874992398141697,0.0070530426832268525,0.03209794265736412,0.000788164164127449,0.013078937843776535,0.02236943045641905,0.0020013191304454944
0.0037241,0.01881893524775451,0.007195703850687252,0.03236090997275241,0.0008078703862204979,0.013434364276476955,0.025234266152001916,0.0020193948797451963
0.0041897,0.018887525788963258,0.007338197008826684,0.032624060813499035,0.0008275303073297315,0.013788779854190561,0.028092765440115134,0.002037517223838853
0.0046552,0.018955681500118775,0.007480504492295575,0.032887349589551994,0.0008471409810363618,0.014142129080597806,0.030944484222327887,0.002055684183343219
0.0051207,0.01902338835247901,0.007622608713225454,0.033150730435234754,0.0008666994701630844,0.014494356612279359,0.033788978926932715,0.002073893769115583
0.0055862,0.019090632399026558,0.007764492167049839,0.0334141572217087,0.0008862028477322777,0.014845407275634206,0.03662580663404204,0.002092143982805095
0.0060517,0.0191573997800133,0.007906137438270544,0.03367758356962139,0.0009056481979216746,0.01519522608375777,0.03945452520041244,0.002110432817407247
0.0065172,0.01922367672850444,0.008047527206165379,0.03394096286193582,0.0009250326170169668,0.015543758253271311,0.04227469338394433,0.002128758257821176
0.0069828,0.01928944957591885,0.008188644250433271,0.0342042482569355,0.0009443532143608107,0.01589094922109371,0.045085870967807355,0.0021471182814094417
0.0074483,0.019354704757562617,0.008329471456772953,0.034467392701400076,0.0009636071132977119,0.016236744661146683,0.047887618884145014,0.0021655108585599387
0.0079138,0.019419428818152562,0.008469991822391392,0.03473034894394574,0.0009827914521142796,0.016581090500984413,0.050679499337314714,0.0021839339532495746
0.0083793,0.019483608417326496,0.008610188461438236,0.034993069548524644,0.001001903384974344,0.01692393293833862,0.053461075926622116,0.002202385523609349
0.0088448,0.019547230335136816,0.008750044610362502,0.03525550690807702,0.0010209400828484398,0.017265218457570175,0.05623191376851139,0.0022208635224904524
0.0093103,0.019610281477523982,0.008889543633187889,0.03551761325832962,0.0010398987344371628,0.017604893846018453,0.05899157961817525,0.0022393658980310147
0.0097759,0.01967274888176628,0.009028669026703134,0.03577934069173361,0.001058776547087915,0.01794290621023993,0.06173964199055109,0.0022578905942231145
0.0102414,0.019734619721902238,0.00916740442556398,0.0360406411715351,0.001077570747704562,0.01827920299212762,0.06447567128067154,0.0022764355514796873
0.0107069,0.019795881314121973,0.009305733607303595,0.036301466545970884,0.0010962785836495308,0.018613731984903258,0.0671992398833397,0.002294998707200978
0.0111724,0.019856521122123588,0.009443640497248603,0.03656176856258207,0.0011148973236378863,0.018946441348974247,0.06990992231210114,0.0023135779963402037
0.0116379,0.019916526762430897,0.009581109173338221,0.036821498882637985,0.0011334242586229237,0.01927727962764783,0.07260729531748628,0.0023321713519680984
0.0121034,0.01997588600966851,0.009718123870844284,0.03708060909566277,0.0011518567026728144,0.01960619576269512,0.07529093800449825,0.002350776705836028
0.012569,0.020034586801790398,0.009854668986990322,0.03733905073405704,0.0011701919938378468,0.019933139109758007,0.07796043194932256,0.002369391988937364
0.0130345,0.020092617245257877,0.009990729085468122,0.03759677528780705,0.0011884274950078038,0.020258059453592357,0.08061536131523567,0.0023880151320668144
0.0135,0.020149965620162923,0.010126288900850614,0.037853734219273995,0.00120656059475902,0.020580907023141057,0.08325531296769109,0.002406644066377427
0.0139655,0.02020662038529248,0.010261333342900187,0.03810987897805636,0.0012245887081906658,0.02090163250643078,0.08587987658856189,0.002425276723934986
0.014431,0.0202625701831294,0.010395847500771965,0.038365161015918074,0.001242509277749801,0.021220187065286254,0.08848864478951883,0.0024439110382695186
0.0148966,0.02031780384478549,0.010529816647111634,0.038619531801775624,0.0012603197740447569,0.021536522349855987,0.09108121322452369,0.0024625449449236394
0.0153621,0.020372310394862047,0.01066322624204758,0.03887294283673715,0.001278017696646403,0.02185059051294305,0.09365718070141713,0.002481176381997448
0.0158276,0.02042607905623329,0.010796061937077106,0.03912534566918681,0.0012956005748768664,0.022162344224134628,0.09621614929258017,0.002499803290689727
0.0162931,0.02047909925474791,0.010928309578846461,0.03937669190990752,0.0013130659685852686,0.022471736683723795,0.09875772444464757,0.002518423615835202
0.0167586,0.020531360623844107,0.011059955212824399,0.03962693324723547,0.0013304114689100465,0.02277872163641684,0.10128151508725115,0.0025370353064376482
0.0172241,0.02058285300907339,0.01119098508686891,0.039876021462239494,0.0013476346990274127,0.02308325338481974,0.10378713374077034,0.002555636316198673
0.0176897,0.020633566472528567,0.01132138565468683,0.04012390844391865,0.0013647333148855173,0.023385286802697317,0.10627419662306731,0.0025742246040420117
0.0181552,0.02068349129717129,0.011451143579185943,0.040370546204410995,0.001381705005923864,0.023684777347999092,0.10874232375518318,0.00259279813463319
0.0186207,0.02073261799105476,0.011580245735719329,0.040615886894206414,0.0013985474957775364,0.023981681075646445,0.11119113906597172,0.0026113548788944075
0.0190862,0.020780937291437297,0.011708679215221717,0.0408598828173561,0.0014152585429657875,0.02427595465007614,0.11362027049564626,0.002629892814514483
0.0195517,0.02082844016878273,0.011836431327237596,0.041102486446670895,0.0014318359415645473,0.024567555357535912,0.11602935009821558,0.0026484099264537015
0.0200172,0.020875117830643865,0.01196348960284085,0.04134365043890048,0.0014482775218623862,0.02485644111812827,0.11841801414278365,0.0026669042074433874
0.0204828,0.020920961725425565,0.012089841797445582,0.0415833276498849,0.0014645811509994822,0.02514257049759883,0.12078590321368739,0.0026853736584800197
0.0209483,0.02096596354602445,0.012215475893507776,0.04182147114966971,0.0014807447335891265,0.025425902718865495,0.12313266230944628,0.00270381628931369
0.0214138,0.021010115233342518,0.012340380103117363,0.042058034237575835,0.0014967662123213173,0.025706397673284982,0.12545794094049637,0.0027222301189307064
0.0218793,0.021053408979672495,0.012464542870480346,0.04229297045721485,0.0015126435685479834,0.02598401593165295,0.12776139322568092,0.0027406131760301182
0.0223448,0.021095837231952866,0.012587952874290619,0.04252623361144061,0.0015283748228494083,0.026258718754934306,0.13004267798746896,0.0027589634994939394
0.0228103,0.021137392694891014,0.012710599029991209,0.0427577777772278,0.0015439580355814187,0.026530468104720307,0.13230145884587247,0.0027772791388508272
0.0232759,0.021178068333953044,0.01283247049192472,0.042987557320468356,0.001559391307402923,0.026799226653409544,0.13453740431103264,0.002795558154732987
0.0237414,0.021217857378219147,0.012953556655372773,0.04321552691067671,0.0015746727797833946,0.02706495779411043,0.13675018787444532,0.0028137986193260594
0.0242069,0.021256753323103502,0.013073847158484203,0.043441641535594884,0.001589800635489922,0.027327625650262945,0.1389394880987956,0.002831998616811748
0.0246724,0.02129474993293791,0.01319333188409168,0.04366585651568848,0.0016047730990534769,0.027587195084977843,0.1411049887063724,0.0028501562438029565
0.0251379,0.021331841243418317,0.013312000961416394,0.04388812751852475,0.0016195884372141047,0.027843631710091625,0.1432463786660329,0.002868269609771191
0.0256034,0.021368021563913545,0.013429844767660395,0.04410841057302373,0.0016342449593447766,0.028096901894935664,0.14536335227868827,0.002886336837465987
0.026069,0.02140328547963559,0.013546853929486194,0.04432666208357373,0.0016487410178537044,0.028346972774817868,0.1474556092612805,0.002904356063326124
0.0265345,0.02143762785367082,0.013663019324383156,0.0445428388440022,0.0016630750085649489,0.028593812259215295,0.14952285482922306,0.002922325437882399
0.027,0.02147104382887143,0.013778332081920251,0.044756898051393774,0.0016772453710771841,0.02883738903967607,0.1515647997772761,0.002940243126151715
