Application:, Trigno Discover (2.0.1.3)
Date/Time:, 9/18/2025 4:01:37 PM
Collection Length (seconds):, 4.995
Tibilais Anterior left (85586), , Gastrocnemius right (85650), , , , , , , , Rectus Femoris left (85878), , Rectus Femoris right (85844), , Hamstrings left (85904), , Tibilais Anterior right (85641), , Hamstrings right (85873), , Gastrocnemius left (85605)
sensor mode: 40, , sensor mode: 49, , , , , , , , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
1.7224138, -0.0057069, 1.9211538, -0.0231632, , , , , , , 1.7224138, 0.0132601, 1.7224138, 0.0204776, 1.7224138, -0.0260166, 1.7224138, -0.0057069, 1.7224138, -0.0008392, 1.7224138, 0.0008392, , , , , , , , , , , , , , , , , , , , , , 
1.7228793, -0.012253, 1.9216731, -0.0280308, , , , , , , 1.7228793, 0.0031891, 1.7228793, 0.0209812, 1.7228793, -0.0246738, 1.7228793, -0.0062104, 1.7228793, 0.0001678, 1.7228793, -0.0075532, , , , , , , , , , , , , , , , , , , , , , 
1.7233448, -0.018967, 1.9221923, -0.0323949, , , , , , , 1.7233448, -0.0065461, 1.7233448, 0.0213169, 1.7233448, -0.0260166, 1.7233448, -0.0213169, 1.7233448, -0.0005035, 1.7233448, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
1.7238103, -0.0224918, 1.9227115, -0.0364233, , , , , , , 1.7238103, -0.0157778, 1.7238103, 0.0219883, 1.7238103, -0.0276951, 1.7238103, -0.0370947, 1.7238103, -0.0018463, 1.7238103, -0.017792, , , , , , , , , , , , , , , , , , , , , , 
1.7242759, -0.0229953, 1.9232308, -0.0372625, , , , , , , 1.7242759, -0.0260166, 1.7242759, 0.0219883, 1.7242759, -0.0290379, 1.7242759, -0.0320592, 1.7242759, -0.0023499, 1.7242759, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
1.7247414, -0.018967, 1.92375, -0.0337377, , , , , , , 1.7247414, -0.0377661, 1.7247414, 0.0209812, 1.7247414, -0.0303807, 1.7247414, -0.0109102, 1.7247414, -0.0018463, 1.7247414, -0.0171206, , , , , , , , , , , , , , , , , , , , , , 
1.7252069, -0.0169528, 1.9242692, -0.0297093, , , , , , , 1.7252069, -0.0493477, 1.7252069, 0.0199741, 1.7252069, -0.0305486, 1.7252069, 0.0018463, 1.7252069, -0.0008392, 1.7252069, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
1.7256724, -0.0166171, 1.9247885, -0.0273594, , , , , , , 1.7256724, -0.0592508, 1.7256724, 0.0199741, 1.7256724, -0.0297093, 1.7256724, -0.0016785, 1.7256724, -0.0008392, 1.7256724, -0.0191348, , , , , , , , , , , , , , , , , , , , , , 
1.7261379, -0.0176242, 1.9253077, -0.0204776, , , , , , , 1.7261379, -0.06009, 1.7261379, 0.0206455, 1.7261379, -0.0290379, 1.7261379, -0.0135958, 1.7261379, -0.002182, 1.7261379, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
1.7266034, -0.0162814, 1.9258269, -0.0119173, , , , , , , 1.7266034, -0.0518654, 1.7266034, 0.021149, 1.7266034, -0.0310521, 1.7266034, -0.0271916, 1.7266034, -0.0018463, 1.7266034, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
1.727069, -0.0115816, 1.9263462, -0.0048676, , , , , , , 1.727069, -0.0431373, 1.727069, 0.0206455, 1.727069, -0.0323949, 1.727069, -0.0370947, 1.727069, -0.002182, 1.727069, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
1.7275345, -0.0023499, 1.9268654, -0.002182, , , , , , , 1.7275345, -0.0384375, 1.7275345, 0.0199741, 1.7275345, -0.0337377, 1.7275345, -0.0417945, 1.7275345, -0.0015106, 1.7275345, -0.0146029, , , , , , , , , , , , , , , , , , , , , , 
1.728, 0.0078889, 1.9273846, -0.0062104, , , , , , , 1.728, -0.0354162, 1.728, 0.0199741, 1.728, -0.0342412, 1.728, -0.0428016, 1.728, -0.0001678, 1.728, -0.0095674, , , , , , , , , , , , , , , , , , , , , , 
1.7284655, 0.0125887, 1.9279038, -0.0135958, , , , , , , 1.7284655, -0.033402, 1.7284655, 0.0209812, 1.7284655, -0.0330663, 1.7284655, -0.0421302, 1.7284655, 0.0008392, 1.7284655, -0.0063783, , , , , , , , , , , , , , , , , , , , , , 
1.728931, 0.0109102, 1.9284231, -0.0142672, , , , , , , 1.728931, -0.0332341, 1.728931, 0.0206455, 1.728931, -0.0310521, 1.728931, -0.04448, 1.728931, -0.0001678, 1.728931, -0.0082246, , , , , , , , , , , , , , , , , , , , , , 
1.7293966, 0.0078889, 1.9289423, -0.0085603, , , , , , , 1.7293966, -0.0327306, 1.7293966, 0.0193027, 1.7293966, -0.0297093, 1.7293966, -0.0491798, 1.7293966, -0.0005035, 1.7293966, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
1.7298621, 0.0062104, 1.9294615, -0.0041962, , , , , , , 1.7298621, -0.0315557, 1.7298621, 0.0199741, 1.7298621, -0.0303807, 1.7298621, -0.054551, 1.7298621, 0.0005035, 1.7298621, -0.0273594, , , , , , , , , , , , , , , , , , , , , , 
1.7303276, 0.0070497, 1.9299808, -0.0045319, , , , , , , 1.7303276, -0.0276951, 1.7303276, 0.0219883, 1.7303276, -0.0298772, 1.7303276, -0.0563973, 1.7303276, 0.0018463, 1.7303276, -0.0377661, , , , , , , , , , , , , , , , , , , , , , 
1.7307931, 0.0082246, 1.9305, -0.0072175, , , , , , , 1.7307931, -0.021149, 1.7307931, 0.023331, 1.7307931, -0.0270237, 1.7307931, -0.0595865, 1.7307931, 0.0010071, 1.7307931, -0.0399481, , , , , , , , , , , , , , , , , , , , , , 
1.7312586, 0.0104067, 1.9310192, -0.0095674, , , , , , , 1.7312586, -0.0152743, 1.7312586, 0.0246738, 1.7312586, -0.0243381, 1.7312586, -0.0656291, 1.7312586, -0.0003357, 1.7312586, -0.0364233, , , , , , , , , , , , , , , , , , , , , , 
1.7317241, 0.0119173, 1.9315385, -0.0085603, , , , , , , 1.7317241, -0.0129244, 1.7317241, 0.0236667, 1.7317241, -0.023331, 1.7317241, -0.0743572, 1.7317241, 0.0018463, 1.7317241, -0.0293736, , , , , , , , , , , , , , , , , , , , , , 
1.7321897, 0.0125887, 1.9320577, -0.0095674, , , , , , , 1.7321897, -0.0119173, 1.7321897, 0.0219883, 1.7321897, -0.023331, 1.7321897, -0.0830854, 1.7321897, 0.0036927, 1.7321897, -0.0224918, , , , , , , , , , , , , , , , , , , , , , 
1.7326552, 0.012253, 1.9325769, -0.012253, , , , , , , 1.7326552, -0.0115816, 1.7326552, 0.0218204, 1.7326552, -0.0219883, 1.7326552, -0.0867781, 1.7326552, 0.002182, 1.7326552, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
1.7331207, 0.0092317, 1.9330962, -0.0139315, , , , , , , 1.7331207, -0.0135958, 1.7331207, 0.0219883, 1.7331207, -0.0203098, 1.7331207, -0.0877852, 1.7331207, 0.0001678, 1.7331207, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
1.7335862, 0.0005035, 1.9336154, -0.01561, , , , , , , 1.7335862, -0.0176242, 1.7335862, 0.0206455, 1.7335862, -0.0196384, 1.7335862, -0.0861067, 1.7335862, -0.0008392, 1.7335862, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
1.7340517, -0.0082246, 1.9341346, -0.0169528, , , , , , , 1.7340517, -0.0218204, 1.7340517, 0.0182956, 1.7340517, -0.0191348, 1.7340517, -0.0788891, 1.7340517, -0.0001678, 1.7340517, -0.0142672, , , , , , , , , , , , , , , , , , , , , , 
1.7345172, -0.0125887, 1.9346538, -0.0157778, , , , , , , 1.7345172, -0.023331, 1.7345172, 0.0172885, 1.7345172, -0.018967, 1.7345172, -0.0673075, 1.7345172, 0.0005035, 1.7345172, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
1.7349828, -0.0196384, 1.9351731, -0.0135958, , , , , , , 1.7349828, -0.018967, 1.7349828, 0.0179599, 1.7349828, -0.0199741, 1.7349828, -0.0575723, 1.7349828, 0.0005035, 1.7349828, -0.0151064, , , , , , , , , , , , , , , , , , , , , , 
1.7354483, -0.0659648, 1.9356923, -0.0105745, , , , , , , 1.7354483, -0.0135958, 1.7354483, 0.0179599, 1.7354483, -0.0193027, 1.7354483, -0.0498512, 1.7354483, 0.0001678, 1.7354483, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
1.7359138, -0.1559319, 1.9362115, -0.0099031, , , , , , , 1.7359138, -0.0129244, 1.7359138, 0.0164492, 1.7359138, -0.018967, 1.7359138, -0.0428016, 1.7359138, 0.0008392, 1.7359138, -0.021149, , , , , , , , , , , , , , , , , , , , , , 
1.7363793, -0.2354925, 1.9367308, -0.0105745, , , , , , , 1.7363793, -0.0125887, 1.7363793, 0.0132601, 1.7363793, -0.0216526, 1.7363793, -0.0342412, 1.7363793, 0.0008392, 1.7363793, -0.0223239, , , , , , , , , , , , , , , , , , , , , , 
1.7368448, -0.2714122, 1.93725, -0.011078, , , , , , , 1.7368448, -0.008896, 1.7368448, 0.0095674, 1.7368448, -0.0270237, 1.7368448, -0.0172885, 1.7368448, 0.0008392, 1.7368448, -0.0204776, , , , , , , , , , , , , , , , , , , , , , 
1.7373103, -0.2747692, 1.9377692, -0.0129244, , , , , , , 1.7373103, -0.002182, 1.7373103, 0.0065461, 1.7373103, -0.0283665, 1.7373103, -0.0028534, 1.7373103, 0.0008392, 1.7373103, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
1.7377759, -0.2709087, 1.9382885, -0.0142672, , , , , , , 1.7377759, 0.0038605, 1.7377759, 0.0058747, 1.7377759, -0.0283665, 1.7377759, -0.0105745, 1.7377759, 0.0011749, 1.7377759, -0.0142672, , , , , , , , , , , , , , , , , , , , , , 
1.7382414, -0.2663767, 1.9388077, -0.0154421, , , , , , , 1.7382414, 0.0075532, 1.7382414, 0.0075532, 1.7382414, -0.0307164, 1.7382414, -0.0323949, 1.7382414, 0.0008392, 1.7382414, -0.0104067, , , , , , , , , , , , , , , , , , , , , , 
1.7387069, -0.2579843, 1.9393269, -0.0149386, , , , , , , 1.7387069, 0.0095674, 1.7387069, 0.0092317, 1.7387069, -0.0323949, 1.7387069, -0.0488441, 1.7387069, -0.0018463, 1.7387069, -0.0082246, , , , , , , , , , , , , , , , , , , , , , 
1.7391724, -0.2420386, 1.9398462, -0.0152743, , , , , , , 1.7391724, 0.008896, 1.7391724, 0.0085603, 1.7391724, -0.0307164, 1.7391724, -0.0555581, 1.7391724, -0.0028534, 1.7391724, -0.0085603, , , , , , , , , , , , , , , , , , , , , , 
1.7396379, -0.2244144, 1.9403654, -0.0166171, , , , , , , 1.7396379, 0.0058747, 1.7396379, 0.0057069, 1.7396379, -0.027863, 1.7396379, -0.0518654, 1.7396379, -0.0023499, 1.7396379, -0.0095674, , , , , , , , , , , , , , , , , , , , , , 
1.7401034, -0.2069581, 1.9408846, -0.0162814, , , , , , , 1.7401034, 0.0038605, 1.7401034, 0.0045319, 1.7401034, -0.0273594, 1.7401034, -0.0458228, 1.7401034, -0.0018463, 1.7401034, -0.0102388, , , , , , , , , , , , , , , , , , , , , , 
1.740569, -0.1901732, 1.9414038, -0.0162814, , , , , , , 1.740569, 0.0045319, 1.740569, 0.0063783, 1.740569, -0.0287022, 1.740569, -0.04448, 1.740569, -0.0018463, 1.740569, -0.0099031, , , , , , , , , , , , , , , , , , , , , , 
1.7410345, -0.1713741, 1.9419231, -0.0146029, , , , , , , 1.7410345, 0.0048676, 1.7410345, 0.008896, 1.7410345, -0.0287022, 1.7410345, -0.0454871, 1.7410345, -0.0015106, 1.7410345, -0.0077211, , , , , , , , , , , , , , , , , , , , , , 
1.7415, -0.1470359, 1.9424423, -0.012253, , , , , , , 1.7415, 0.002182, 1.7415, 0.0124208, 1.7415, -0.0270237, 1.7415, -0.0404517, 1.7415, -0.0011749, 1.7415, -0.0035248, , , , , , , , , , , , , , , , , , , , , , 
1.7419655, -0.1216907, 1.9429615, -0.0115816, , , , , , , 1.7419655, -0.0031891, 1.7419655, 0.0149386, 1.7419655, -0.0256809, 1.7419655, -0.0318914, 1.7419655, -0.0008392, 1.7419655, -0.0005035, , , , , , , , , , , , , , , , , , , , , , 
1.742431, -0.1062486, 1.9434808, -0.0115816, , , , , , , 1.742431, -0.0095674, 1.742431, 0.01561, 1.742431, -0.0265202, 1.742431, -0.0297093, 1.742431, -0.0008392, 1.742431, -0.0028534, , , , , , , , , , , , , , , , , , , , , , 
1.7428966, -0.0995346, 1.944, -0.0119173, , , , , , , 1.7428966, -0.0151064, 1.7428966, 0.0146029, 1.7428966, -0.0287022, 1.7428966, -0.0323949, 1.7428966, 0.0003357, 1.7428966, -0.0095674, , , , , , , , , , , , , , , , , , , , , , 
1.7433621, -0.0928206, 1.9445192, -0.012253, , , , , , , 1.7433621, -0.0191348, 1.7433621, 0.0142672, 1.7433621, -0.030045, 1.7433621, -0.0287022, 1.7433621, -0.0008392, 1.7433621, -0.0172885, , , , , , , , , , , , , , , , , , , , , , 
1.7438276, -0.0847639, 1.9450385, -0.0139315, , , , , , , 1.7438276, -0.0209812, 1.7438276, 0.0151064, 1.7438276, -0.0287022, 1.7438276, -0.0236667, 1.7438276, -0.0018463, 1.7438276, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
1.7442931, -0.0746929, 1.9455577, -0.0149386, , , , , , , 1.7442931, -0.0218204, 1.7442931, 0.0152743, 1.7442931, -0.0258488, 1.7442931, -0.0251774, 1.7442931, -0.002182, 1.7442931, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
1.7447586, -0.0592508, 1.9460769, -0.0149386, , , , , , , 1.7447586, -0.0213169, 1.7447586, 0.0139315, 1.7447586, -0.0253452, 1.7447586, -0.0330663, 1.7447586, -0.002182, 1.7447586, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
1.7452241, -0.036759, 1.9465962, -0.0146029, , , , , , , 1.7452241, -0.0216526, 1.7452241, 0.0119173, 1.7452241, -0.0275273, 1.7452241, -0.0412909, 1.7452241, -0.002182, 1.7452241, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
1.7456897, -0.0139315, 1.9471154, -0.0124208, , , , , , , 1.7456897, -0.0209812, 1.7456897, 0.0109102, 1.7456897, -0.0288701, 1.7456897, -0.0431373, 1.7456897, -0.0025177, 1.7456897, -0.012253, , , , , , , , , , , , , , , , , , , , , , 
1.7461552, 0.0041962, 1.9476346, -0.0112459, , , , , , , 1.7461552, -0.018967, 1.7461552, 0.0104067, 1.7461552, -0.0290379, 1.7461552, -0.0381018, 1.7461552, -0.0035248, 1.7461552, -0.0057069, , , , , , , , , , , , , , , , , , , , , , 
1.7466207, 0.0198062, 1.9481538, -0.0142672, , , , , , , 1.7466207, -0.0176242, 1.7466207, 0.011078, 1.7466207, -0.0307164, 1.7466207, -0.0310521, 1.7466207, -0.0028534, 1.7466207, -0.0015106, , , , , , , , , , , , , , , , , , , , , , 
1.7470862, 0.0384375, 1.9486731, -0.0176242, , , , , , , 1.7470862, -0.0199741, 1.7470862, 0.0119173, 1.7470862, -0.0323949, 1.7470862, -0.0209812, 1.7470862, -0.0011749, 1.7470862, -0.0001678, , , , , , , , , , , , , , , , , , , , , , 
1.7475517, 0.0585794, 1.9491923, -0.0154421, , , , , , , 1.7475517, -0.0223239, 1.7475517, 0.012253, 1.7475517, -0.0320592, 1.7475517, -0.0085603, 1.7475517, -0.0003357, 1.7475517, -0.0020142, , , , , , , , , , , , , , , , , , , , , , 
1.7480172, 0.0755322, 1.9497115, -0.0109102, , , , , , , 1.7480172, -0.0204776, 1.7480172, 0.012253, 1.7480172, -0.0313878, 1.7480172, -0.0038605, 1.7480172, 0.0005035, 1.7480172, -0.0058747, , , , , , , , , , , , , , , , , , , , , , 
1.7484828, 0.0871138, 1.9502308, -0.0068818, , , , , , , 1.7484828, -0.0166171, 1.7484828, 0.0135958, 1.7484828, -0.0283665, 1.7484828, -0.0082246, 1.7484828, -0.0001678, 1.7484828, -0.0099031, , , , , , , , , , , , , , , , , , , , , , 
1.7489483, 0.1003738, 1.95075, -0.005539, , , , , , , 1.7489483, -0.0132601, 1.7489483, 0.0135958, 1.7489483, -0.0256809, 1.7489483, -0.0226596, 1.7489483, -0.0011749, 1.7489483, -0.0117494, , , , , , , , , , , , , , , , , , , , , , 
1.7494138, 0.1159838, 1.9512692, -0.0043641, , , , , , , 1.7494138, -0.0095674, 1.7494138, 0.0115816, 1.7494138, -0.0243381, 1.7494138, -0.0458228, 1.7494138, -0.0030213, 1.7494138, -0.0129244, , , , , , , , , , , , , , , , , , , , , , 
1.7498793, 0.1349508, 1.9517885, -0.0036927, , , , , , , 1.7498793, -0.005539, 1.7498793, 0.0105745, 1.7498793, -0.0243381, 1.7498793, -0.0605936, 1.7498793, -0.0041962, 1.7498793, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
1.7503448, 0.1555962, 1.9523077, -0.0048676, , , , , , , 1.7503448, -0.0011749, 1.7503448, 0.0119173, 1.7503448, -0.0236667, 1.7503448, -0.0552224, 1.7503448, -0.0031891, 1.7503448, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
1.7508103, 0.170367, 1.9528269, -0.0072175, , , , , , , 1.7508103, 0.0025177, 1.7508103, 0.0149386, 1.7508103, -0.023331, 1.7508103, -0.036759, 1.7508103, -0.002182, 1.7508103, -0.0172885, , , , , , , , , , , , , , , , , , , , , , 
1.7512759, 0.1743954, 1.9533462, -0.0085603, , , , , , , 1.7512759, 0.0048676, 1.7512759, 0.0184634, 1.7512759, -0.0236667, 1.7512759, -0.0229953, 1.7512759, -0.0010071, 1.7512759, -0.0135958, , , , , , , , , , , , , , , , , , , , , , 
1.7517414, 0.1717098, 1.9538654, -0.0035248, , , , , , , 1.7517414, 0.0041962, 1.7517414, 0.0193027, 1.7517414, -0.0223239, 1.7517414, -0.0216526, 1.7517414, -0.002182, 1.7517414, -0.0119173, , , , , , , , , , , , , , , , , , , , , , 
1.7522069, 0.170367, 1.9543846, 0.0038605, , , , , , , 1.7522069, 0.0031891, 1.7522069, 0.0194705, 1.7522069, -0.0219883, 1.7522069, -0.0287022, 1.7522069, -0.002182, 1.7522069, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
1.7526724, 0.1680171, 1.9549038, 0.0058747, , , , , , , 1.7526724, 0.0018463, 1.7526724, 0.0186313, 1.7526724, -0.0226596, 1.7526724, -0.0370947, 1.7526724, -0.0016785, 1.7526724, -0.0206455, , , , , , , , , , , , , , , , , , , , , , 
1.7531379, 0.1633173, 1.9554231, 0.0038605, , , , , , , 1.7531379, 0.0010071, 1.7531379, 0.0182956, 1.7531379, -0.023331, 1.7531379, -0.0431373, 1.7531379, -0.0008392, 1.7531379, -0.0243381, , , , , , , , , , , , , , , , , , , , , , 
1.7536034, 0.1596246, 1.9559423, 0.0011749, , , , , , , 1.7536034, 0.0011749, 1.7536034, 0.0209812, 1.7536034, -0.0236667, 1.7536034, -0.0384375, 1.7536034, -0.0001678, 1.7536034, -0.0223239, , , , , , , , , , , , , , , , , , , , , , 
1.754069, 0.1566033, 1.9564615, -0.0045319, , , , , , , 1.754069, 0.0025177, 1.754069, 0.023331, 1.754069, -0.0250095, 1.754069, -0.0320592, 1.754069, -0.0015106, 1.754069, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
1.7545345, 0.1515679, 1.9569808, -0.0137636, , , , , , , 1.7545345, 0.0035248, 1.7545345, 0.0226596, 1.7545345, -0.0256809, 1.7545345, -0.0344091, 1.7545345, -0.0031891, 1.7545345, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
1.755, 0.1456931, 1.9575, -0.018967, , , , , , , 1.755, 0.005539, 1.755, 0.0198062, 1.755, -0.0250095, 1.755, -0.0317235, 1.755, -0.0036927, 1.755, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
1.7554655, 0.1381399, 1.9580192, -0.018967, , , , , , , 1.7554655, 0.0095674, 1.7554655, 0.0166171, 1.7554655, -0.0251774, 1.7554655, -0.0129244, 1.7554655, -0.0028534, 1.7554655, -0.0226596, , , , , , , , , , , , , , , , , , , , , , 
1.755931, 0.1273976, 1.9585385, -0.01561, , , , , , , 1.755931, 0.0157778, 1.755931, 0.0164492, 1.755931, -0.0260166, 1.755931, 0.0172885, 1.755931, -0.0031891, 1.755931, -0.0246738, , , , , , , , , , , , , , , , , , , , , , 
1.7563966, 0.121355, 1.9590577, -0.0129244, , , , , , , 1.7563966, 0.0218204, 1.7563966, 0.0166171, 1.7563966, -0.0273594, 1.7563966, 0.040116, 1.7563966, -0.0028534, 1.7563966, -0.0258488, , , , , , , , , , , , , , , , , , , , , , 
1.7568621, 0.1206836, 1.9595769, -0.0129244, , , , , , , 1.7568621, 0.0250095, 1.7568621, 0.0169528, 1.7568621, -0.0275273, 1.7568621, 0.0387732, 1.7568621, -0.0031891, 1.7568621, -0.0276951, , , , , , , , , , , , , , , , , , , , , , 
1.7573276, 0.1203479, 1.9600962, -0.0142672, , , , , , , 1.7573276, 0.0226596, 1.7573276, 0.0162814, 1.7573276, -0.0270237, 1.7573276, 0.0179599, 1.7573276, -0.0041962, 1.7573276, -0.0283665, , , , , , , , , , , , , , , , , , , , , , 
1.7577931, 0.1166552, 1.9606154, -0.0142672, , , , , , , 1.7577931, 0.0172885, 1.7577931, 0.0142672, 1.7577931, -0.026688, 1.7577931, -0.0001678, 1.7577931, -0.0045319, 1.7577931, -0.0256809, , , , , , , , , , , , , , , , , , , , , , 
1.7582586, 0.1111162, 1.9611346, -0.0135958, , , , , , , 1.7582586, 0.0115816, 1.7582586, 0.012253, 1.7582586, -0.0260166, 1.7582586, -0.0028534, 1.7582586, -0.0041962, 1.7582586, -0.0219883, , , , , , , , , , , , , , , , , , , , , , 
1.7587241, 0.1042344, 1.9616538, -0.012253, , , , , , , 1.7587241, 0.0036927, 1.7587241, 0.0112459, 1.7587241, -0.0256809, 1.7587241, 0.0028534, 1.7587241, -0.0062104, 1.7587241, -0.0191348, , , , , , , , , , , , , , , , , , , , , , 
1.7591897, 0.0993668, 1.9621731, -0.0115816, , , , , , , 1.7591897, -0.0072175, 1.7591897, 0.0119173, 1.7591897, -0.026688, 1.7591897, 0.005539, 1.7591897, -0.0073854, 1.7591897, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
1.7596552, 0.0971847, 1.9626923, -0.0119173, , , , , , , 1.7596552, -0.0193027, 1.7596552, 0.0117494, 1.7596552, -0.0283665, 1.7596552, 0.0025177, 1.7596552, -0.0068818, 1.7596552, -0.0213169, , , , , , , , , , , , , , , , , , , , , , 
1.7601207, 0.0931563, 1.9632115, -0.0127565, , , , , , , 1.7601207, -0.0290379, 1.7601207, 0.0115816, 1.7601207, -0.0287022, 1.7601207, -0.0035248, 1.7601207, -0.0041962, 1.7601207, -0.0216526, , , , , , , , , , , , , , , , , , , , , , 
1.7605862, 0.0847639, 1.9637308, -0.0152743, , , , , , , 1.7605862, -0.0344091, 1.7605862, 0.0119173, 1.7605862, -0.0276951, 1.7605862, -0.0130922, 1.7605862, -0.0028534, 1.7605862, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
1.7610517, 0.0787213, 1.96425, -0.0149386, , , , , , , 1.7610517, -0.0357519, 1.7610517, 0.0125887, 1.7610517, -0.027863, 1.7610517, -0.0253452, 1.7610517, -0.0041962, 1.7610517, -0.0199741, , , , , , , , , , , , , , , , , , , , , , 
1.7615172, 0.0763714, 1.9647692, -0.0109102, , , , , , , 1.7615172, -0.0377661, 1.7615172, 0.0130922, 1.7615172, -0.0283665, 1.7615172, -0.0328985, 1.7615172, -0.0068818, 1.7615172, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
1.7619828, 0.0730144, 1.9652885, -0.0085603, , , , , , , 1.7619828, -0.036759, 1.7619828, 0.0125887, 1.7619828, -0.0273594, 1.7619828, -0.0317235, 1.7619828, -0.008896, 1.7619828, -0.0199741, , , , , , , , , , , , , , , , , , , , , , 
1.7624483, 0.068986, 1.9658077, -0.005539, , , , , , , 1.7624483, -0.0320592, 1.7624483, 0.0117494, 1.7624483, -0.0256809, 1.7624483, -0.0344091, 1.7624483, -0.0082246, 1.7624483, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
1.7629138, 0.0642863, 1.9663269, -0.0050355, , , , , , , 1.7629138, -0.023331, 1.7629138, 0.0119173, 1.7629138, -0.0260166, 1.7629138, -0.0471656, 1.7629138, -0.0048676, 1.7629138, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
1.7633793, 0.0616007, 1.9668462, -0.0063783, , , , , , , 1.7633793, -0.0146029, 1.7633793, 0.0139315, 1.7633793, -0.0283665, 1.7633793, -0.0584115, 1.7633793, -0.0035248, 1.7633793, -0.0109102, , , , , , , , , , , , , , , , , , , , , , 
1.7638448, 0.0582437, 1.9673654, -0.0053712, , , , , , , 1.7638448, -0.0102388, 1.7638448, 0.0151064, 1.7638448, -0.030045, 1.7638448, -0.063447, 1.7638448, -0.0045319, 1.7638448, -0.0048676, , , , , , , , , , , , , , , , , , , , , , 
1.7643103, 0.0542153, 1.9678846, -0.0028534, , , , , , , 1.7643103, -0.0109102, 1.7643103, 0.0166171, 1.7643103, -0.0290379, 1.7643103, -0.0720073, 1.7643103, -0.0058747, 1.7643103, 0.0005035, , , , , , , , , , , , , , , , , , , , , , 
1.7647759, 0.0522011, 1.9684038, 0.0018463, , , , , , , 1.7647759, -0.0129244, 1.7647759, 0.018967, 1.7647759, -0.0270237, 1.7647759, -0.0834211, 1.7647759, -0.0062104, 1.7647759, 0.0038605, , , , , , , , , , , , , , , , , , , , , , 
1.7652414, 0.0535439, 1.9689231, 0.0045319, , , , , , , 1.7652414, -0.0146029, 1.7652414, 0.0206455, 1.7652414, -0.0250095, 1.7652414, -0.0827497, 1.7652414, -0.0063783, 1.7652414, 0.0068818, , , , , , , , , , , , , , , , , , , , , , 
1.7657069, 0.0595865, 1.9694423, 0.0025177, , , , , , , 1.7657069, -0.0162814, 1.7657069, 0.0206455, 1.7657069, -0.0246738, 1.7657069, -0.0616007, 1.7657069, -0.0058747, 1.7657069, 0.0092317, , , , , , , , , , , , , , , , , , , , , , 
1.7661724, 0.0830854, 1.9699615, -0.0015106, , , , , , , 1.7661724, -0.0169528, 1.7661724, 0.0196384, 1.7661724, -0.0250095, 1.7661724, -0.040116, 1.7661724, -0.0068818, 1.7661724, 0.0078889, , , , , , , , , , , , , , , , , , , , , , 
