Application:, Trigno Discover (2.0.1.3)
Date/Time:, 9/18/2025 4:01:37 PM
Collection Length (seconds):, 4.995
Tibilais Anterior left (85586), , Gastrocnemius right (85650), , , , , , , , Rectus Femoris left (85878), , Rectus Femoris right (85844), , Hamstrings left (85904), , Tibilais Anterior right (85641), , Hamstrings right (85873), , Gastrocnemius left (85605)
sensor mode: 40, , sensor mode: 49, , , , , , , , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.3849828, -0.01561, 0.4294038, -0.0250095, , , , , , , 0.3849828, -0.0095674, 0.3849828, 0.0095674, 0.3849828, -0.0092317, 0.3849828, -0.0340734, 0.3849828, -0.005539, 0.3849828, -0.0015106, , , , , , , , , , , , , , , , , , , , , , 
0.3854483, 0.0105745, 0.4299231, -0.0229953, , , , , , , 0.3854483, -0.0102388, 0.3854483, 0.0075532, 0.3854483, -0.0050355, 0.3854483, -0.0337377, 0.3854483, -0.0048676, 0.3854483, 0.0041962, , , , , , , , , , , , , , , , , , , , , , 
0.3859138, 0.0293736, 0.4304423, -0.0199741, , , , , , , 0.3859138, -0.0099031, 0.3859138, 0.0048676, 0.3859138, -0.0045319, 0.3859138, -0.0337377, 0.3859138, -0.0048676, 0.3859138, 0.0008392, , , , , , , , , , , , , , , , , , , , , , 
0.3863793, 0.023331, 0.4309615, -0.0186313, , , , , , , 0.3863793, -0.0109102, 0.3863793, 0.0045319, 0.3863793, -0.0105745, 0.3863793, -0.0344091, 0.3863793, -0.0045319, 0.3863793, -0.014435, , , , , , , , , , , , , , , , , , , , , , 
0.3868448, 0.0038605, 0.4314808, -0.0196384, , , , , , , 0.3868448, -0.0139315, 0.3868448, 0.0092317, 0.3868448, -0.0193027, 0.3868448, -0.0323949, 0.3868448, -0.0043641, 0.3868448, -0.040116, , , , , , , , , , , , , , , , , , , , , , 
0.3873103, -0.005539, 0.432, -0.0198062, , , , , , , 0.3873103, -0.01561, 0.3873103, 0.0182956, 0.3873103, -0.0270237, 0.3873103, -0.0298772, 0.3873103, -0.0041962, 0.3873103, -0.0699931, , , , , , , , , , , , , , , , , , , , , , 
0.3877759, -0.008896, 0.4325192, -0.017792, , , , , , , 0.3877759, -0.014435, 0.3877759, 0.0241703, 0.3877759, -0.0322271, 0.3877759, -0.0276951, 0.3877759, -0.0041962, 0.3877759, -0.1119554, , , , , , , , , , , , , , , , , , , , , , 
0.3882414, -0.0216526, 0.4330385, -0.0149386, , , , , , , 0.3882414, -0.012253, 0.3882414, 0.0231632, 0.3882414, -0.0350805, 0.3882414, -0.0270237, 0.3882414, -0.0023499, 0.3882414, -0.1542535, , , , , , , , , , , , , , , , , , , , , , 
0.3887069, -0.0313878, 0.4335577, -0.0125887, , , , , , , 0.3887069, -0.0085603, 0.3887069, 0.0199741, 0.3887069, -0.0357519, 0.3887069, -0.0276951, 0.3887069, -0.0011749, 0.3887069, -0.1599603, , , , , , , , , , , , , , , , , , , , , , 
0.3891724, -0.023331, 0.4340769, -0.0105745, , , , , , , 0.3891724, -0.0057069, 0.3891724, 0.0172885, 0.3891724, -0.0354162, 0.3891724, -0.0263523, 0.3891724, -0.0023499, 0.3891724, -0.1136339, , , , , , , , , , , , , , , , , , , , , , 
0.3896379, -0.0097353, 0.4345962, -0.0109102, , , , , , , 0.3896379, -0.0062104, 0.3896379, 0.0139315, 0.3896379, -0.0337377, 0.3896379, -0.0250095, 0.3896379, -0.002182, 0.3896379, -0.0629435, , , , , , , , , , , , , , , , , , , , , , 
0.3901034, -0.0070497, 0.4351154, -0.0115816, , , , , , , 0.3901034, -0.0082246, 0.3901034, 0.008896, 0.3901034, -0.0327306, 0.3901034, -0.0270237, 0.3901034, -0.002182, 0.3901034, -0.0404517, , , , , , , , , , , , , , , , , , , , , , 
0.390569, -0.0216526, 0.4356346, -0.0105745, , , , , , , 0.390569, -0.0092317, 0.390569, 0.0008392, 0.390569, -0.0350805, 0.390569, -0.0323949, 0.390569, -0.0041962, 0.390569, -0.0538796, , , , , , , , , , , , , , , , , , , , , , 
0.3910345, -0.0421302, 0.4361538, -0.008896, , , , , , , 0.3910345, -0.0099031, 0.3910345, -0.0072175, 0.3910345, -0.0407874, 0.3910345, -0.0381018, 0.3910345, -0.0045319, 0.3910345, -0.0924849, , , , , , , , , , , , , , , , , , , , , , 
0.3915, -0.0468299, 0.4366731, -0.008896, , , , , , , 0.3915, -0.0109102, 0.3915, -0.0112459, 0.3915, -0.0458228, 0.3915, -0.0391089, 0.3915, -0.005539, 0.3915, -0.1116197, , , , , , , , , , , , , , , , , , , , , , 
0.3919655, -0.0325628, 0.4371923, -0.0095674, , , , , , , 0.3919655, -0.012253, 0.3919655, -0.0097353, 0.3919655, -0.0471656, 0.3919655, -0.036759, 0.3919655, -0.0048676, 0.3919655, -0.0736858, , , , , , , , , , , , , , , , , , , , , , 
0.392431, -0.0236667, 0.4377115, -0.0102388, , , , , , , 0.392431, -0.012253, 0.392431, -0.0028534, 0.392431, -0.0441444, 0.392431, -0.0337377, 0.392431, -0.0030213, 0.392431, -0.0005035, , , , , , , , , , , , , , , , , , , , , , 
0.3928966, -0.0347448, 0.4382308, -0.0112459, , , , , , , 0.3928966, -0.0097353, 0.3928966, 0.0065461, 0.3928966, -0.0372625, 0.3928966, -0.0307164, 0.3928966, -0.0028534, 0.3928966, 0.0471656, , , , , , , , , , , , , , , , , , , , , , 
0.3933621, -0.0525368, 0.43875, -0.0115816, , , , , , , 0.3933621, -0.0075532, 0.3933621, 0.0146029, 0.3933621, -0.0320592, 0.3933621, -0.0256809, 0.3933621, -0.0045319, 0.3933621, 0.0532082, , , , , , , , , , , , , , , , , , , , , , 
0.3938276, -0.0522011, 0.4392692, -0.0092317, , , , , , , 0.3938276, -0.0075532, 0.3938276, 0.0169528, 0.3938276, -0.0352483, 0.3938276, -0.0162814, 0.3938276, -0.0057069, 0.3938276, 0.0381018, , , , , , , , , , , , , , , , , , , , , , 
0.3942931, -0.0250095, 0.4397885, -0.0062104, , , , , , , 0.3942931, -0.0092317, 0.3942931, 0.0179599, 0.3942931, -0.0426337, 0.3942931, -0.0075532, 0.3942931, -0.0058747, 0.3942931, 0.0085603, , , , , , , , , , , , , , , , , , , , , , 
0.3947586, 0.0077211, 0.4403077, -0.0028534, , , , , , , 0.3947586, -0.0102388, 0.3947586, 0.0193027, 0.3947586, -0.0458228, 0.3947586, -0.0036927, 0.3947586, -0.0041962, 0.3947586, -0.012253, , , , , , , , , , , , , , , , , , , , , , 
0.3952241, 0.0162814, 0.4408269, -0.0018463, , , , , , , 0.3952241, -0.0099031, 0.3952241, 0.0146029, 0.3952241, -0.0426337, 0.3952241, -0.0092317, 0.3952241, -0.0031891, 0.3952241, -0.0135958, , , , , , , , , , , , , , , , , , , , , , 
0.3956897, 0.0097353, 0.4413462, -0.0023499, , , , , , , 0.3956897, -0.0099031, 0.3956897, 0.0023499, 0.3956897, -0.0365911, 0.3956897, -0.0213169, 0.3956897, -0.0028534, 0.3956897, -0.0152743, , , , , , , , , , , , , , , , , , , , , , 
0.3961552, 0.0052033, 0.4418654, -0.0015106, , , , , , , 0.3961552, -0.0095674, 0.3961552, -0.0041962, 0.3961552, -0.0310521, 0.3961552, -0.0310521, 0.3961552, -0.003357, 0.3961552, -0.0263523, , , , , , , , , , , , , , , , , , , , , , 
0.3966207, -0.0005035, 0.4423846, -0.0011749, , , , , , , 0.3966207, -0.0082246, 0.3966207, -0.0015106, 0.3966207, -0.0265202, 0.3966207, -0.0339055, 0.3966207, -0.0018463, 0.3966207, -0.0394446, , , , , , , , , , , , , , , , , , , , , , 
0.3970862, -0.0078889, 0.4429038, -0.0063783, , , , , , , 0.3970862, -0.0068818, 0.3970862, 0.0031891, 0.3970862, -0.023331, 0.3970862, -0.0313878, 0.3970862, -0.0006714, 0.3970862, -0.0421302, , , , , , , , , , , , , , , , , , , , , , 
0.3975517, -0.0102388, 0.4434231, -0.0137636, , , , , , , 0.3975517, -0.0077211, 0.3975517, 0.0092317, 0.3975517, -0.0196384, 0.3975517, -0.0258488, 0.3975517, -0.0005035, 0.3975517, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.3980172, -0.0085603, 0.4439423, -0.0176242, , , , , , , 0.3980172, -0.0087282, 0.3980172, 0.0132601, 0.3980172, -0.01561, 0.3980172, -0.0196384, 0.3980172, -0.0028534, 0.3980172, 0.0139315, , , , , , , , , , , , , , , , , , , , , , 
0.3984828, -0.008896, 0.4444615, -0.0182956, , , , , , , 0.3984828, -0.0102388, 0.3984828, 0.01561, 0.3984828, -0.0119173, 0.3984828, -0.0194705, 0.3984828, -0.0041962, 0.3984828, 0.0330663, , , , , , , , , , , , , , , , , , , , , , 
0.3989483, -0.0117494, 0.4449808, -0.0186313, , , , , , , 0.3989483, -0.0115816, 0.3989483, 0.0181277, 0.3989483, -0.008896, 0.3989483, -0.0253452, 0.3989483, -0.0048676, 0.3989483, 0.0293736, , , , , , , , , , , , , , , , , , , , , , 
0.3994138, -0.0095674, 0.4455, -0.0193027, , , , , , , 0.3994138, -0.0109102, 0.3994138, 0.0216526, 0.3994138, -0.0068818, 0.3994138, -0.0270237, 0.3994138, -0.0062104, 0.3994138, 0.0112459, , , , , , , , , , , , , , , , , , , , , , 
0.3998793, -0.0025177, 0.4460192, -0.018967, , , , , , , 0.3998793, -0.0112459, 0.3998793, 0.0280308, 0.3998793, -0.0082246, 0.3998793, -0.0219883, 0.3998793, -0.0068818, 0.3998793, -0.005539, , , , , , , , , , , , , , , , , , , , , , 
0.4003448, -0.0028534, 0.4465385, -0.0162814, , , , , , , 0.4003448, -0.0125887, 0.4003448, 0.0354162, 0.4003448, -0.0125887, 0.4003448, -0.0169528, 0.4003448, -0.0075532, 0.4003448, -0.0112459, , , , , , , , , , , , , , , , , , , , , , 
0.4008103, -0.012253, 0.4470577, -0.0119173, , , , , , , 0.4008103, -0.0124208, 0.4008103, 0.0431373, 0.4008103, -0.018967, 0.4008103, -0.0109102, 0.4008103, -0.0085603, 0.4008103, -0.0085603, , , , , , , , , , , , , , , , , , , , , , 
0.4012759, -0.0216526, 0.4475769, -0.0104067, , , , , , , 0.4012759, -0.0112459, 0.4012759, 0.0481727, 0.4012759, -0.0226596, 0.4012759, -0.0085603, 0.4012759, -0.0099031, 0.4012759, -0.0075532, , , , , , , , , , , , , , , , , , , , , , 
0.4017414, -0.0209812, 0.4480962, -0.0117494, , , , , , , 0.4017414, -0.0099031, 0.4017414, 0.0488441, 0.4017414, -0.0209812, 0.4017414, -0.0125887, 0.4017414, -0.012253, 0.4017414, -0.0082246, , , , , , , , , , , , , , , , , , , , , , 
0.4022069, -0.0072175, 0.4486154, -0.0112459, , , , , , , 0.4022069, -0.0082246, 0.4022069, 0.0475013, 0.4022069, -0.0181277, 0.4022069, -0.0196384, 0.4022069, -0.012253, 0.4022069, -0.0065461, , , , , , , , , , , , , , , , , , , , , , 
0.4026724, 0.0070497, 0.4491346, -0.0109102, , , , , , , 0.4026724, -0.0035248, 0.4026724, 0.0448157, 0.4026724, -0.0176242, 0.4026724, -0.0323949, 0.4026724, -0.0102388, 0.4026724, -0.0068818, , , , , , , , , , , , , , , , , , , , , , 
0.4031379, 0.0085603, 0.4496538, -0.0117494, , , , , , , 0.4031379, -0.0023499, 0.4031379, 0.040116, 0.4031379, -0.0203098, 0.4031379, -0.0501869, 0.4031379, -0.0075532, 0.4031379, -0.014435, , , , , , , , , , , , , , , , , , , , , , 
0.4036034, -0.0023499, 0.4501731, -0.0151064, , , , , , , 0.4036034, -0.0068818, 0.4036034, 0.033402, 0.4036034, -0.0243381, 0.4036034, -0.0656291, 0.4036034, -0.0045319, 0.4036034, -0.026688, , , , , , , , , , , , , , , , , , , , , , 
0.404069, -0.018967, 0.4506923, -0.0179599, , , , , , , 0.404069, -0.0135958, 0.404069, 0.0260166, 0.404069, -0.0229953, 0.404069, -0.0669718, 0.404069, -0.0003357, 0.404069, -0.0347448, , , , , , , , , , , , , , , , , , , , , , 
0.4045345, -0.0287022, 0.4512115, -0.0162814, , , , , , , 0.4045345, -0.0171206, 0.4045345, 0.0226596, 0.4045345, -0.0196384, 0.4045345, -0.0553902, 0.4045345, 0.0025177, 0.4045345, -0.0365911, , , , , , , , , , , , , , , , , , , , , , 
0.405, -0.0293736, 0.4517308, -0.012253, , , , , , , 0.405, -0.0179599, 0.405, 0.0226596, 0.405, -0.0199741, 0.405, -0.043473, 0.405, 0.003357, 0.405, -0.0337377, , , , , , , , , , , , , , , , , , , , , , 
0.4054655, -0.0236667, 0.45225, -0.0078889, , , , , , , 0.4054655, -0.0196384, 0.4054655, 0.0229953, 0.4054655, -0.0250095, 0.4054655, -0.0454871, 0.4054655, 0.0031891, 0.4054655, -0.0287022, , , , , , , , , , , , , , , , , , , , , , 
0.405931, -0.0149386, 0.4527692, -0.0072175, , , , , , , 0.405931, -0.021149, 0.405931, 0.0226596, 0.405931, -0.0317235, 0.405931, -0.0558938, 0.405931, 0.0025177, 0.405931, -0.0246738, , , , , , , , , , , , , , , , , , , , , , 
0.4063966, -0.012253, 0.4532885, -0.0073854, , , , , , , 0.4063966, -0.0218204, 0.4063966, 0.0236667, 0.4063966, -0.0359197, 0.4063966, -0.054551, 0.4063966, 0.0011749, 0.4063966, -0.0260166, , , , , , , , , , , , , , , , , , , , , , 
0.4068621, -0.012253, 0.4538077, -0.0048676, , , , , , , 0.4068621, -0.0223239, 0.4068621, 0.0307164, 0.4068621, -0.0391089, 0.4068621, -0.0246738, 0.4068621, -0.0005035, 0.4068621, -0.0330663, , , , , , , , , , , , , , , , , , , , , , 
0.4073276, -0.0115816, 0.4543269, -0.0011749, , , , , , , 0.4073276, -0.0226596, 0.4073276, 0.0575723, 0.4073276, -0.0428016, 0.4073276, 0.0159457, 0.4073276, -0.0011749, 0.4073276, -0.04448, , , , , , , , , , , , , , , , , , , , , , 
0.4077931, -0.0097353, 0.4548462, -0.0005035, , , , , , , 0.4077931, -0.0236667, 0.4077931, 0.0762036, 0.4077931, -0.04448, 0.4077931, 0.0350805, 0.4077931, -0.0011749, 0.4077931, -0.0552224, , , , , , , , , , , , , , , , , , , , , , 
0.4082586, -0.0095674, 0.4553654, -0.0065461, , , , , , , 0.4082586, -0.0223239, 0.4082586, 0.0716716, 0.4082586, -0.0421302, 0.4082586, 0.026688, 0.4082586, -0.0018463, 0.4082586, -0.0609293, , , , , , , , , , , , , , , , , , , , , , 
0.4087241, -0.008896, 0.4558846, -0.0139315, , , , , , , 0.4087241, -0.0206455, 0.4087241, 0.0609293, 0.4087241, -0.0391089, 0.4087241, 0.005539, 0.4087241, -0.0025177, 0.4087241, -0.0619364, , , , , , , , , , , , , , , , , , , , , , 
0.4091897, -0.0035248, 0.4564038, -0.0179599, , , , , , , 0.4091897, -0.018967, 0.4091897, 0.0553902, 0.4091897, -0.0360876, 0.4091897, -0.01561, 0.4091897, -0.0030213, 0.4091897, -0.047837, , , , , , , , , , , , , , , , , , , , , , 
0.4096552, 0.0058747, 0.4569231, -0.0166171, , , , , , , 0.4096552, -0.0176242, 0.4096552, 0.0535439, 0.4096552, -0.0323949, 0.4096552, -0.0263523, 0.4096552, -0.0052033, 0.4096552, -0.017792, , , , , , , , , , , , , , , , , , , , , , 
0.4101207, 0.0097353, 0.4574423, -0.0129244, , , , , , , 0.4101207, -0.0169528, 0.4101207, 0.0515297, 0.4101207, -0.0283665, 0.4101207, -0.0280308, 0.4101207, -0.0072175, 0.4101207, -0.0028534, , , , , , , , , , , , , , , , , , , , , , 
0.4105862, 0.0025177, 0.4579615, -0.0109102, , , , , , , 0.4105862, -0.0166171, 0.4105862, 0.0491798, 0.4105862, -0.0256809, 0.4105862, -0.0256809, 0.4105862, -0.0072175, 0.4105862, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
0.4110517, -0.0099031, 0.4584808, -0.0068818, , , , , , , 0.4110517, -0.0162814, 0.4110517, 0.0491798, 0.4110517, -0.0256809, 0.4110517, -0.0216526, 0.4110517, -0.0058747, 0.4110517, -0.0538796, , , , , , , , , , , , , , , , , , , , , , 
0.4115172, -0.0193027, 0.459, 0.0035248, , , , , , , 0.4115172, -0.0162814, 0.4115172, 0.0488441, 0.4115172, -0.026688, 0.4115172, -0.0216526, 0.4115172, -0.0052033, 0.4115172, -0.085771, , , , , , , , , , , , , , , , , , , , , , 
0.4119828, -0.0229953, 0.4595192, 0.0065461, , , , , , , 0.4119828, -0.0162814, 0.4119828, 0.0458228, 0.4119828, -0.027863, 0.4119828, -0.0221561, 0.4119828, -0.0045319, 0.4119828, -0.0995346, , , , , , , , , , , , , , , , , , , , , , 
0.4124483, -0.0223239, 0.4600385, 0.0001678, , , , , , , 0.4124483, -0.01561, 0.4124483, 0.040116, 0.4124483, -0.033402, 0.4124483, -0.0182956, 0.4124483, -0.0062104, 0.4124483, -0.0869459, , , , , , , , , , , , , , , , , , , , , , 
0.4129138, -0.0186313, 0.4605577, -0.0075532, , , , , , , 0.4129138, -0.0137636, 0.4129138, 0.033402, 0.4129138, -0.0448157, 0.4129138, -0.0139315, 0.4129138, -0.008896, 0.4129138, -0.0438087, , , , , , , , , , , , , , , , , , , , , , 
0.4133793, -0.0125887, 0.4610769, -0.0099031, , , , , , , 0.4133793, -0.012253, 0.4133793, 0.0280308, 0.4133793, -0.0572366, 0.4133793, -0.0162814, 0.4133793, -0.0105745, 0.4133793, 0.0213169, , , , , , , , , , , , , , , , , , , , , , 
0.4138448, -0.0082246, 0.4615962, -0.006714, , , , , , , 0.4138448, -0.0115816, 0.4138448, 0.0256809, 0.4138448, -0.061265, 0.4138448, -0.0240024, 0.4138448, -0.0099031, 0.4138448, 0.0656291, , , , , , , , , , , , , , , , , , , , , , 
0.4143103, -0.0078889, 0.4621154, -0.0058747, , , , , , , 0.4143103, -0.0099031, 0.4143103, 0.0246738, 0.4143103, -0.0572366, 0.4143103, -0.0310521, 0.4143103, -0.008896, 0.4143103, 0.0485084, , , , , , , , , , , , , , , , , , , , , , 
0.4147759, -0.0129244, 0.4626346, -0.0085603, , , , , , , 0.4147759, -0.0078889, 0.4147759, 0.0280308, 0.4147759, -0.0475013, 0.4147759, -0.0344091, 0.4147759, -0.0090639, 0.4147759, -0.012253, , , , , , , , , , , , , , , , , , , , , , 
0.4152414, -0.0243381, 0.4631538, -0.0129244, , , , , , , 0.4152414, -0.0065461, 0.4152414, 0.0350805, 0.4152414, -0.0394446, 0.4152414, -0.0320592, 0.4152414, -0.0095674, 0.4152414, -0.0595865, , , , , , , , , , , , , , , , , , , , , , 
0.4157069, -0.0391089, 0.4636731, -0.01561, , , , , , , 0.4157069, -0.0062104, 0.4157069, 0.0392767, 0.4157069, -0.0347448, 0.4157069, -0.0256809, 0.4157069, -0.008896, 0.4157069, -0.0679789, , , , , , , , , , , , , , , , , , , , , , 
0.4161724, -0.0411231, 0.4641923, -0.0193027, , , , , , , 0.4161724, -0.0062104, 0.4161724, 0.0411231, 0.4161724, -0.0337377, 0.4161724, -0.018967, 0.4161724, -0.0068818, 0.4161724, -0.0572366, , , , , , , , , , , , , , , , , , , , , , 
0.4166379, -0.0265202, 0.4647115, -0.0216526, , , , , , , 0.4166379, -0.0072175, 0.4166379, 0.0397803, 0.4166379, -0.0332341, 0.4166379, -0.0169528, 0.4166379, -0.0045319, 0.4166379, -0.0466621, , , , , , , , , , , , , , , , , , , , , , 
0.4171034, -0.012253, 0.4652308, -0.0224918, , , , , , , 0.4171034, -0.0083925, 0.4171034, 0.0364233, 0.4171034, -0.0273594, 0.4171034, -0.0199741, 0.4171034, -0.0028534, 0.4171034, -0.026688, , , , , , , , , , , , , , , , , , , , , , 
0.417569, -0.0125887, 0.46575, -0.0223239, , , , , , , 0.417569, -0.0082246, 0.417569, 0.033402, 0.417569, -0.018967, 0.417569, -0.0226596, 0.417569, -0.0030213, 0.417569, -0.0070497, , , , , , , , , , , , , , , , , , , , , , 
0.4180345, -0.0176242, 0.4662692, -0.0213169, , , , , , , 0.4180345, -0.0063783, 0.4180345, 0.0280308, 0.4180345, -0.0162814, 0.4180345, -0.023331, 0.4180345, -0.0035248, 0.4180345, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.4185, -0.0119173, 0.4667885, -0.0203098, , , , , , , 0.4185, -0.0052033, 0.4185, 0.0229953, 0.4185, -0.0209812, 0.4185, -0.0234989, 0.4185, -0.0045319, 0.4185, -0.0558938, , , , , , , , , , , , , , , , , , , , , , 
0.4189655, 0.0003357, 0.4673077, -0.018967, , , , , , , 0.4189655, -0.005539, 0.4189655, 0.0206455, 0.4189655, -0.0283665, 0.4189655, -0.0243381, 0.4189655, -0.0041962, 0.4189655, -0.0740215, , , , , , , , , , , , , , , , , , , , , , 
0.419431, 0.0062104, 0.4678269, -0.01561, , , , , , , 0.419431, -0.0062104, 0.419431, 0.0196384, 0.419431, -0.0350805, 0.419431, -0.0261845, 0.419431, -0.0041962, 0.419431, -0.0397803, , , , , , , , , , , , , , , , , , , , , , 
0.4198966, 0.0005035, 0.4683462, -0.0129244, , , , , , , 0.4198966, -0.0048676, 0.4198966, 0.0179599, 0.4198966, -0.0399481, 0.4198966, -0.0270237, 0.4198966, -0.0035248, 0.4198966, 0.0125887, , , , , , , , , , , , , , , , , , , , , , 
0.4203621, -0.008896, 0.4688654, -0.0099031, , , , , , , 0.4203621, -0.0028534, 0.4203621, 0.0162814, 0.4203621, -0.0424659, 0.4203621, -0.0263523, 0.4203621, -0.0041962, 0.4203621, 0.0251774, , , , , , , , , , , , , , , , , , , , , , 
0.4208276, -0.0125887, 0.4693846, -0.0083925, , , , , , , 0.4208276, -0.0018463, 0.4208276, 0.0142672, 0.4208276, -0.0411231, 0.4208276, -0.0275273, 0.4208276, -0.0036927, 0.4208276, 0.0048676, , , , , , , , , , , , , , , , , , , , , , 
0.4212931, -0.0075532, 0.4699038, -0.0109102, , , , , , , 0.4212931, -0.0028534, 0.4212931, 0.0132601, 0.4212931, -0.0374304, 0.4212931, -0.0340734, 0.4212931, -0.0025177, 0.4212931, -0.0016785, , , , , , , , , , , , , , , , , , , , , , 
0.4217586, -0.0028534, 0.4704231, -0.0124208, , , , , , , 0.4217586, -0.0035248, 0.4217586, 0.012253, 0.4217586, -0.0340734, 0.4217586, -0.0428016, 0.4217586, -0.0025177, 0.4217586, 0.0142672, , , , , , , , , , , , , , , , , , , , , , 
0.4222241, -0.0035248, 0.4709423, -0.0135958, , , , , , , 0.4222241, -0.0041962, 0.4222241, 0.0112459, 0.4222241, -0.0327306, 0.4222241, -0.0488441, 0.4222241, -0.0028534, 0.4222241, 0.0260166, , , , , , , , , , , , , , , , , , , , , , 
0.4226897, -0.0090639, 0.4714615, -0.0112459, , , , , , , 0.4226897, -0.0028534, 0.4226897, 0.0104067, 0.4226897, -0.0310521, 0.4226897, -0.0480049, 0.4226897, -0.0041962, 0.4226897, 0.0250095, , , , , , , , , , , , , , , , , , , , , , 
0.4231552, -0.01561, 0.4719808, -0.0082246, , , , , , , 0.4231552, -0.0011749, 0.4231552, 0.0095674, 0.4231552, -0.0280308, 0.4231552, -0.0421302, 0.4231552, -0.005539, 0.4231552, 0.0236667, , , , , , , , , , , , , , , , , , , , , , 
0.4236207, -0.0199741, 0.4725, -0.0072175, , , , , , , 0.4236207, 0.0010071, 0.4236207, 0.0092317, 0.4236207, -0.0224918, 0.4236207, -0.0347448, 0.4236207, -0.0062104, 0.4236207, 0.0280308, , , , , , , , , , , , , , , , , , , , , , 
0.4240862, -0.0224918, 0.4730192, -0.0068818, , , , , , , 0.4240862, 0.0011749, 0.4240862, 0.008896, 0.4240862, -0.017792, 0.4240862, -0.0283665, 0.4240862, -0.0045319, 0.4240862, 0.0287022, , , , , , , , , , , , , , , , , , , , , , 
0.4245517, -0.0236667, 0.4735385, -0.0075532, , , , , , , 0.4245517, 0.0003357, 0.4245517, 0.0078889, 0.4245517, -0.0147707, 0.4245517, -0.0250095, 0.4245517, -0.0001678, 0.4245517, 0.0206455, , , , , , , , , , , , , , , , , , , , , , 
0.4250172, -0.0219883, 0.4740577, -0.008896, , , , , , , 0.4250172, -0.0018463, 0.4250172, 0.0050355, 0.4250172, -0.0129244, 0.4250172, -0.0256809, 0.4250172, 0.0048676, 0.4250172, 0.0097353, , , , , , , , , , , , , , , , , , , , , , 
0.4254828, -0.018967, 0.4745769, -0.0072175, , , , , , , 0.4254828, -0.0020142, 0.4254828, 0.0030213, 0.4254828, -0.008896, 0.4254828, -0.0290379, 0.4254828, 0.0068818, 0.4254828, 0.0025177, , , , , , , , , , , , , , , , , , , , , , 
0.4259483, -0.0171206, 0.4750962, -0.0045319, , , , , , , 0.4259483, -0.0016785, 0.4259483, 0.0035248, 0.4259483, -0.0050355, 0.4259483, -0.0330663, 0.4259483, 0.0065461, 0.4259483, -0.0008392, , , , , , , , , , , , , , , , , , , , , , 
0.4264138, -0.0169528, 0.4756154, -0.0057069, , , , , , , 0.4264138, -0.0025177, 0.4264138, 0.0035248, 0.4264138, -0.0038605, 0.4264138, -0.0347448, 0.4264138, 0.0048676, 0.4264138, -0.0035248, , , , , , , , , , , , , , , , , , , , , , 
0.4268793, -0.0151064, 0.4761346, -0.0105745, , , , , , , 0.4268793, -0.0031891, 0.4268793, 0.0028534, 0.4268793, -0.0045319, 0.4268793, -0.0354162, 0.4268793, 0.0036927, 0.4268793, -0.0052033, , , , , , , , , , , , , , , , , , , , , , 
0.4273448, -0.012253, 0.4766538, -0.0139315, , , , , , , 0.4273448, -0.0025177, 0.4273448, 0.0015106, 0.4273448, -0.0048676, 0.4273448, -0.036759, 0.4273448, 0.0030213, 0.4273448, -0.0048676, , , , , , , , , , , , , , , , , , , , , , 
0.4278103, -0.0102388, 0.4771731, -0.0135958, , , , , , , 0.4278103, -0.002182, 0.4278103, 0.0003357, 0.4278103, -0.0048676, 0.4278103, -0.0339055, 0.4278103, 0.0025177, 0.4278103, -0.005539, , , , , , , , , , , , , , , , , , , , , , 
0.4282759, -0.0078889, 0.4776923, -0.0135958, , , , , , , 0.4282759, -0.0028534, 0.4282759, -0.0005035, 0.4282759, -0.0062104, 0.4282759, -0.0256809, 0.4282759, 0.0025177, 0.4282759, -0.005539, , , , , , , , , , , , , , , , , , , , , , 
0.4287414, -0.0072175, 0.4782115, -0.0151064, , , , , , , 0.4287414, -0.0031891, 0.4287414, -0.0010071, 0.4287414, -0.0068818, 0.4287414, -0.0166171, 0.4287414, 0.0010071, 0.4287414, -0.005539, , , , , , , , , , , , , , , , , , , , , , 
