Application:, Trigno Discover (2.0.1.3)
Date/Time:, 24-09-2025 10:42:02
Collection Length (seconds):, 4.995
 Hamstrings left (85586), , TibilaisÂ Anterior right (85650), ,  Rectus Femoris left (85878), ,  Rectus Femoris right (85844), ,  Hamstrings right (85641), ,  Gastrocnemius right (85873), ,  Gastrocnemius left (85904), , TibilaisÂ Anterior left (85605)
sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , Pair, E1, E2, T1, T2, V1, V2, Sensor, Channel, Units, Delta T, RMS, PKPK, Peak Value, TPK, Integral
0.8747069, -0.0125887, 0.8747069, -0.0129244, 0.8747069, -0.0099031, 0.8747069, 0.0179599, 0.8747069, -0.0243381, 0.8747069, -0.0028534, 0.8747069, -0.0270237, 0.8747069, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.8751724, -0.0125887, 0.8751724, -0.0149386, 0.8751724, -0.0082246, 0.8751724, 0.0206455, 0.8751724, -0.0243381, 0.8751724, -0.0016785, 0.8751724, -0.0236667, 0.8751724, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
0.8756379, -0.0115816, 0.8756379, -0.014435, 0.8756379, -0.0068818, 0.8756379, 0.0226596, 0.8756379, -0.0260166, 0.8756379, -0.0008392, 0.8756379, -0.0209812, 0.8756379, -0.0129244, , , , , , , , , , , , , , , , , , , , , , 
0.8761034, -0.0109102, 0.8761034, -0.0139315, 0.8761034, -0.0078889, 0.8761034, 0.021149, 0.8761034, -0.026688, 0.8761034, -0.0003357, 0.8761034, -0.0199741, 0.8761034, -0.0142672, , , , , , , , , , , , , , , , , , , , , , 
0.876569, -0.0112459, 0.876569, -0.0142672, 0.876569, -0.0095674, 0.876569, 0.0196384, 0.876569, -0.0273594, 0.876569, -0.0001678, 0.876569, -0.0216526, 0.876569, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.8770345, -0.0115816, 0.8770345, -0.0142672, 0.8770345, -0.0115816, 0.8770345, 0.0196384, 0.8770345, -0.0290379, 0.8770345, -0.0008392, 0.8770345, -0.0263523, 0.8770345, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.8775, -0.012253, 0.8775, -0.0146029, 0.8775, -0.0125887, 0.8775, 0.0196384, 0.8775, -0.0283665, 0.8775, -0.002182, 0.8775, -0.0283665, 0.8775, -0.0204776, , , , , , , , , , , , , , , , , , , , , , 
0.8779655, -0.012253, 0.8779655, -0.0149386, 0.8779655, -0.0109102, 0.8779655, 0.0191348, 0.8779655, -0.0263523, 0.8779655, -0.0015106, 0.8779655, -0.0276951, 0.8779655, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.878431, -0.012253, 0.878431, -0.0142672, 0.878431, -0.0090639, 0.878431, 0.0186313, 0.878431, -0.0261845, 0.878431, -0.0008392, 0.878431, -0.0292058, 0.878431, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.8788966, -0.012253, 0.8788966, -0.0135958, 0.8788966, -0.0099031, 0.8788966, 0.0196384, 0.8788966, -0.0270237, 0.8788966, -0.0016785, 0.8788966, -0.0323949, 0.8788966, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.8793621, -0.0109102, 0.8793621, -0.0142672, 0.8793621, -0.0109102, 0.8793621, 0.018967, 0.8793621, -0.0276951, 0.8793621, -0.0041962, 0.8793621, -0.0328985, 0.8793621, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.8798276, -0.0115816, 0.8798276, -0.0149386, 0.8798276, -0.0105745, 0.8798276, 0.0193027, 0.8798276, -0.0283665, 0.8798276, -0.0062104, 0.8798276, -0.0323949, 0.8798276, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.8802931, -0.012253, 0.8802931, -0.0142672, 0.8802931, -0.0095674, 0.8802931, 0.0209812, 0.8802931, -0.0273594, 0.8802931, -0.0058747, 0.8802931, -0.0327306, 0.8802931, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
0.8807586, -0.012253, 0.8807586, -0.0129244, 0.8807586, -0.008896, 0.8807586, 0.0209812, 0.8807586, -0.0276951, 0.8807586, -0.0048676, 0.8807586, -0.0342412, 0.8807586, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
0.8812241, -0.0129244, 0.8812241, -0.0124208, 0.8812241, -0.0092317, 0.8812241, 0.0196384, 0.8812241, -0.0290379, 0.8812241, -0.0048676, 0.8812241, -0.0337377, 0.8812241, -0.0209812, , , , , , , , , , , , , , , , , , , , , , 
0.8816897, -0.0135958, 0.8816897, -0.0129244, 0.8816897, -0.0095674, 0.8816897, 0.0184634, 0.8816897, -0.027863, 0.8816897, -0.0041962, 0.8816897, -0.030045, 0.8816897, -0.0191348, , , , , , , , , , , , , , , , , , , , , , 
0.8821552, -0.0129244, 0.8821552, -0.0129244, 0.8821552, -0.0085603, 0.8821552, 0.0179599, 0.8821552, -0.0263523, 0.8821552, -0.0028534, 0.8821552, -0.0246738, 0.8821552, -0.0152743, , , , , , , , , , , , , , , , , , , , , , 
0.8826207, -0.0135958, 0.8826207, -0.012253, 0.8826207, -0.0058747, 0.8826207, 0.0179599, 0.8826207, -0.0261845, 0.8826207, -0.0008392, 0.8826207, -0.0219883, 0.8826207, -0.0125887, , , , , , , , , , , , , , , , , , , , , , 
0.8830862, -0.0135958, 0.8830862, -0.0109102, 0.8830862, -0.0050355, 0.8830862, 0.0186313, 0.8830862, -0.0270237, 0.8830862, 0.0018463, 0.8830862, -0.0226596, 0.8830862, -0.0135958, , , , , , , , , , , , , , , , , , , , , , 
0.8835517, -0.0129244, 0.8835517, -0.0102388, 0.8835517, -0.005539, 0.8835517, 0.0193027, 0.8835517, -0.0276951, 0.8835517, 0.002182, 0.8835517, -0.0240024, 0.8835517, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.8840172, -0.012253, 0.8840172, -0.008896, 0.8840172, -0.0062104, 0.8840172, 0.0196384, 0.8840172, -0.027863, 0.8840172, 0.0011749, 0.8840172, -0.0229953, 0.8840172, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.8844828, -0.012253, 0.8844828, -0.0092317, 0.8844828, -0.0075532, 0.8844828, 0.0191348, 0.8844828, -0.0283665, 0.8844828, 0.0018463, 0.8844828, -0.0226596, 0.8844828, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.8849483, -0.0125887, 0.8849483, -0.0115816, 0.8849483, -0.0083925, 0.8849483, 0.0186313, 0.8849483, -0.0287022, 0.8849483, 0.002182, 0.8849483, -0.0229953, 0.8849483, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.8854138, -0.012253, 0.8854138, -0.0137636, 0.8854138, -0.0077211, 0.8854138, 0.0186313, 0.8854138, -0.0287022, 0.8854138, 0.0005035, 0.8854138, -0.0226596, 0.8854138, -0.0151064, , , , , , , , , , , , , , , , , , , , , , 
0.8858793, -0.012253, 0.8858793, -0.0146029, 0.8858793, -0.0082246, 0.8858793, 0.0199741, 0.8858793, -0.0293736, 0.8858793, -0.0015106, 0.8858793, -0.0209812, 0.8858793, -0.0152743, , , , , , , , , , , , , , , , , , , , , , 
0.8863448, -0.0115816, 0.8863448, -0.0146029, 0.8863448, -0.0092317, 0.8863448, 0.0199741, 0.8863448, -0.0302129, 0.8863448, -0.0035248, 0.8863448, -0.0203098, 0.8863448, -0.0164492, , , , , , , , , , , , , , , , , , , , , , 
0.8868103, -0.0124208, 0.8868103, -0.0146029, 0.8868103, -0.0095674, 0.8868103, 0.0193027, 0.8868103, -0.0292058, 0.8868103, -0.005539, 0.8868103, -0.0223239, 0.8868103, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.8872759, -0.0129244, 0.8872759, -0.0135958, 0.8872759, -0.0085603, 0.8872759, 0.0162814, 0.8872759, -0.0288701, 0.8872759, -0.0062104, 0.8872759, -0.0246738, 0.8872759, -0.0199741, , , , , , , , , , , , , , , , , , , , , , 
0.8877414, -0.012253, 0.8877414, -0.0129244, 0.8877414, -0.0068818, 0.8877414, 0.0157778, 0.8877414, -0.0290379, 0.8877414, -0.005539, 0.8877414, -0.0292058, 0.8877414, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
0.8882069, -0.0119173, 0.8882069, -0.0132601, 0.8882069, -0.0072175, 0.8882069, 0.0162814, 0.8882069, -0.0287022, 0.8882069, -0.0050355, 0.8882069, -0.0347448, 0.8882069, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
0.8886724, -0.0125887, 0.8886724, -0.0129244, 0.8886724, -0.008896, 0.8886724, 0.0176242, 0.8886724, -0.0283665, 0.8886724, -0.0057069, 0.8886724, -0.0374304, 0.8886724, -0.0204776, , , , , , , , , , , , , , , , , , , , , , 
0.8891379, -0.0137636, 0.8891379, -0.012253, 0.8891379, -0.0102388, 0.8891379, 0.0172885, 0.8891379, -0.0287022, 0.8891379, -0.005539, 0.8891379, -0.0360876, 0.8891379, -0.0198062, , , , , , , , , , , , , , , , , , , , , , 
0.8896034, -0.0129244, 0.8896034, -0.012253, 0.8896034, -0.008896, 0.8896034, 0.0172885, 0.8896034, -0.0293736, 0.8896034, -0.0041962, 0.8896034, -0.0320592, 0.8896034, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.890069, -0.0109102, 0.890069, -0.0119173, 0.890069, -0.0077211, 0.890069, 0.0172885, 0.890069, -0.0297093, 0.890069, -0.0028534, 0.890069, -0.0290379, 0.890069, -0.0191348, , , , , , , , , , , , , , , , , , , , , , 
0.8905345, -0.0095674, 0.8905345, -0.0115816, 0.8905345, -0.0085603, 0.8905345, 0.0169528, 0.8905345, -0.0283665, 0.8905345, -0.0028534, 0.8905345, -0.0270237, 0.8905345, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.891, -0.0109102, 0.891, -0.0117494, 0.891, -0.0095674, 0.891, 0.0162814, 0.891, -0.0270237, 0.891, -0.0041962, 0.891, -0.0253452, 0.891, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.8914655, -0.0129244, 0.8914655, -0.0119173, 0.8914655, -0.008896, 0.8914655, 0.0172885, 0.8914655, -0.0273594, 0.8914655, -0.0045319, 0.8914655, -0.0246738, 0.8914655, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.891931, -0.0142672, 0.891931, -0.0129244, 0.891931, -0.008896, 0.891931, 0.0176242, 0.891931, -0.0251774, 0.891931, -0.0045319, 0.891931, -0.0243381, 0.891931, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.8923966, -0.0149386, 0.8923966, -0.0146029, 0.8923966, -0.0092317, 0.8923966, 0.0166171, 0.8923966, -0.0196384, 0.8923966, -0.0035248, 0.8923966, -0.0224918, 0.8923966, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.8928621, -0.0166171, 0.8928621, -0.01561, 0.8928621, -0.0090639, 0.8928621, 0.0152743, 0.8928621, -0.0149386, 0.8928621, -0.0038605, 0.8928621, -0.0208133, 0.8928621, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.8933276, -0.018967, 0.8933276, -0.0140993, 0.8933276, -0.0095674, 0.8933276, 0.0142672, 0.8933276, -0.0151064, 0.8933276, -0.0048676, 0.8933276, -0.0186313, 0.8933276, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.8937931, -0.0206455, 0.8937931, -0.0135958, 0.8937931, -0.0092317, 0.8937931, 0.0146029, 0.8937931, -0.0176242, 0.8937931, -0.0058747, 0.8937931, -0.0162814, 0.8937931, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
0.8942586, -0.0209812, 0.8942586, -0.0129244, 0.8942586, -0.0097353, 0.8942586, 0.0161135, 0.8942586, -0.0199741, 0.8942586, -0.0043641, 0.8942586, -0.0125887, 0.8942586, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.8947241, -0.021149, 0.8947241, -0.012253, 0.8947241, -0.011078, 0.8947241, 0.0162814, 0.8947241, -0.0223239, 0.8947241, -0.0025177, 0.8947241, -0.0078889, 0.8947241, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.8951897, -0.0206455, 0.8951897, -0.0109102, 0.8951897, -0.012253, 0.8951897, 0.0152743, 0.8951897, -0.0250095, 0.8951897, -0.0011749, 0.8951897, -0.005539, 0.8951897, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.8956552, -0.0209812, 0.8956552, -0.0105745, 0.8956552, -0.0119173, 0.8956552, 0.0152743, 0.8956552, -0.0283665, 0.8956552, -0.002182, 0.8956552, -0.0082246, 0.8956552, -0.0193027, , , , , , , , , , , , , , , , , , , , , , 
0.8961207, -0.0193027, 0.8961207, -0.012253, 0.8961207, -0.0115816, 0.8961207, 0.0159457, 0.8961207, -0.0323949, 0.8961207, -0.002182, 0.8961207, -0.0129244, 0.8961207, -0.0203098, , , , , , , , , , , , , , , , , , , , , , 
0.8965862, -0.0164492, 0.8965862, -0.0152743, 0.8965862, -0.0114137, 0.8965862, 0.0152743, 0.8965862, -0.0370947, 0.8965862, -0.002182, 0.8965862, -0.0203098, 0.8965862, -0.0204776, , , , , , , , , , , , , , , , , , , , , , 
0.8970517, -0.0129244, 0.8970517, -0.0157778, 0.8970517, -0.0095674, 0.8970517, 0.0146029, 0.8970517, -0.0407874, 0.8970517, -0.0031891, 0.8970517, -0.0313878, 0.8970517, -0.0218204, , , , , , , , , , , , , , , , , , , , , , 
0.8975172, -0.0087282, 0.8975172, -0.0139315, 0.8975172, -0.0065461, 0.8975172, 0.0146029, 0.8975172, -0.0458228, 0.8975172, -0.0052033, 0.8975172, -0.0491798, 0.8975172, -0.0231632, , , , , , , , , , , , , , , , , , , , , , 
0.8979828, -0.0068818, 0.8979828, -0.0109102, 0.8979828, -0.0057069, 0.8979828, 0.0159457, 0.8979828, -0.0540475, 0.8979828, -0.0041962, 0.8979828, -0.0673075, 0.8979828, -0.0231632, , , , , , , , , , , , , , , , , , , , , , 
0.8984483, -0.0082246, 0.8984483, -0.0082246, 0.8984483, -0.0065461, 0.8984483, 0.0171206, 0.8984483, -0.057908, 0.8984483, -0.0001678, 0.8984483, -0.0760357, 0.8984483, -0.0209812, , , , , , , , , , , , , , , , , , , , , , 
0.8989138, -0.0105745, 0.8989138, -0.0075532, 0.8989138, -0.0062104, 0.8989138, 0.0179599, 0.8989138, -0.0501869, 0.8989138, 0.0028534, 0.8989138, -0.0715038, 0.8989138, -0.0167849, , , , , , , , , , , , , , , , , , , , , , 
0.8993793, -0.0115816, 0.8993793, -0.0092317, 0.8993793, -0.0065461, 0.8993793, 0.0186313, 0.8993793, -0.0381018, 0.8993793, 0.0001678, 0.8993793, -0.0557259, 0.8993793, -0.012253, , , , , , , , , , , , , , , , , , , , , , 
0.8998448, -0.0109102, 0.8998448, -0.0125887, 0.8998448, -0.0082246, 0.8998448, 0.0176242, 0.8998448, -0.0317235, 0.8998448, -0.0045319, 0.8998448, -0.0387732, 0.8998448, -0.0102388, , , , , , , , , , , , , , , , , , , , , , 
0.9003103, -0.0095674, 0.9003103, -0.0151064, 0.9003103, -0.0092317, 0.9003103, 0.0169528, 0.9003103, -0.0313878, 0.9003103, -0.005539, 0.9003103, -0.0303807, 0.9003103, -0.0119173, , , , , , , , , , , , , , , , , , , , , , 
0.9007759, -0.0105745, 0.9007759, -0.0162814, 0.9007759, -0.0090639, 0.9007759, 0.0169528, 0.9007759, -0.0317235, 0.9007759, -0.0041962, 0.9007759, -0.0290379, 0.9007759, -0.0142672, , , , , , , , , , , , , , , , , , , , , , 
0.9012414, -0.012253, 0.9012414, -0.0151064, 0.9012414, -0.008896, 0.9012414, 0.0176242, 0.9012414, -0.0302129, 0.9012414, -0.0052033, 0.9012414, -0.0290379, 0.9012414, -0.0142672, , , , , , , , , , , , , , , , , , , , , , 
0.9017069, -0.0129244, 0.9017069, -0.0135958, 0.9017069, -0.0082246, 0.9017069, 0.0182956, 0.9017069, -0.0273594, 0.9017069, -0.0075532, 0.9017069, -0.0270237, 0.9017069, -0.0117494, , , , , , , , , , , , , , , , , , , , , , 
0.9021724, -0.0127565, 0.9021724, -0.012253, 0.9021724, -0.0082246, 0.9021724, 0.0191348, 0.9021724, -0.0236667, 0.9021724, -0.008896, 0.9021724, -0.0223239, 0.9021724, -0.0109102, , , , , , , , , , , , , , , , , , , , , , 
0.9026379, -0.0129244, 0.9026379, -0.0112459, 0.9026379, -0.0092317, 0.9026379, 0.0199741, 0.9026379, -0.0216526, 0.9026379, -0.0075532, 0.9026379, -0.0216526, 0.9026379, -0.0125887, , , , , , , , , , , , , , , , , , , , , , 
0.9031034, -0.0124208, 0.9031034, -0.0115816, 0.9031034, -0.0085603, 0.9031034, 0.0196384, 0.9031034, -0.0224918, 0.9031034, -0.0041962, 0.9031034, -0.0276951, 0.9031034, -0.014435, , , , , , , , , , , , , , , , , , , , , , 
0.903569, -0.0124208, 0.903569, -0.012253, 0.903569, -0.0078889, 0.903569, 0.0182956, 0.903569, -0.0253452, 0.903569, -0.002182, 0.903569, -0.0377661, 0.903569, -0.0157778, , , , , , , , , , , , , , , , , , , , , , 
0.9040345, -0.0119173, 0.9040345, -0.0135958, 0.9040345, -0.0077211, 0.9040345, 0.0172885, 0.9040345, -0.0256809, 0.9040345, -0.0031891, 0.9040345, -0.0439765, 0.9040345, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.9045, -0.0102388, 0.9045, -0.0139315, 0.9045, -0.0072175, 0.9045, 0.0172885, 0.9045, -0.023331, 0.9045, -0.0068818, 0.9045, -0.04448, 0.9045, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.9049655, -0.008896, 0.9049655, -0.012253, 0.9049655, -0.0082246, 0.9049655, 0.0179599, 0.9049655, -0.0216526, 0.9049655, -0.0082246, 0.9049655, -0.0417945, 0.9049655, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.905431, -0.0099031, 0.905431, -0.0099031, 0.905431, -0.0104067, 0.905431, 0.0182956, 0.905431, -0.0229953, 0.905431, -0.0035248, 0.905431, -0.0370947, 0.905431, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.9058966, -0.0115816, 0.9058966, -0.008896, 0.9058966, -0.0109102, 0.9058966, 0.0186313, 0.9058966, -0.0236667, 0.9058966, 0.0030213, 0.9058966, -0.0213169, 0.9058966, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.9063621, -0.0119173, 0.9063621, -0.0082246, 0.9063621, -0.0115816, 0.9063621, 0.0204776, 0.9063621, -0.0229953, 0.9063621, 0.005539, 0.9063621, -0.0001678, 0.9063621, -0.0179599, , , , , , , , , , , , , , , , , , , , , , 
0.9068276, -0.0130922, 0.9068276, -0.0085603, 0.9068276, -0.012253, 0.9068276, 0.0209812, 0.9068276, -0.0238346, 0.9068276, 0.005539, 0.9068276, 0.0048676, 0.9068276, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.9072931, -0.0135958, 0.9072931, -0.0095674, 0.9072931, -0.0124208, 0.9072931, 0.0216526, 0.9072931, -0.026688, 0.9072931, 0.0062104, 0.9072931, -0.0112459, 0.9072931, -0.0169528, , , , , , , , , , , , , , , , , , , , , , 
0.9077586, -0.0129244, 0.9077586, -0.0105745, 0.9077586, -0.0109102, 0.9077586, 0.0226596, 0.9077586, -0.0323949, 0.9077586, 0.0070497, 0.9077586, -0.0297093, 0.9077586, -0.0176242, , , , , , , , , , , , , , , , , , , , , , 
0.9082241, -0.0112459, 0.9082241, -0.0115816, 0.9082241, -0.0097353, 0.9082241, 0.0213169, 0.9082241, -0.0354162, 0.9082241, 0.0065461, 0.9082241, -0.0280308, 0.9082241, -0.0182956, , , , , , , , , , , , , , , , , , , , , , 
0.9086897, -0.0105745, 0.9086897, -0.012253, 0.9086897, -0.0085603, 0.9086897, 0.0203098, 0.9086897, -0.0317235, 0.9086897, 0.005539, 0.9086897, -0.012253, 0.9086897, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.9091552, -0.0115816, 0.9091552, -0.0117494, 0.9091552, -0.0082246, 0.9091552, 0.0196384, 0.9091552, -0.0265202, 0.9091552, 0.002182, 0.9091552, -0.0038605, 0.9091552, -0.01561, , , , , , , , , , , , , , , , , , , , , , 
0.9096207, -0.0125887, 0.9096207, -0.0112459, 0.9096207, -0.0068818, 0.9096207, 0.0186313, 0.9096207, -0.0238346, 0.9096207, -0.0035248, 0.9096207, -0.0082246, 0.9096207, -0.0149386, , , , , , , , , , , , , , , , , , , , , , 
0.9100862, -0.0115816, 0.9100862, -0.012253, 0.9100862, -0.0077211, 0.9100862, 0.0172885, 0.9100862, -0.0229953, 0.9100862, -0.0078889, 0.9100862, -0.0166171, 0.9100862, -0.0135958, , , , , , , , , , , , , , , , , , , , , , 
0.9105517, -0.0112459, 0.9105517, -0.0127565, 0.9105517, -0.0092317, 0.9105517, 0.0172885, 0.9105517, -0.0219883, 0.9105517, -0.0092317, 0.9105517, -0.0253452, 0.9105517, -0.0142672, , , , , , , , , , , , , , , , , , , , , , 
0.9110172, -0.0115816, 0.9110172, -0.012253, 0.9110172, -0.0114137, 0.9110172, 0.0196384, 0.9110172, -0.021149, 0.9110172, -0.0072175, 0.9110172, -0.0337377, 0.9110172, -0.0164492, , , , , , , , , , , , , , , , , , , , , , 
0.9114828, -0.0129244, 0.9114828, -0.0119173, 0.9114828, -0.0129244, 0.9114828, 0.0199741, 0.9114828, -0.0213169, 0.9114828, -0.0038605, 0.9114828, -0.0431373, 0.9114828, -0.0199741, , , , , , , , , , , , , , , , , , , , , , 
0.9119483, -0.0135958, 0.9119483, -0.0142672, 0.9119483, -0.0130922, 0.9119483, 0.0193027, 0.9119483, -0.023331, 0.9119483, -0.0035248, 0.9119483, -0.0543832, 0.9119483, -0.0216526, , , , , , , , , , , , , , , , , , , , , , 
0.9124138, -0.0142672, 0.9124138, -0.0179599, 0.9124138, -0.0129244, 0.9124138, 0.0191348, 0.9124138, -0.0250095, 0.9124138, -0.0068818, 0.9124138, -0.064622, 0.9124138, -0.0219883, , , , , , , , , , , , , , , , , , , , , , 
0.9128793, -0.0149386, 0.9128793, -0.0182956, 0.9128793, -0.0135958, 0.9128793, 0.0199741, 0.9128793, -0.0250095, 0.9128793, -0.0097353, 0.9128793, -0.0726787, 0.9128793, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.9133448, -0.0142672, 0.9133448, -0.01561, 0.9133448, -0.0125887, 0.9133448, 0.0203098, 0.9133448, -0.0246738, 0.9133448, -0.0092317, 0.9133448, -0.079057, 0.9133448, -0.0166171, , , , , , , , , , , , , , , , , , , , , , 
0.9138103, -0.012253, 0.9138103, -0.0129244, 0.9138103, -0.010071, 0.9138103, 0.0213169, 0.9138103, -0.0250095, 0.9138103, -0.0057069, 0.9138103, -0.082414, 0.9138103, -0.0162814, , , , , , , , , , , , , , , , , , , , , , 
0.9142759, -0.0115816, 0.9142759, -0.0119173, 0.9142759, -0.0095674, 0.9142759, 0.0213169, 0.9142759, -0.024506, 0.9142759, -0.0015106, 0.9142759, -0.0820783, 0.9142759, -0.0172885, , , , , , , , , , , , , , , , , , , , , , 
0.9147414, -0.0124208, 0.9147414, -0.0109102, 0.9147414, -0.0097353, 0.9147414, 0.0213169, 0.9147414, -0.023331, 0.9147414, -0.0005035, 0.9147414, -0.0815747, 0.9147414, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
0.9152069, -0.012253, 0.9152069, -0.0109102, 0.9152069, -0.008896, 0.9152069, 0.0219883, 0.9152069, -0.0229953, 0.9152069, -0.002182, 0.9152069, -0.0800641, 0.9152069, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.9156724, -0.0112459, 0.9156724, -0.0109102, 0.9156724, -0.0072175, 0.9156724, 0.0213169, 0.9156724, -0.0243381, 0.9156724, -0.0015106, 0.9156724, -0.0733501, 0.9156724, -0.0199741, , , , , , , , , , , , , , , , , , , , , , 
0.9161379, -0.0115816, 0.9161379, -0.0112459, 0.9161379, -0.0072175, 0.9161379, 0.0199741, 0.9161379, -0.0256809, 0.9161379, -0.0013428, 0.9161379, -0.0525368, 0.9161379, -0.0196384, , , , , , , , , , , , , , , , , , , , , , 
0.9166034, -0.0115816, 0.9166034, -0.0135958, 0.9166034, -0.008896, 0.9166034, 0.018967, 0.9166034, -0.0240024, 0.9166034, -0.0008392, 0.9166034, -0.0161135, 0.9166034, -0.0186313, , , , , , , , , , , , , , , , , , , , , , 
0.917069, -0.0115816, 0.917069, -0.0149386, 0.917069, -0.0105745, 0.917069, 0.0176242, 0.917069, -0.0226596, 0.917069, 0.0003357, 0.917069, 0.0263523, 0.917069, -0.017792, , , , , , , , , , , , , , , , , , , , , , 
0.9175345, -0.0119173, 0.9175345, -0.0142672, 0.9175345, -0.0112459, 0.9175345, 0.0159457, 0.9175345, -0.0238346, 0.9175345, 0.0008392, 0.9175345, 0.0543832, 0.9175345, -0.017792, , , , , , , , , , , , , , , , , , , , , , 
0.918, 0, 0.918, -0.0135958, 0.918, -0.011078, 0.918, 0.0166171, 0.918, -0.0253452, 0.918, -0.0008392, 0.918, 0.0562295, 0.918, -0.018967, , , , , , , , , , , , , , , , , , , , , , 
0.9184655, 0, 0.9184655, -0.0139315, 0.9184655, -0.0097353, 0.9184655, 0.0172885, 0.9184655, -0.0265202, 0.9184655, -0.0035248, 0.9184655, 0.0424659, 0.9184655, -0.017792, , , , , , , , , , , , , , , , , , , , , , 
0.918931, 0, 0.918931, -0.014435, 0.918931, -0.0092317, 0.918931, 0.0179599, 0.918931, -0.0263523, 0.918931, -0.0052033, 0.918931, 0.0243381, 0.918931, -0.0152743, , , , , , , , , , , , , , , , , , , , , , 
0.9193966, 0, 0.9193966, -0.014435, 0.9193966, -0.0099031, 0.9193966, 0.0172885, 0.9193966, -0.0256809, 0.9193966, -0.0048676, 0.9193966, 0.0053712, 0.9193966, -0.014435, , , , , , , , , , , , , , , , , , , , , , 
0.9198621, 0, 0.9198621, -0.0142672, 0.9198621, -0.0095674, 0.9198621, 0.0169528, 0.9198621, -0.0243381, 0.9198621, -0.0031891, 0.9198621, -0.008896, 0.9198621, -0.0152743, , , , , , , , , , , , , , , , , , , , , , 
0.9203276, 0, 0.9203276, -0.0135958, 0.9203276, -0.0082246, 0.9203276, 0.0166171, 0.9203276, -0.0243381, 0.9203276, -0.0035248, 0.9203276, -0.0149386, 0.9203276, -0.0152743, , , , , , , , , , , , , , , , , , , , , , 
0.9207931, 0, 0.9207931, -0.0142672, 0.9207931, -0.008896, 0.9207931, 0.0159457, 0.9207931, -0.0250095, 0.9207931, -0.0058747, 0.9207931, -0.0078889, 0.9207931, -0.0167849, , , , , , , , , , , , , , , , , , , , , , 
