Time,Rectus Femoris right,Rectus Femoris left,Hamstrings right,Hamstrings left,TibilaisÂ Anterior right,TibilaisÂ Anterior left,Gastrocnemius right,Gastrocnemius left
0.0,-0.022472711539063762,0.149697830625624,0.006954947016369434,0.031201061779804227,-0.005056263959880155,0.017517093929313683,0.03264286458326975,0.00768278058326988
0.0004655,-0.021977960792222265,0.15310669253198597,0.007199767440777042,0.0327379716840189,-0.0036038489341977745,0.01784915917837712,0.032737457303704254,0.008793534853902949
0.000931,-0.021491322583002896,0.1565441125437894,0.007444712224797089,0.03427268668483022,-0.0021422515331339983,0.018184535030881948,0.03282349859107784,0.009906883519722989
0.0013966,-0.021012776323683105,0.16000974866364373,0.0076897526613964136,0.035804985220483046,-0.0006715909380196157,0.018523200322802448,0.03290114734000097,0.011022716289341074
0.0018621,-0.020542295942541373,0.16350324983513795,0.007934860076279464,0.03733464608969048,0.0008080115487074426,0.01886513309013073,0.03297057060212503,0.012140922654856626
0.0023276,-0.02007984981783248,0.16702425596409337,0.008180005837748559,0.03886144852085536,0.002296432522051724,0.01921031056923326,0.03303194366125212,0.013261391926776342
0.0027931,-0.019625400713425226,0.17057239794264623,0.00842516136657435,0.04038517224105064,0.00379354649354738,0.019558709197402963,0.03308545010635036,0.014384013268872587
0.0032586,-0.019178905716162244,0.17414729767616902,0.008670298145871324,0.04190559754470361,0.0052992259108759696,0.01991030461360377,0.03313128190240331,0.015508675732951196
0.0037241,-0.018740316174999654,0.1777485681130411,0.008915387730973173,0.04342250536193144,0.006813341178008677,0.020265071659404804,0.03316963945902322,0.016635268293499164
0.0041897,-0.018309577641982797,0.18137581327727761,0.009160401759302819,0.04493567732647769,0.008335760675867148,0.02062298438010166,0.03320073169675845,0.01776367988218324
0.0046552,-0.01788662981511271,0.1850286283040264,0.009405311960231864,0.046444895843201,0.009866350783497499,0.020984016026022487,0.033224776111025596,0.018893799422171027
0.0051207,-0.017471406483156274,0.18870659947794224,0.00965009016492424,0.04794994415506913,0.011404975899752331,0.02134813905401718,0.0332419988335976,0.020025515862246913
0.0055862,-0.017063835472450998,0.19240930427444872,0.009894708316158716,0.04945060640961355,0.01295149846547588,0.021715325129128132,0.03325263469157926,0.02115871821069596
0.0060517,-0.016663838595753443,0.19613631140389629,0.010139138478124917,0.050946667724802275,0.014505778986187672,0.022085545126441293,0.033256927263803,0.022293295568929925
0.0065172,-0.016271331603178084,0.19988718085862628,0.010383352846187398,0.052437914254290285,0.01606767605526033,0.02245876913311658,0.0332551289345789,0.023429137164830627
0.0069828,-0.015886224135271448,0.20366146396294935,0.010627323756612307,0.053924133252008545,0.017637046377587444,0.022834966450596784,0.033247500944734755,0.024566132385787507
0.0074483,-0.015508419678264272,0.20745870342604597,0.010871023696251102,0.055405113136053334,0.01921374479373771,0.02321410559699442,0.03323431343988322,0.025704170811407728
0.0079138,-0.015137815521542147,0.21127843339779506,0.011114425312175755,0.05688064355183859,0.02079762430459204,0.023596154309656003,0.033215845515854596,0.026843142245879376
0.0083793,-0.014774302717373258,0.21512017952753626,0.01135750142125988,0.05835051543447422,0.022388536096460906,0.023981079547903256,0.03319238526123451,0.02798293674996995
0.0088448,-0.01441776604292991,0.21898345902576946,0.011600225019700313,0.0598145210703338,0.023986329566679628,0.024368847495950707,0.0331642297969469,0.02912344467264341
0.0093103,-0.014068083964639327,0.22286778072879426,0.01184256929247374,0.061272454157775574,0.02559085234967981,0.024759423565998806,0.03313168531282413,0.03026455668227984
0.0097759,-0.013725128604898171,0.2267726451662899,0.01208450762272319,0.06272410986698118,0.02720195034353537,0.02515277240150175,0.03309506710110778,0.03140616379748234
0.0102414,-0.013388765711184627,0.23069754463183534,0.012326013601069366,0.06416928489887755,0.028819467736981585,0.025548857880609052,0.03305469958682537,0.032548157417456015
0.0107069,-0.01305885462760154,0.23464196325636816,0.012567061034842078,0.06560777754310926,0.030443247036905662,0.02594764311977982,0.033010916354990164,0.03369042935194427
0.0111724,-0.012735248268883694,0.23860537708457955,0.01280762395722717,0.06703938773503128,0.03207312909630724,0.026349090477568605,0.03296406017457253,0.034832871850708
0.0116379,-0.012417793096901844,0.2425872541542431,0.013047676636324732,0.06846391711169489,0.033708953142727,0.02675316155858184,0.032914483019193475,0.035975377632533626
0.0121034,-0.01210632909969569,0.2465870545784736,0.0132871935841145,0.06988116906680295,0.03535055680714163,0.027159817217603847,0.032862546084492426,0.03711783991375676
0.012569,-0.01180068977306744,0.2506042306309121,0.013526149565324696,0.07129094880461338,0.03699777615332322,0.027569017563891445,0.03280861980212429,0.03826015243628862
0.0130345,-0.011500702104767174,0.25463822683383147,0.013764519606200685,0.07269306339277237,0.038650445707661,0.027980721965636186,0.03275308385034254,0.03940220949513312
0.0135,-0.01120618656130088,0.2586884800491564,0.014002279003170191,0.0740873218140596,0.040308398489443245,0.02839488905459328,0.0326963271611277,0.040543905965382626
0.0139655,-0.010916957077391473,0.2627544195723891,0.01423940333140191,0.07547353501702975,0.041971466041597,0.028811476730876324,0.032638747923821924,0.04168513732868093
0.014431,-0.010632821048122423,0.26683546722943075,0.014475868453254694,0.07685151596553497,0.04363947846188317,0.02923044216791702,0.032580753585232186,0.04282579969914216
0.0148966,-0.010353579323792569,0.2709310374762865,0.014711650526614687,0.07822107968711471,0.04531226443454449,0.029651741817589346,0.032522760846165066,0.04396578984871483
0.0153621,-0.010079026207509095,0.27504053750164137,0.014946726013118113,0.07958204332024181,0.046989651262403564,0.030075331415498046,0.03246519565435723,0.04510500523198058
