Application:, Trigno Discover (2.0.1.3)
Date/Time:, 9/18/2025 4:07:04 PM
Collection Length (seconds):, 4.995
Tibilais Anterior left (85586), , Gastrocnemius right (85650), , , , , , , , Rectus Femoris left (85878), , Rectus Femoris right (85844), , Hamstrings left (85904), , Tibilais Anterior right (85641), , Hamstrings right (85873), , Gastrocnemius left (85605)
sensor mode: 40, , sensor mode: 49, , , , , , , , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , 
2.7791379, -0.0166171, 3.0998077, -0.0127565, , , , , , , 2.7791379, -0.0193027, 2.7791379, 0.0132601, 2.7791379, -0.0270237, 2.7791379, -0.0280308, 2.7791379, -0.0003357, 2.7791379, -0.018967, , , , , , , 
2.7796034, -0.0166171, 3.1003269, -0.0135958, , , , , , , 2.7796034, -0.0182956, 2.7796034, 0.0129244, 2.7796034, -0.0260166, 2.7796034, -0.0283665, 2.7796034, -0.0001678, 2.7796034, -0.0219883, , , , , , , 
2.780069, -0.0162814, 3.1008462, -0.0139315, , , , , , , 2.780069, -0.0162814, 2.780069, 0.0137636, 2.780069, -0.026688, 2.780069, -0.0290379, 2.780069, -0.0005035, 2.780069, -0.0243381, , , , , , , 
2.7805345, -0.0166171, 3.1013654, -0.0129244, , , , , , , 2.7805345, -0.0151064, 2.7805345, 0.0164492, 2.7805345, -0.0270237, 2.7805345, -0.0293736, 2.7805345, -0.0008392, 2.7805345, -0.0246738, , , , , , , 
2.781, -0.0166171, 3.1018846, -0.0117494, , , , , , , 2.781, -0.0149386, 2.781, 0.018967, 2.781, -0.0263523, 2.781, -0.0283665, 2.781, -0.0011749, 2.781, -0.023331, , , , , , , 
2.7814655, -0.01561, 3.1024038, -0.0139315, , , , , , , 2.7814655, -0.01561, 2.7814655, 0.0204776, 2.7814655, -0.0256809, 2.7814655, -0.0250095, 2.7814655, -0.0008392, 2.7814655, -0.0216526, , , , , , , 
2.781931, -0.014435, 3.1029231, -0.0149386, , , , , , , 2.781931, -0.0159457, 2.781931, 0.0213169, 2.781931, -0.0273594, 2.781931, -0.0243381, 2.781931, -0.0005035, 2.781931, -0.0196384, , , , , , , 
2.7823966, -0.0139315, 3.1034423, -0.0137636, , , , , , , 2.7823966, -0.01561, 2.7823966, 0.0223239, 2.7823966, -0.0283665, 2.7823966, -0.0253452, 2.7823966, 0.0005035, 2.7823966, -0.0166171, , , , , , , 
2.7828621, -0.0139315, 3.1039615, -0.0139315, , , , , , , 2.7828621, -0.0135958, 2.7828621, 0.0226596, 2.7828621, -0.0273594, 2.7828621, -0.026688, 2.7828621, 0.0008392, 2.7828621, -0.0149386, , , , , , , 
2.7833276, -0.0135958, 3.1044808, -0.0139315, , , , , , , 2.7833276, -0.012253, 2.7833276, 0.0240024, 2.7833276, -0.0260166, 2.7833276, -0.0271916, 2.7833276, -0.0001678, 2.7833276, -0.0139315, , , , , , , 
2.7837931, -0.0135958, 3.105, -0.0132601, , , , , , , 2.7837931, -0.0125887, 2.7837931, 0.0260166, 2.7837931, -0.0256809, 2.7837931, -0.0285344, 2.7837931, -0.0006714, 2.7837931, -0.0132601, , , , , , , 
2.7842586, -0.0132601, 3.1055192, -0.0129244, , , , , , , 2.7842586, -0.0125887, 2.7842586, 0.0253452, 2.7842586, -0.0251774, 2.7842586, -0.0298772, 2.7842586, -0.0001678, 2.7842586, -0.0149386, , , , , , , 
2.7847241, -0.0132601, 3.1060385, -0.0129244, , , , , , , 2.7847241, -0.0135958, 2.7847241, 0.023331, 2.7847241, -0.0250095, 2.7847241, -0.0298772, 2.7847241, -0.0001678, 2.7847241, -0.018967, , , , , , , 
2.7851897, -0.0146029, 3.1065577, -0.0137636, , , , , , , 2.7851897, -0.0149386, 2.7851897, 0.0219883, 2.7851897, -0.0260166, 2.7851897, -0.030045, 2.7851897, -0.0008392, 2.7851897, -0.0223239, , , , , , , 
2.7856552, -0.0149386, 3.1070769, -0.0135958, , , , , , , 2.7856552, -0.0152743, 2.7856552, 0.0219883, 2.7856552, -0.0260166, 2.7856552, -0.0310521, 2.7856552, -0.0035248, 2.7856552, -0.0236667, , , , , , , 
2.7861207, -0.0130922, 3.1075962, -0.0129244, , , , , , , 2.7861207, -0.0149386, 2.7861207, 0.0219883, 2.7861207, -0.0263523, 2.7861207, -0.030045, 2.7861207, -0.0070497, 2.7861207, -0.0223239, , , , , , , 
2.7865862, -0.0102388, 3.1081154, -0.012253, , , , , , , 2.7865862, -0.0142672, 2.7865862, 0.021149, 2.7865862, -0.0280308, 2.7865862, -0.0283665, 2.7865862, -0.0082246, 2.7865862, -0.0209812, , , , , , , 
2.7870517, -0.0083925, 3.1086346, -0.0117494, , , , , , , 2.7870517, -0.0142672, 2.7870517, 0.0199741, 2.7870517, -0.0283665, 2.7870517, -0.0280308, 2.7870517, -0.0082246, 2.7870517, -0.0216526, , , , , , , 
2.7875172, -0.008896, 3.1091538, -0.012253, , , , , , , 2.7875172, -0.0139315, 2.7875172, 0.0204776, 2.7875172, -0.0276951, 2.7875172, -0.0276951, 2.7875172, -0.0062104, 2.7875172, -0.0221561, , , , , , , 
2.7879828, -0.0095674, 3.1096731, -0.0129244, , , , , , , 2.7879828, -0.0129244, 2.7879828, 0.0213169, 2.7879828, -0.0280308, 2.7879828, -0.0260166, 2.7879828, -0.0041962, 2.7879828, -0.021149, , , , , , , 
2.7884483, -0.0097353, 3.1101923, -0.012253, , , , , , , 2.7884483, -0.0115816, 2.7884483, 0.0218204, 2.7884483, -0.0290379, 2.7884483, -0.0258488, 2.7884483, -0.0035248, 2.7884483, -0.018967, , , , , , , 
2.7889138, -0.008896, 3.1107115, -0.0129244, , , , , , , 2.7889138, -0.0129244, 2.7889138, 0.0216526, 2.7889138, -0.0297093, 2.7889138, -0.0270237, 2.7889138, -0.0038605, 2.7889138, -0.0162814, , , , , , , 
2.7893793, -0.0090639, 3.1112308, -0.0139315, , , , , , , 2.7893793, -0.0152743, 2.7893793, 0.0229953, 2.7893793, -0.0297093, 2.7893793, -0.0270237, 2.7893793, -0.0038605, 2.7893793, -0.0139315, , , , , , , 
2.7898448, -0.0099031, 3.11175, -0.0146029, , , , , , , 2.7898448, -0.0166171, 2.7898448, 0.0240024, 2.7898448, -0.0302129, 2.7898448, -0.0270237, 2.7898448, -0.003357, 2.7898448, -0.0137636, , , , , , , 
2.7903103, -0.0093996, 3.1122692, -0.0159457, , , , , , , 2.7903103, -0.0157778, 2.7903103, 0.023331, 2.7903103, -0.0287022, 2.7903103, -0.0276951, 2.7903103, -0.0043641, 2.7903103, -0.0149386, , , , , , , 
2.7907759, -0.0085603, 3.1127885, -0.0171206, , , , , , , 2.7907759, -0.01561, 2.7907759, 0.023331, 2.7907759, -0.0276951, 2.7907759, -0.026688, 2.7907759, -0.005539, 2.7907759, -0.0152743, , , , , , , 
2.7912414, -0.0082246, 3.1133077, -0.0169528, , , , , , , 2.7912414, -0.0172885, 2.7912414, 0.0236667, 2.7912414, -0.0276951, 2.7912414, -0.0253452, 2.7912414, -0.005539, 2.7912414, -0.014435, , , , , , , 
2.7917069, -0.0075532, 3.1138269, -0.0166171, , , , , , , 2.7917069, -0.0182956, 2.7917069, 0.0226596, 2.7917069, -0.0290379, 2.7917069, -0.0258488, 2.7917069, -0.0057069, 2.7917069, -0.0139315, , , , , , , 
2.7921724, -0.0075532, 3.1143462, -0.0171206, , , , , , , 2.7921724, -0.0172885, 2.7921724, 0.0223239, 2.7921724, -0.0293736, 2.7921724, -0.0256809, 2.7921724, -0.0057069, 2.7921724, -0.0140993, , , , , , , 
2.7926379, -0.0095674, 3.1148654, -0.0166171, , , , , , , 2.7926379, -0.0176242, 2.7926379, 0.0216526, 2.7926379, -0.0280308, 2.7926379, -0.0236667, 2.7926379, -0.0058747, 2.7926379, -0.0130922, , , , , , , 
2.7931034, -0.0109102, 3.1153846, -0.0142672, , , , , , , 2.7931034, -0.0191348, 2.7931034, 0.0213169, 2.7931034, -0.0270237, 2.7931034, -0.0243381, 2.7931034, -0.0062104, 2.7931034, -0.0109102, , , , , , , 
2.793569, -0.010071, 3.1159038, -0.0149386, , , , , , , 2.793569, -0.0203098, 2.793569, 0.0213169, 2.793569, -0.0270237, 2.793569, -0.0271916, 2.793569, -0.0057069, 2.793569, -0.0112459, , , , , , , 
2.7940345, -0.008896, 3.1164231, -0.0159457, , , , , , , 2.7940345, -0.0196384, 2.7940345, 0.0213169, 2.7940345, -0.0256809, 2.7940345, -0.0283665, 2.7940345, -0.005539, 2.7940345, -0.0129244, , , , , , , 
2.7945, -0.0102388, 3.1169423, -0.0152743, , , , , , , 2.7945, -0.0176242, 2.7945, 0.0203098, 2.7945, -0.0243381, 2.7945, -0.0273594, 2.7945, -0.0068818, 2.7945, -0.0127565, , , , , , , 
2.7949655, -0.0125887, 3.1174615, -0.0135958, , , , , , , 2.7949655, -0.0172885, 2.7949655, 0.0186313, 2.7949655, -0.0240024, 2.7949655, -0.0258488, 2.7949655, -0.0085603, 2.7949655, -0.0139315, , , , , , , 
2.795431, -0.0139315, 3.1179808, -0.0129244, , , , , , , 2.795431, -0.0176242, 2.795431, 0.017792, 2.795431, -0.024506, 2.795431, -0.0265202, 2.795431, -0.0078889, 2.795431, -0.01561, , , , , , , 
2.7958966, -0.0124208, 3.1185, -0.011078, , , , , , , 2.7958966, -0.0176242, 2.7958966, 0.0182956, 2.7958966, -0.0248417, 2.7958966, -0.0276951, 2.7958966, -0.0062104, 2.7958966, -0.0139315, , , , , , , 
2.7963621, -0.0105745, 3.1190192, -0.0099031, , , , , , , 2.7963621, -0.0171206, 2.7963621, 0.0186313, 2.7963621, -0.0250095, 2.7963621, -0.0283665, 2.7963621, -0.0062104, 2.7963621, -0.0132601, , , , , , , 
2.7968276, -0.0105745, 3.1195385, -0.0095674, , , , , , , 2.7968276, -0.0182956, 2.7968276, 0.0196384, 2.7968276, -0.0253452, 2.7968276, -0.0280308, 2.7968276, -0.0075532, 2.7968276, -0.0149386, , , , , , , 
2.7972931, -0.0129244, 3.1200577, -0.0099031, , , , , , , 2.7972931, -0.0199741, 2.7972931, 0.0209812, 2.7972931, -0.0256809, 2.7972931, -0.0276951, 2.7972931, -0.0068818, 2.7972931, -0.0169528, , , , , , , 
2.7977586, -0.0139315, 3.1205769, -0.0092317, , , , , , , 2.7977586, -0.0206455, 2.7977586, 0.021149, 2.7977586, -0.0253452, 2.7977586, -0.0260166, 2.7977586, -0.0045319, 2.7977586, -0.0169528, , , , , , , 
2.7982241, -0.0139315, 3.1210962, -0.008896, , , , , , , 2.7982241, -0.0182956, 2.7982241, 0.0193027, 2.7982241, -0.0253452, 2.7982241, -0.024506, 2.7982241, -0.0036927, 2.7982241, -0.0164492, , , , , , , 
2.7986897, -0.0124208, 3.1216154, -0.0105745, , , , , , , 2.7986897, -0.01561, 2.7986897, 0.0172885, 2.7986897, -0.0253452, 2.7986897, -0.0236667, 2.7986897, -0.0036927, 2.7986897, -0.0152743, , , , , , , 
2.7991552, -0.0097353, 3.1221346, -0.012253, , , , , , , 2.7991552, -0.0135958, 2.7991552, 0.0172885, 2.7991552, -0.0261845, 2.7991552, -0.0236667, 2.7991552, -0.0038605, 2.7991552, -0.0159457, , , , , , , 
2.7996207, -0.0075532, 3.1226538, -0.0099031, , , , , , , 2.7996207, -0.0102388, 2.7996207, 0.0186313, 2.7996207, -0.0270237, 2.7996207, -0.0256809, 2.7996207, -0.0038605, 2.7996207, -0.0172885, , , , , , , 
2.8000862, -0.0078889, 3.1231731, -0.006714, , , , , , , 2.8000862, -0.0092317, 2.8000862, 0.0186313, 2.8000862, -0.0273594, 2.8000862, -0.0280308, 2.8000862, -0.0025177, 2.8000862, -0.0186313, , , , , , , 
2.8005517, -0.0109102, 3.1236923, -0.0068818, , , , , , , 2.8005517, -0.0099031, 2.8005517, 0.0182956, 2.8005517, -0.0270237, 2.8005517, -0.0313878, 2.8005517, -0.0018463, 2.8005517, -0.0184634, , , , , , , 
2.8010172, -0.0149386, 3.1242115, -0.0077211, , , , , , , 2.8010172, -0.0112459, 2.8010172, 0.0172885, 2.8010172, -0.0253452, 2.8010172, -0.0303807, 2.8010172, -0.0015106, 2.8010172, -0.0184634, , , , , , , 
2.8014828, -0.0176242, 3.1247308, -0.0077211, , , , , , , 2.8014828, -0.0115816, 2.8014828, 0.0169528, 2.8014828, -0.0256809, 2.8014828, -0.0290379, 2.8014828, -0.0010071, 2.8014828, -0.018967, , , , , , , 
2.8019483, -0.0169528, 3.12525, -0.0082246, , , , , , , 2.8019483, -0.0112459, 2.8019483, 0.0159457, 2.8019483, -0.0270237, 2.8019483, -0.0283665, 2.8019483, 0, 2.8019483, -0.0179599, , , , , , , 
2.8024138, -0.0169528, 3.1257692, -0.0087282, , , , , , , 2.8024138, -0.0112459, 2.8024138, 0.0151064, 2.8024138, -0.0283665, 2.8024138, -0.0276951, 2.8024138, 0.0013428, 2.8024138, -0.0166171, , , , , , , 
2.8028793, -0.0169528, 3.1262885, -0.008896, , , , , , , 2.8028793, -0.0119173, 2.8028793, 0.01561, 2.8028793, -0.0270237, 2.8028793, -0.0263523, 2.8028793, 0.0008392, 2.8028793, -0.0176242, , , , , , , 
2.8033448, -0.0169528, 3.1268077, -0.0078889, , , , , , , 2.8033448, -0.0112459, 2.8033448, 0.0166171, 2.8033448, -0.0263523, 2.8033448, -0.0263523, 2.8033448, 0.0011749, 2.8033448, -0.0191348, , , , , , , 
2.8038103, -0.0164492, 3.1273269, -0.0077211, , , , , , , 2.8038103, -0.0102388, 2.8038103, 0.0176242, 2.8038103, -0.0270237, 2.8038103, -0.0270237, 2.8038103, 0.0011749, 2.8038103, -0.018967, , , , , , , 
2.8042759, -0.0149386, 3.1278462, -0.0082246, , , , , , , 2.8042759, -0.008896, 2.8042759, 0.017792, 2.8042759, -0.0270237, 2.8042759, -0.0271916, 2.8042759, 0.0010071, 2.8042759, -0.0182956, , , , , , , 
2.8047414, -0.0125887, 3.1283654, -0.0072175, , , , , , , 2.8047414, -0.0072175, 2.8047414, 0.0172885, 2.8047414, -0.0276951, 2.8047414, -0.0263523, 2.8047414, 0.0010071, 2.8047414, -0.0176242, , , , , , , 
2.8052069, -0.0117494, 3.1288846, -0.0068818, , , , , , , 2.8052069, -0.0048676, 2.8052069, 0.0166171, 2.8052069, -0.0285344, 2.8052069, -0.0250095, 2.8052069, 0.0001678, 2.8052069, -0.0162814, , , , , , , 
2.8056724, -0.012253, 3.1294038, -0.0068818, , , , , , , 2.8056724, -0.0025177, 2.8056724, 0.01561, 2.8056724, -0.0283665, 2.8056724, -0.0240024, 2.8056724, 0.0005035, 2.8056724, -0.0139315, , , , , , , 
2.8061379, -0.012253, 3.1299231, -0.0062104, , , , , , , 2.8061379, -0.0028534, 2.8061379, 0.0146029, 2.8061379, -0.0270237, 2.8061379, -0.0240024, 2.8061379, 0.0011749, 2.8061379, -0.014435, , , , , , , 
2.8066034, -0.0102388, 3.1304423, -0.0062104, , , , , , , 2.8066034, -0.0068818, 2.8066034, 0.0135958, 2.8066034, -0.0263523, 2.8066034, -0.0250095, 2.8066034, 0.0010071, 2.8066034, -0.0179599, , , , , , , 
2.807069, -0.0102388, 3.1309615, -0.0077211, , , , , , , 2.807069, -0.0102388, 2.807069, 0.0135958, 2.807069, -0.0276951, 2.807069, -0.0263523, 2.807069, -0.0005035, 2.807069, -0.018967, , , , , , , 
2.8075345, -0.0129244, 3.1314808, -0.0099031, , , , , , , 2.8075345, -0.0105745, 2.8075345, 0.0139315, 2.8075345, -0.0276951, 2.8075345, -0.0276951, 2.8075345, -0.0011749, 2.8075345, -0.0157778, , , , , , , 
2.808, -0.0142672, 3.132, -0.011078, , , , , , , 2.808, -0.0092317, 2.808, 0.0146029, 2.808, -0.0271916, 2.808, -0.0280308, 2.808, -0.0008392, 2.808, -0.0130922, , , , , , , 
2.8084655, -0.0149386, 3.1325192, -0.0119173, , , , , , , 2.8084655, -0.0082246, 2.8084655, 0.0157778, 2.8084655, -0.0270237, 2.8084655, -0.027863, 2.8084655, -0.0003357, 2.8084655, -0.0130922, , , , , , , 
2.808931, -0.01561, 3.1330385, -0.0124208, , , , , , , 2.808931, -0.0068818, 2.808931, 0.0159457, 2.808931, -0.0276951, 2.808931, -0.0287022, 2.808931, -0.0005035, 2.808931, -0.0132601, , , , , , , 
2.8093966, -0.0149386, 3.1335577, -0.0129244, , , , , , , 2.8093966, -0.0062104, 2.8093966, 0.0169528, 2.8093966, -0.0270237, 2.8093966, -0.0297093, 2.8093966, -0.0015106, 2.8093966, -0.012253, , , , , , , 
2.8098621, -0.0142672, 3.1340769, -0.0142672, , , , , , , 2.8098621, -0.0062104, 2.8098621, 0.0172885, 2.8098621, -0.0250095, 2.8098621, -0.030045, 2.8098621, -0.0016785, 2.8098621, -0.0112459, , , , , , , 
2.8103276, -0.0142672, 3.1345962, -0.0119173, , , , , , , 2.8103276, -0.0072175, 2.8103276, 0.0162814, 2.8103276, -0.0250095, 2.8103276, -0.0292058, 2.8103276, 0.0001678, 2.8103276, -0.0125887, , , , , , , 
2.8107931, -0.01561, 3.1351154, -0.0095674, , , , , , , 2.8107931, -0.0090639, 2.8107931, 0.01561, 2.8107931, -0.0250095, 2.8107931, -0.0303807, 2.8107931, 0.0005035, 2.8107931, -0.01561, , , , , , , 
2.8112586, -0.0172885, 3.1356346, -0.008896, , , , , , , 2.8112586, -0.0102388, 2.8112586, 0.0159457, 2.8112586, -0.0250095, 2.8112586, -0.0307164, 2.8112586, -0.0011749, 2.8112586, -0.018967, , , , , , , 
2.8117241, -0.0199741, 3.1361538, -0.0090639, , , , , , , 2.8117241, -0.0102388, 2.8117241, 0.01561, 2.8117241, -0.0253452, 2.8117241, -0.0297093, 2.8117241, -0.0031891, 2.8117241, -0.0206455, , , , , , , 
2.8121897, -0.0226596, 3.1366731, -0.010071, , , , , , , 2.8121897, -0.008896, 2.8121897, 0.0152743, 2.8121897, -0.027863, 2.8121897, -0.0263523, 2.8121897, -0.0036927, 2.8121897, -0.0193027, , , , , , , 
2.8126552, -0.0226596, 3.1371923, -0.0102388, , , , , , , 2.8126552, -0.0078889, 2.8126552, 0.0157778, 2.8126552, -0.0293736, 2.8126552, -0.0243381, 2.8126552, -0.002182, 2.8126552, -0.0186313, , , , , , , 
2.8131207, -0.0218204, 3.1377115, -0.0075532, , , , , , , 2.8131207, -0.0082246, 2.8131207, 0.0169528, 2.8131207, -0.0292058, 2.8131207, -0.0250095, 2.8131207, -0.0001678, 2.8131207, -0.018967, , , , , , , 
2.8135862, -0.0219883, 3.1382308, -0.0083925, , , , , , , 2.8135862, -0.0083925, 2.8135862, 0.0166171, 2.8135862, -0.0297093, 2.8135862, -0.0253452, 2.8135862, -0.0008392, 2.8135862, -0.0203098, , , , , , , 
2.8140517, -0.023331, 3.13875, -0.0112459, , , , , , , 2.8140517, -0.0068818, 2.8140517, 0.0176242, 2.8140517, -0.0303807, 2.8140517, -0.0256809, 2.8140517, -0.0020142, 2.8140517, -0.0223239, , , , , , , 
2.8145172, -0.0250095, 3.1392692, -0.0135958, , , , , , , 2.8145172, -0.0060426, 2.8145172, 0.0186313, 2.8145172, -0.0313878, 2.8145172, -0.0250095, 2.8145172, -0.0018463, 2.8145172, -0.0243381, , , , , , , 
2.8149828, -0.0253452, 3.1397885, -0.0139315, , , , , , , 2.8149828, -0.0068818, 2.8149828, 0.0186313, 2.8149828, -0.0327306, 2.8149828, -0.0243381, 2.8149828, -0.0015106, 2.8149828, -0.0263523, , , , , , , 
2.8154483, -0.0229953, 3.1403077, -0.0132601, , , , , , , 2.8154483, -0.0068818, 2.8154483, 0.0176242, 2.8154483, -0.0323949, 2.8154483, -0.0250095, 2.8154483, -0.0015106, 2.8154483, -0.026688, , , , , , , 
2.8159138, -0.0223239, 3.1408269, -0.0129244, , , , , , , 2.8159138, -0.0048676, 2.8159138, 0.0159457, 2.8159138, -0.0317235, 2.8159138, -0.0256809, 2.8159138, -0.0035248, 2.8159138, -0.023331, , , , , , , 
2.8163793, -0.0236667, 3.1413462, -0.0135958, , , , , , , 2.8163793, -0.0028534, 2.8163793, 0.0159457, 2.8163793, -0.03122, 2.8163793, -0.0256809, 2.8163793, -0.0043641, 2.8163793, -0.0191348, , , , , , , 
2.8168448, -0.0224918, 3.1418654, -0.0140993, , , , , , , 2.8168448, -0.002182, 2.8168448, 0.0172885, 2.8168448, -0.0313878, 2.8168448, -0.0263523, 2.8168448, -0.0035248, 2.8168448, -0.0162814, , , , , , , 
2.8173103, -0.0206455, 3.1423846, -0.0149386, , , , , , , 2.8173103, -0.002182, 2.8173103, 0.0181277, 2.8173103, -0.0310521, 2.8173103, -0.0271916, 2.8173103, -0.0028534, 2.8173103, -0.014435, , , , , , , 
2.8177759, -0.0203098, 3.1429038, -0.0142672, , , , , , , 2.8177759, -0.002182, 2.8177759, 0.017792, 2.8177759, -0.0305486, 2.8177759, -0.0290379, 2.8177759, -0.0031891, 2.8177759, -0.0109102, , , , , , , 
2.8182414, -0.0196384, 3.1434231, -0.0125887, , , , , , , 2.8182414, -0.0035248, 2.8182414, 0.017792, 2.8182414, -0.0307164, 2.8182414, -0.0290379, 2.8182414, -0.0041962, 2.8182414, -0.0062104, , , , , , , 
2.8187069, -0.0184634, 3.1439423, -0.0117494, , , , , , , 2.8187069, -0.0041962, 2.8187069, 0.017792, 2.8187069, -0.0303807, 2.8187069, -0.0276951, 2.8187069, -0.0048676, 2.8187069, -0.0028534, , , , , , , 
2.8191724, -0.0167849, 3.1444615, -0.0112459, , , , , , , 2.8191724, -0.005539, 2.8191724, 0.0193027, 2.8191724, -0.030045, 2.8191724, -0.0265202, 2.8191724, -0.0062104, 2.8191724, -0.0025177, , , , , , , 
2.8196379, -0.0162814, 3.1449808, -0.0099031, , , , , , , 2.8196379, -0.0065461, 2.8196379, 0.0193027, 2.8196379, -0.030045, 2.8196379, -0.0270237, 2.8196379, -0.0065461, 2.8196379, -0.0035248, , , , , , , 
2.8201034, -0.0171206, 3.1455, -0.0092317, , , , , , , 2.8201034, -0.0065461, 2.8201034, 0.0184634, 2.8201034, -0.0303807, 2.8201034, -0.0283665, 2.8201034, -0.0062104, 2.8201034, -0.0046998, , , , , , , 
2.820569, -0.0182956, 3.1460192, -0.0102388, , , , , , , 2.820569, -0.0058747, 2.820569, 0.0186313, 2.820569, -0.0290379, 2.820569, -0.0283665, 2.820569, -0.0058747, 2.820569, -0.0068818, , , , , , , 
2.8210345, -0.0193027, 3.1465385, -0.0102388, , , , , , , 2.8210345, -0.0062104, 2.8210345, 0.0176242, 2.8210345, -0.0276951, 2.8210345, -0.026688, 2.8210345, -0.0058747, 2.8210345, -0.0115816, , , , , , , 
2.8215, -0.0193027, 3.1470577, -0.0092317, , , , , , , 2.8215, -0.0048676, 2.8215, 0.017792, 2.8215, -0.0276951, 2.8215, -0.0263523, 2.8215, -0.005539, 2.8215, -0.0162814, , , , , , , 
2.8219655, -0.017792, 3.1475769, -0.0085603, , , , , , , 2.8219655, -0.0030213, 2.8219655, 0.0186313, 2.8219655, -0.0276951, 2.8219655, -0.0263523, 2.8219655, -0.0052033, 2.8219655, -0.0182956, , , , , , , 
2.822431, -0.0152743, 3.1480962, -0.0109102, , , , , , , 2.822431, -0.0016785, 2.822431, 0.0204776, 2.822431, -0.0276951, 2.822431, -0.0273594, 2.822431, -0.0048676, 2.822431, -0.0176242, , , , , , , 
2.8228966, -0.0142672, 3.1486154, -0.0129244, , , , , , , 2.8228966, -0.0023499, 2.8228966, 0.0219883, 2.8228966, -0.0290379, 2.8228966, -0.0297093, 2.8228966, -0.0057069, 2.8228966, -0.0171206, , , , , , , 
2.8233621, -0.0149386, 3.1491346, -0.0140993, , , , , , , 2.8233621, -0.002182, 2.8233621, 0.0240024, 2.8233621, -0.0292058, 2.8233621, -0.0280308, 2.8233621, -0.0062104, 2.8233621, -0.0169528, , , , , , , 
2.8238276, -0.0159457, 3.1496538, -0.0139315, , , , , , , 2.8238276, -0.0008392, 2.8238276, 0.0246738, 2.8238276, -0.0283665, 2.8238276, -0.0250095, 2.8238276, -0.0048676, 2.8238276, -0.0166171, , , , , , , 
2.8242931, -0.01561, 3.1501731, -0.0139315, , , , , , , 2.8242931, -0.0010071, 2.8242931, 0.0236667, 2.8242931, -0.0271916, 2.8242931, -0.0263523, 2.8242931, -0.0038605, 2.8242931, -0.0159457, , , , , , , 
2.8247586, -0.0142672, 3.1506923, -0.0135958, , , , , , , 2.8247586, -0.0018463, 2.8247586, 0.0219883, 2.8247586, -0.0273594, 2.8247586, -0.0273594, 2.8247586, -0.0025177, 2.8247586, -0.01561, , , , , , , 
2.8252241, -0.0132601, 3.1512115, -0.012253, , , , , , , 2.8252241, -0.0041962, 2.8252241, 0.0198062, 2.8252241, -0.0283665, 2.8252241, -0.0260166, 2.8252241, -0.0035248, 2.8252241, -0.0162814, , , , , , , 
2.8256897, -0.0149386, 3.1517308, -0.0115816, , , , , , , 2.8256897, -0.0072175, 2.8256897, 0.0184634, 2.8256897, -0.0290379, 2.8256897, -0.0263523, 2.8256897, -0.0041962, 2.8256897, -0.0169528, , , , , , , 
2.8261552, -0.0166171, 3.15225, -0.012253, , , , , , , 2.8261552, -0.0095674, 2.8261552, 0.0193027, 2.8261552, -0.0276951, 2.8261552, -0.0270237, 2.8261552, -0.0043641, 2.8261552, -0.0186313, , , , , , , 
2.8266207, -0.0169528, 3.1527692, -0.0135958, , , , , , , 2.8266207, -0.0095674, 2.8266207, 0.0199741, 2.8266207, -0.0273594, 2.8266207, -0.0251774, 2.8266207, -0.0035248, 2.8266207, -0.0203098, , , , , , , 
2.8270862, -0.01561, 3.1532885, -0.0139315, , , , , , , 2.8270862, -0.0090639, 2.8270862, 0.0199741, 2.8270862, -0.0283665, 2.8270862, -0.0268559, 2.8270862, -0.0028534, 2.8270862, -0.0206455, , , , , , , 
2.8275517, -0.0135958, 3.1538077, -0.0135958, , , , , , , 2.8275517, -0.008896, 2.8275517, 0.0193027, 2.8275517, -0.0292058, 2.8275517, -0.0287022, 2.8275517, -0.0010071, 2.8275517, -0.0209812, , , , , , , 
2.8280172, -0.012253, 3.1543269, -0.0149386, , , , , , , 2.8280172, -0.0090639, 2.8280172, 0.018967, 2.8280172, -0.0287022, 2.8280172, -0.0283665, 2.8280172, 0.0016785, 2.8280172, -0.0206455, , , , , , , 
2.8284828, -0.012253, 3.1548462, -0.0162814, , , , , , , 2.8284828, -0.0095674, 2.8284828, 0.0193027, 2.8284828, -0.0283665, 2.8284828, -0.027863, 2.8284828, 0.002182, 2.8284828, -0.0193027, , , , , , , 
