Application:, Trigno Discover (2.0.1.3)
Date/Time:, 9/18/2025 4:07:04 PM
Collection Length (seconds):, 4.995
Tibilais Anterior left (85586), , Gastrocnemius right (85650), , , , , , , , Rectus Femoris left (85878), , Rectus Femoris right (85844), , Hamstrings left (85904), , Tibilais Anterior right (85641), , Hamstrings right (85873), , Gastrocnemius left (85605)
sensor mode: 40, , sensor mode: 49, , , , , , , , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40, , sensor mode: 40
EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), GYRO X Time Series (s), GYRO X (deg/s), GYRO Y Time Series (s), GYRO Y (deg/s), GYRO Z Time Series (s), GYRO Z (deg/s), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV), EMG 1 Time Series (s), EMG 1 (mV)
, 2148.1481 Hz, , 1925.9259 Hz, , 74.0741 Hz, , 74.0741 Hz, , 74.0741 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz, , 2148.1481 Hz
, 0.00046551724137931035 s, , 0.0005192307692307692 s, , 0.0135 s, , 0.0135 s, , 0.0135 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , 0.00046551724137931035 s, , Type, Name, Label, Time (s), , 
0.6051724, -4.7194171, 0.675, -0.0283665, , , , , , , 0.6051724, -5.4928664, 0.6051724, 0.1018845, 0.6051724, 0.0099031, 0.6051724, 0.0130922, 0.6051724, -0.0162814, 0.6051724, -0.1619745, , , , , , , 
0.6056379, -4.4921492, 0.6755192, -0.0276951, , , , , , , 0.6056379, -5.4932021, 0.6056379, 0.0850996, 0.6056379, -0.005539, 0.6056379, -0.1775845, 0.6056379, -0.0075532, 0.6056379, -0.19823, , , , , , , 
0.6061034, -4.2497749, 0.6760385, -0.0283665, , , , , , , 0.6061034, -5.4932021, 0.6061034, 0.0699931, 0.6061034, -0.0209812, 0.6061034, -0.291722, 0.6061034, 0.0005035, 0.6061034, -0.2297856, , , , , , , 
0.606569, -3.996994, 0.6765577, -0.0327306, , , , , , , 0.606569, -5.4932021, 0.606569, 0.0540475, 0.606569, -0.0283665, 0.606569, -0.2890364, 0.606569, 0.0048676, 0.606569, -0.2512703, , , , , , , 
0.6070345, -3.7682155, 0.6770769, -0.0310521, , , , , , , 0.6070345, -5.49337, 0.6070345, 0.0350805, 0.6070345, -0.0243381, 0.6070345, -0.2036011, 0.6070345, 0.0052033, 0.6070345, -0.2556344, , , , , , , 
0.6075, -3.5797208, 0.6775962, -0.0250095, , , , , , , 0.6075, -5.4935378, 0.6075, 0.0149386, 0.6075, -0.0125887, 0.6075, -0.0941634, 0.6075, 0.0048676, 0.6075, -0.2599985, , , , , , , 
0.6079655, -3.4112001, 0.6781154, -0.0226596, , , , , , , 0.6079655, -5.4937057, 0.6079655, -0.0008392, 0.6079655, 0.0038605, 0.6079655, 0.0075532, 0.6079655, 0.002182, 0.6079655, -0.2662089, , , , , , , 
0.608431, -3.2302586, 0.6786346, -0.0271916, , , , , , , 0.608431, -5.0794537, 0.608431, -0.008896, 0.608431, 0.0186313, 0.608431, 0.0871138, 0.608431, 0.0003357, 0.608431, -0.2552987, , , , , , , 
0.6088966, -3.0177615, 0.6791538, -0.0350805, , , , , , , 0.6088966, -3.8215915, 0.6088966, -0.0142672, 0.6088966, 0.0253452, 0.6088966, 0.1062486, 0.6088966, 0.0003357, 0.6088966, -0.223743, , , , , , , 
0.6093621, -2.7770657, 0.6796731, -0.0424659, , , , , , , 0.6093621, -2.804593, 0.6093621, -0.0167849, 0.6093621, 0.0276951, 0.6093621, 0.0542153, 0.6093621, 0.0025177, 0.6093621, -0.1757382, , , , , , , 
0.6098276, -2.5345235, 0.6801923, -0.0458228, , , , , , , 0.6098276, -2.1513237, 0.6098276, -0.0176242, 0.6098276, 0.0365911, 0.6098276, -0.0043641, 0.6098276, 0.005539, 0.6098276, -0.1253834, , , , , , , 
0.6102931, -2.3275654, 0.6807115, -0.0454871, , , , , , , 0.6102931, -1.6687572, 0.6102931, -0.0209812, 0.6102931, 0.0515297, 0.6102931, -0.0339055, 0.6102931, 0.0077211, 0.6102931, -0.1151446, , , , , , , 
0.6107586, -2.1662623, 0.6812308, -0.0458228, , , , , , , 0.6107586, -1.1969329, 0.6107586, -0.0283665, 0.6107586, 0.0587472, 0.6107586, -0.0070497, 0.6107586, 0.0068818, 0.6107586, -0.1591211, , , , , , , 
0.6112241, -2.0131838, 0.68175, -0.047837, , , , , , , 0.6112241, -0.7199054, 0.6112241, -0.033402, 0.6112241, 0.0468299, 0.6112241, 0.0793927, 0.6112241, 0.0048676, 0.6112241, -0.2069581, , , , , , , 
0.6116897, -1.8209964, 0.6822692, -0.0525368, , , , , , , 0.6116897, -0.2675517, 0.6116897, -0.0287022, 0.6116897, 0.0186313, 0.6116897, 0.1713741, 0.6116897, 0.0016785, 0.6116897, -0.2198825, , , , , , , 
0.6121552, -1.6125277, 0.6827885, -0.057908, , , , , , , 0.6121552, 0.1441825, 0.6121552, -0.0152743, 0.6121552, -0.017792, 0.6121552, 0.170367, 0.6121552, 0.0011749, 0.6121552, -0.2088045, , , , , , , 
0.6126207, -1.447364, 0.6833077, -0.0599222, , , , , , , 0.6126207, 0.5198291, 0.6126207, -0.0008392, 0.6126207, -0.054551, 0.6126207, 0.0621042, 0.6126207, 0.0038605, 0.6126207, -0.2141756, , , , , , , 
0.6130862, -1.3179522, 0.6838269, -0.0629435, , , , , , , 0.6130862, 0.8572061, 0.6130862, 0.0119173, 0.6130862, -0.0767071, 0.6130862, -0.1183337, 0.6130862, 0.0052033, 0.6130862, -0.232639, , , , , , , 
0.6135517, -1.1754482, 0.6843462, -0.0699931, , , , , , , 0.6135517, 1.1553063, 0.6135517, 0.0253452, 0.6135517, -0.0830854, 0.6135517, -0.2845045, 0.6135517, 0.0035248, 0.6135517, -0.2250858, , , , , , , 
0.6140172, -1.0099489, 0.6848654, -0.0777142, , , , , , , 0.6140172, 1.4164797, 0.6140172, 0.0360876, 0.6140172, -0.0844282, 0.6140172, -0.3377127, 0.6140172, 0.0005035, 0.6140172, -0.2042725, , , , , , , 
0.6144828, -0.8431067, 0.6853846, -0.0822461, , , , , , , 0.6144828, 1.6494545, 0.6144828, 0.0374304, 0.6144828, -0.0861067, 0.6144828, -0.2586557, 0.6144828, -0.0023499, 0.6144828, -0.2098116, , , , , , , 
0.6149483, -0.6920424, 0.6859038, -0.0827497, , , , , , , 0.6149483, 1.8622873, 0.6149483, 0.0305486, 0.6149483, -0.0820783, 0.6149483, -0.1075914, 0.6149483, -0.005539, 0.6149483, -0.2083009, , , , , , , 
0.6154138, -0.5648127, 0.6864231, -0.0780499, , , , , , , 0.6154138, 2.0576638, 0.6154138, 0.0172885, 0.6154138, -0.0740215, 0.6154138, 0.0528725, 0.6154138, -0.0065461, 0.6154138, -0.1560998, , , , , , , 
0.6158793, -0.4583963, 0.6869423, -0.0679789, , , , , , , 0.6158793, 2.2369268, 0.6158793, 0.0008392, 0.6158793, -0.0760357, 0.6158793, 0.2252537, 0.6158793, -0.005539, 0.6158793, -0.0874495, , , , , , , 
0.6163448, -0.3697719, 0.6874615, -0.0574044, , , , , , , 0.6163448, 2.4067903, 0.6163448, -0.0203098, 0.6163448, -0.0931563, 0.6163448, 0.3210956, 0.6163448, -0.0068818, 0.6163448, -0.0659648, , , , , , , 
0.6168103, -0.4202945, 0.6879808, -0.0528725, , , , , , , 0.6168103, 2.5659113, 0.6168103, -0.0414588, 0.6168103, -0.1196765, 0.6168103, 0.2106508, 0.6168103, -0.0109102, 0.6168103, -0.1028916, , , , , , , 
0.6172759, -0.7702602, 0.6885, -0.0538796, , , , , , , 0.6172759, 2.7062333, 0.6172759, -0.0565652, 0.6172759, -0.1520714, 0.6172759, -0.0370947, 0.6172759, -0.0142672, 0.6172759, -0.1485466, , , , , , , 
0.6177414, -1.2956283, 0.6890192, -0.057908, , , , , , , 0.6177414, 2.8230564, 0.6177414, -0.0626078, 0.6177414, -0.1795987, 0.6177414, -0.2062867, 0.6177414, -0.0162814, 0.6177414, -0.1743954, , , , , , , 
0.6182069, -1.7837339, 0.6895385, -0.0602579, , , , , , , 0.6182069, 2.9204089, 0.6182069, -0.0656291, 0.6182069, -0.1905089, 0.6182069, -0.197055, 0.6182069, -0.0162814, 0.6182069, -0.1869841, , , , , , , 
0.6186724, -2.1493095, 0.6900577, -0.0565652, , , , , , , 0.6186724, 2.9996338, 0.6186724, -0.0693217, 0.6186724, -0.1802701, 0.6186724, -0.064622, 0.6186724, -0.0166171, 0.6186724, -0.1869841, , , , , , , 
0.6191379, -2.4225681, 0.6905769, -0.0491798, , , , , , , 0.6191379, 3.0600595, 0.6191379, -0.0746929, 0.6191379, -0.1472038, 0.6191379, 0.111284, 0.6191379, -0.0151064, 0.6191379, -0.1599603, , , , , , , 
0.6196034, -2.6337224, 0.6910962, -0.0466621, , , , , , , 0.6196034, 3.1028611, 0.6196034, -0.0827497, 0.6196034, -0.0995346, 0.6196034, 0.2240787, 0.6196034, -0.0115816, 0.6196034, -0.1156481, , , , , , , 
0.620069, -2.7940185, 0.6916154, -0.0438087, , , , , , , 0.620069, 3.1261921, 0.620069, -0.0944991, 0.620069, -0.0527047, 0.620069, 0.1824521, 0.620069, -0.0085603, 0.620069, -0.0847639, , , , , , , 
0.6205345, -2.9393759, 0.6921346, -0.036759, , , , , , , 0.6205345, 3.1325704, 0.6205345, -0.1045701, 0.6205345, -0.0162814, 0.6205345, 0.0468299, 0.6205345, -0.0052033, 0.6205345, -0.0639506, , , , , , , 
0.621, -3.0593881, 0.6926538, -0.0290379, , , , , , , 0.621, 3.1245136, 0.621, -0.1044022, 0.621, 0.0078889, 0.621, -0.0807355, 0.621, -0.0028534, 0.621, -0.0407874, , , , , , , 
0.6214655, -3.1305562, 0.6931731, -0.0276951, , , , , , , 0.6214655, 3.1070573, 0.6214655, -0.0921492, 0.6214655, 0.0204776, 0.6214655, -0.1461967, 0.6214655, 0.0001678, 0.6214655, -0.0307164, , , , , , , 
0.621931, -3.1609369, 0.6936923, -0.0318914, , , , , , , 0.621931, 3.0802014, 0.621931, -0.0693217, 0.621931, 0.0253452, 0.621931, -0.1515679, 0.621931, 0.0010071, 0.621931, -0.0399481, , , , , , , 
0.6223966, -3.1579156, 0.6942115, -0.0345769, , , , , , , 0.6223966, 3.0426032, 0.6223966, -0.0404517, 0.6223966, 0.0297093, 0.6223966, -0.1072557, 0.6223966, -0.0008392, 0.6223966, -0.0461585, , , , , , , 
0.6228621, -3.1166247, 0.6947308, -0.0317235, , , , , , , 0.6228621, 2.9962768, 0.6228621, -0.0132601, 0.6228621, 0.0340734, 0.6228621, -0.0015106, 0.6228621, -0.0062104, 0.6228621, -0.0292058, , , , , , , 
0.6233276, -3.0387427, 0.69525, -0.021149, , , , , , , 0.6233276, 2.9432364, 0.6233276, 0.008896, 0.6233276, 0.0323949, 0.6233276, 0.1277333, 0.6233276, -0.0105745, 0.6233276, -0.011078, , , , , , , 
0.6237931, -2.9234302, 0.6957692, -0.0109102, , , , , , , 0.6237931, 2.8838178, 0.6237931, 0.0179599, 0.6237931, 0.0248417, 0.6237931, 0.202594, 0.6237931, -0.0125887, 0.6237931, -0.0117494, , , , , , , 
0.6242586, -2.7653162, 0.6962885, -0.0058747, , , , , , , 0.6242586, 2.8183566, 0.6242586, 0.0072175, 0.6242586, 0.0166171, 0.6242586, 0.2140078, 0.6242586, -0.0124208, 0.6242586, -0.0011749, , , , , , , 
0.6247241, -2.6145876, 0.6968077, -0.0011749, , , , , , , 0.6247241, 2.7503777, 0.6247241, -0.0172885, 0.6247241, 0.0072175, 0.6247241, 0.1968872, 0.6247241, -0.0139315, 0.6247241, 0.0480049, , , , , , , 
0.6251897, -2.4789654, 0.6973269, 0.0005035, , , , , , , 0.6251897, 2.678706, 0.6251897, -0.0431373, 0.6251897, -0.0082246, 0.6251897, 0.1559319, 0.6251897, -0.0162814, 0.6251897, 0.0956741, , , , , , , 
0.6256552, -2.3111162, 0.6978462, -0.0035248, , , , , , , 0.6256552, 2.5991455, 0.6256552, -0.0673075, 0.6256552, -0.0273594, 0.6256552, 0.1018845, 0.6256552, -0.0149386, 0.6256552, 0.0787213, , , , , , , 
0.6261207, -2.1113756, 0.6983654, -0.0068818, , , , , , , 0.6261207, 2.5135424, 0.6261207, -0.0867781, 0.6261207, -0.0431373, 0.6261207, 0.0468299, 0.6261207, -0.008896, 0.6261207, 0.0117494, , , , , , , 
0.6265862, -1.901564, 0.6988846, -0.0068818, , , , , , , 0.6265862, 2.424918, 0.6265862, -0.1028916, 0.6265862, -0.0565652, 0.6265862, 0.0616007, 0.6265862, -0.0035248, 0.6265862, -0.0458228, , , , , , , 
0.6270517, -1.6590219, 0.6994038, -0.005539, , , , , , , 0.6270517, 2.3327687, 0.6270517, -0.114641, 0.6270517, -0.0721752, 0.6270517, 0.1824521, 0.6270517, -0.0011749, 0.6270517, -0.0152743, , , , , , , 
0.6275172, -1.3845884, 0.6999231, -0.0023499, , , , , , , 0.6275172, 2.2382696, 0.6275172, -0.1211872, 0.6275172, -0.0894636, 0.6275172, 0.3318379, 0.6275172, 0.0008392, 0.6275172, 0.0834211, , , , , , , 
0.6279828, -1.1485924, 0.7004423, -0.0038605, , , , , , , 0.6279828, 2.1459525, 0.6279828, -0.1211872, 0.6279828, -0.1018845, 0.6279828, 0.4046845, 0.6279828, 0.0048676, 0.6279828, 0.1371328, , , , , , , 
0.6284483, -0.9495232, 0.7009615, -0.0099031, , , , , , , 0.6284483, 2.0573281, 0.6284483, -0.1138018, 0.6284483, -0.1065843, 0.6284483, 0.3630579, 0.6284483, 0.0097353, 0.6284483, 0.1092699, , , , , , , 
0.6289138, -0.4936446, 0.7014808, -0.0171206, , , , , , , 0.6289138, 1.9713893, 0.6289138, -0.0995346, 0.6289138, -0.1030594, 0.6289138, 0.2472419, 0.6289138, 0.0129244, 0.6289138, 0.0746929, , , , , , , 
0.6293793, 2.3141375, 0.702, -0.0203098, , , , , , , 0.6293793, 1.8841077, 0.6293793, -0.0881209, 0.6293793, -0.0924849, 0.6293793, 0.1260548, 0.6293793, 0.0125887, 0.6293793, 0.0951705, , , , , , , 
0.6298448, 5.4717174, 0.7025192, -0.018967, , , , , , , 0.6298448, 1.7971618, 0.6298448, -0.0903029, 0.6298448, -0.0783856, 0.6298448, 0.0629435, 0.6298448, 0.0075532, 0.6298448, 0.1164874, , , , , , , 
0.6303103, 5.4982376, 0.7030385, -0.0196384, , , , , , , 0.6303103, 1.7118944, 0.6303103, -0.0914778, 0.6303103, -0.0607614, 0.6303103, 0.1139696, 0.6303103, 0.0010071, 0.6303103, 0.0793927, , , , , , , 
0.6307759, 5.4992447, 0.7035577, -0.0250095, , , , , , , 0.6307759, 1.6283055, 0.6307759, -0.0795605, 0.6307759, -0.0397803, 0.6307759, 0.2509346, 0.6307759, -0.002182, 0.6307759, 0.0407874, , , , , , , 
0.6312414, 5.4999161, 0.7040769, -0.0320592, , , , , , , 0.6312414, 1.5445487, 0.6312414, -0.064622, 0.6312414, -0.0172885, 0.6312414, 0.3420768, 0.6312414, -0.0005035, 0.6312414, 0.0555581, , , , , , , 
0.6317069, 5.4999161, 0.7045962, -0.0386053, , , , , , , 0.6317069, 1.4607919, 0.6317069, -0.0547189, 0.6317069, 0.0001678, 0.6317069, 0.2975967, 0.6317069, 0.0025177, 0.6317069, 0.1049058, , , , , , , 
0.6321724, 5.4999161, 0.7051154, -0.0438087, , , , , , , 0.6321724, 1.3782101, 0.6321724, -0.0471656, 0.6321724, 0.0031891, 0.6321724, 0.163653, 0.6321724, 0.0035248, 0.6321724, 0.1514, , , , , , , 
0.6326379, 5.4999161, 0.7056346, -0.0471656, , , , , , , 0.6326379, 1.2936141, 0.6326379, -0.0340734, 0.6326379, -0.0087282, 0.6326379, 0.0542153, 0.6326379, 0.0028534, 0.6326379, 0.1760739, , , , , , , 
0.6331034, 5.4999161, 0.7061538, -0.0527047, , , , , , , 0.6331034, 1.2073396, 0.6331034, -0.0162814, 0.6331034, -0.0293736, 0.6331034, 0.0209812, 0.6331034, 0.0035248, 0.6331034, 0.1829557, , , , , , , 
0.633569, 5.4999161, 0.7066731, -0.0599222, , , , , , , 0.633569, 1.1214008, 0.633569, -0.0010071, 0.633569, -0.0505226, 0.633569, 0.0397803, 0.633569, 0.0035248, 0.633569, 0.1730526, , , , , , , 
0.6340345, 5.4999161, 0.7071923, -0.064622, , , , , , , 0.6340345, 1.037644, 0.6340345, 0.0099031, 0.6340345, -0.0654612, 0.6340345, 0.0876173, 0.6340345, 0.0041962, 0.6340345, 0.1389792, , , , , , , 
0.6345, 5.4999161, 0.7077115, -0.063447, , , , , , , 0.6345, 0, 0.6345, 0.0238346, 0.6345, -0.0741894, 0.6345, 0.1555962, 0.6345, 0.0058747, 0.6345, 0.085771, , , , , , , 
0.6349655, 5.4999161, 0.7082308, -0.0609293, , , , , , , 0.6349655, 0, 0.6349655, 0.0485084, 0.6349655, -0.0782177, 0.6349655, 0.1931945, 0.6349655, 0.0062104, 0.6349655, 0.0461585, , , , , , , 
0.635431, 5.4999161, 0.70875, -0.0632792, , , , , , , 0.635431, 0, 0.635431, 0.0837568, 0.635431, -0.0757, 0.635431, 0.1401541, 0.635431, 0.003357, 0.635431, 0.030045, , , , , , , 
0.6358966, 5.4999161, 0.7092692, -0.0703288, , , , , , , 0.6358966, 0, 0.6358966, 0.1225299, 0.6358966, -0.0652934, 0.6358966, 0.0493477, 0.6358966, 0.0023499, 0.6358966, 0.0253452, , , , , , , 
0.6363621, 5.4999161, 0.7097885, -0.0767071, , , , , , , 0.6363621, 0, 0.6363621, 0.1540856, 0.6363621, -0.047837, 0.6363621, 0.0231632, 0.6363621, 0.0031891, 0.6363621, 0.0236667, , , , , , , 
0.6368276, 4.2400397, 0.7103077, -0.0746929, , , , , , , 0.6368276, 0, 0.6368276, 0.1646601, 0.6368276, -0.0260166, 0.6368276, 0.0548867, 0.6368276, 0.005539, 0.6368276, 0.0250095, , , , , , , 
0.6372931, 4.9930114, 0.7108269, -0.0708324, , , , , , , 0.6372931, 0, 0.6372931, 0.1482109, 0.6372931, -0.005539, 0.6372931, 0.0553902, 0.6372931, 0.0077211, 0.6372931, 0.0464942, , , , , , , 
0.6377586, 5.4948806, 0.7113462, -0.0720073, , , , , , , 0.6377586, 0, 0.6377586, 0.111284, 0.6377586, 0.005539, 0.6377586, 0.0062104, 0.6377586, 0.008896, 0.6377586, 0.0763714, , , , , , , 
0.6382241, 5.2635843, 0.7118654, -0.0733501, , , , , , , 0.6382241, 0, 0.6382241, 0.0656291, 0.6382241, 0.0065461, 0.6382241, -0.0431373, 0.6382241, 0.0077211, 0.6382241, 0.1045701, , , , , , , 
0.6386897, 4.8688029, 0.7123846, -0.0693217, , , , , , , 0.6386897, 0, 0.6386897, 0.0184634, 0.6386897, -0.0018463, 0.6386897, -0.0654612, 0.6386897, 0.0038605, 0.6386897, 0.1310903, , , , , , , 
0.6391552, 4.517998, 0.7129038, -0.0609293, , , , , , , 0.6391552, 0, 0.6391552, -0.0290379, 0.6391552, -0.014435, 0.6391552, -0.0616007, 0.6391552, 0.0001678, 0.6391552, 0.1378042, , , , , , , 
0.6396207, 4.0933394, 0.7134231, -0.0560616, , , , , , , 0.6396207, 0, 0.6396207, -0.0718395, 0.6396207, -0.0226596, 0.6396207, -0.0394446, 0.6396207, -0.0011749, 0.6396207, 0.1243763, , , , , , , 
0.6400862, 3.5479973, 0.7139423, -0.0558938, , , , , , , 0.6400862, 0, 0.6400862, -0.1049058, 0.6400862, -0.0243381, 0.6400862, -0.0057069, 0.6400862, 0.002182, 0.6400862, 0.0978561, , , , , , , 
0.6405517, 2.9358511, 0.7144615, -0.0535439, , , , , , , 0.6405517, 0, 0.6405517, -0.128069, 0.6405517, -0.0281987, 0.6405517, 0.0505226, 0.6405517, 0.0082246, 0.6405517, 0.0446479, , , , , , , 
0.6410172, 2.3282368, 0.7149808, -0.0424659, , , , , , , 0.6410172, 0, 0.6410172, -0.1451896, 0.6410172, -0.036759, 0.6410172, 0.1059129, 0.6410172, 0.0119173, 0.6410172, -0.0340734, , , , , , , 
0.6414828, 1.7703059, 0.7155, -0.0273594, , , , , , , 0.6414828, 0, 0.6414828, -0.1586175, 0.6414828, -0.0436408, 0.6414828, 0.0575723, 0.6414828, 0.011078, 0.6414828, -0.0891279, , , , , , , 
0.6419483, 1.2543374, 0.7160192, -0.0169528, , , , , , , 0.6419483, 0, 0.6419483, -0.1673457, 0.6419483, -0.0547189, 0.6419483, -0.103563, 0.6419483, 0.0052033, 0.6419483, -0.0814069, , , , , , , 
0.6424138, 0.7517967, 0.7165385, -0.0146029, , , , , , , 0.6424138, 0, 0.6424138, -0.1663386, 0.6424138, -0.0652934, 0.6424138, -0.2354925, 0.6424138, -0.0015106, 0.6424138, -0.0372625, , , , , , , 
0.6428793, 0.2539559, 0.7170577, -0.0206455, , , , , , , 0.6428793, 0, 0.6428793, -0.1512322, 0.6428793, -0.0602579, 0.6428793, -0.2464027, 0.6428793, -0.0072175, 0.6428793, -0.0169528, , , , , , , 
0.6433448, -0.2301213, 0.7175769, -0.0276951, , , , , , , 0.6433448, 0, 0.6433448, -0.1344472, 0.6433448, -0.0360876, 0.6433448, -0.1599603, 0.6433448, -0.0095674, 0.6433448, -0.0411231, , , , , , , 
0.6438103, -0.7037919, 0.7180962, -0.0317235, , , , , , , 0.6438103, 0, 0.6438103, -0.1277333, 0.6438103, -0.0025177, 0.6438103, -0.0740215, 0.6438103, -0.0075532, 0.6438103, -0.0575723, , , , , , , 
0.6442759, -1.1804837, 0.7186154, -0.0290379, , , , , , , 0.6442759, 0, 0.6442759, -0.1299153, 0.6442759, 0.0246738, 0.6442759, -0.0861067, 0.6442759, -0.0041962, 0.6442759, -0.0297093, , , , , , , 
0.6447414, -1.6554971, 0.7191346, -0.0216526, , , , , , , 0.6447414, 0, 0.6447414, -0.1310903, 0.6447414, 0.0347448, 0.6447414, -0.2069581, 0.6447414, -0.0063783, 0.6447414, 0.0105745, , , , , , , 
0.6452069, -2.1048295, 0.7196538, -0.0152743, , , , , , , 0.6452069, 0, 0.6452069, -0.1260548, 0.6452069, 0.0293736, 0.6452069, -0.3110246, 0.6452069, -0.0176242, 0.6452069, 0.0045319, , , , , , , 
0.6456724, -2.5147173, 0.7201731, -0.0115816, , , , , , , 0.6456724, 0, 0.6456724, -0.1169909, 0.6456724, 0.0166171, 0.6456724, -0.2512703, 0.6456724, -0.023331, 0.6456724, -0.0414588, , , , , , , 
0.6461379, -2.9235981, 0.7206923, -0.0065461, , , , , , , 0.6461379, 0, 0.6461379, -0.1096056, 0.6461379, -0.0008392, 0.6461379, -0.0721752, 0.6461379, -0.0149386, 0.6461379, -0.090135, , , , , , , 
0.6466034, -3.3410391, 0.7212115, -0.0015106, , , , , , , 0.6466034, 0, 0.6466034, -0.105745, 0.6466034, -0.0164492, 0.6466034, 0.1549248, 0.6466034, 0.0015106, 0.6466034, -0.0944991, , , , , , , 
0.647069, -3.680766, 0.7217308, 0.0048676, , , , , , , 0.647069, 0, 0.647069, -0.1003738, 0.647069, -0.0213169, 0.647069, 0.2885328, 0.647069, 0.0166171, 0.647069, -0.0369268, , , , , , , 
0.6475345, -3.9026627, 0.72225, 0.0130922, , , , , , , 0.6475345, 0, 0.6475345, -0.0847639, 0.6475345, -0.0102388, 0.6475345, 0.1609674, 0.6475345, 0.0229953, 0.6475345, -0.0018463, , , , , , , 
0.648, -4.0631266, 0.7227692, 0.0199741, , , , , , , 0.648, -0.3482872, 0.648, -0.0565652, 0.648, 0.0085603, 0.648, -0.1733883, 0.648, 0.0179599, 0.648, -0.0216526, , , , , , , 
0.6484655, -4.1635004, 0.7232885, 0.026688, , , , , , , 0.6484655, -0.3461051, 0.6484655, -0.0251774, 0.6484655, 0.0223239, 0.6484655, -0.4493324, 0.6484655, 0.0162814, 0.6484655, -0.0575723, , , , , , , 
0.648931, -4.1843137, 0.7238077, 0.0310521, , , , , , , 0.648931, -0.3351949, 0.648931, 0.0025177, 0.648931, 0.0293736, 0.648931, -0.5319142, 0.648931, 0.0260166, 0.648931, -0.0807355, , , , , , , 
0.6493966, -4.145037, 0.7243269, 0.0370947, , , , , , , 0.6493966, -0.3271382, 0.6493966, 0.0243381, 0.6493966, 0.0307164, 0.6493966, -0.4993515, 0.6493966, 0.0391089, 0.6493966, -0.0527047, , , , , , , 
0.6498621, -4.0762188, 0.7248462, 0.0433051, , , , , , , 0.6498621, -0.3304952, 0.6498621, 0.0397803, 0.6498621, 0.0243381, 0.6498621, -0.4696422, 0.6498621, 0.0459907, 0.6498621, -0.0041962, , , , , , , 
0.6503276, -3.9870909, 0.7253654, 0.0468299, , , , , , , 0.6503276, -0.3398947, 0.6503276, 0.0498512, 0.6503276, 0.012253, 0.6503276, -0.4694743, 0.6503276, 0.0438087, 0.6503276, -0.0135958, , , , , , , 
0.6507931, -3.8781567, 0.7258846, 0.0528725, , , , , , , 0.6507931, -0.3506371, 0.6507931, 0.0575723, 0.6507931, 0.0046998, 0.6507931, -0.452018, 0.6507931, 0.0364233, 0.6507931, -0.0421302, , , , , , , 
0.6512586, -3.7396811, 0.7264038, 0.0616007, , , , , , , 0.6512586, -0.3600366, 0.6512586, 0.0624399, 0.6512586, 0.0052033, 0.6512586, -0.4092164, 0.6512586, 0.0381018, 0.6512586, 0.0078889, , , , , , , 
0.6517241, -3.581735, 0.7269231, 0.0716716, , , , , , , 0.6517241, -0.367422, 0.6517241, 0.0686503, 0.6517241, 0.0092317, 0.6517241, -0.3781643, 0.6517241, 0.0607614, 0.6517241, 0.0862745, , , , , , , 
0.6521897, -3.4189212, 0.7274423, 0.079057, , , , , , , 0.6521897, -0.3721218, 0.6521897, 0.0795605, 0.6521897, 0.0135958, 0.6521897, -0.3644007, 0.6521897, 0.0978561, 0.6521897, 0.0850996, , , , , , , 
0.6526552, -3.2433509, 0.7279615, 0.0867781, , , , , , , 0.6526552, -0.3716182, 0.6526552, 0.0854353, 0.6526552, 0.0152743, 0.6526552, -0.3430838, 0.6526552, 0.1126268, 0.6526552, 0.0263523, , , , , , , 
0.6531207, -3.0669413, 0.7284808, 0.0965133, , , , , , , 0.6531207, -0.3620508, 0.6531207, 0.082414, 0.6531207, 0.0135958, 0.6531207, -0.3108568, 0.6531207, 0.072343, 0.6531207, -0.0070497, , , , , , , 
0.6535862, -2.9071489, 0.729, 0.10692, , , , , , , 0.6535862, -0.3509728, 0.6535862, 0.0770428, 0.6535862, 0.0102388, 0.6535862, -0.2845045, 0.6535862, -0.0082246, 0.6535862, 0.0018463, , , , , , , 
0.6540517, -2.746685, 0.7295192, 0.1166552, , , , , , , 0.6540517, -0.3375448, 0.6540517, 0.0720073, 0.6540517, 0.0065461, 0.6540517, -0.2673838, 0.6540517, -0.0706645, 0.6540517, 0.002182, , , , , , , 
0.6545172, -2.5702754, 0.7300385, 0.1273976, , , , , , , 0.6545172, -0.3138781, 0.6545172, 0.0632792, 0.6545172, 0.0025177, 0.6545172, -0.2418708, 0.6545172, -0.0679789, 0.6545172, -0.0337377, , , , , , , 
