Rectus Femoris right_Max,Rectus Femoris right_Mean,Rectus Femoris right_TimePeak,Rectus Femoris right_iEMG,Rectus Femoris right_ImpactMean,Rectus Femoris left_Max,Rectus Femoris left_Mean,Rectus Femoris left_TimePeak,Rectus Femoris left_iEMG,Rectus Femoris left_ImpactMean,Hamstrings right_Max,Hamstrings right_Mean,Hamstrings right_TimePeak,Hamstrings right_iEMG,Hamstrings right_ImpactMean,Hamstrings left_Max,Hamstrings left_Mean,Hamstrings left_TimePeak,Hamstrings left_iEMG,Hamstrings left_ImpactMean,TibilaisÂ Anterior right_Max,TibilaisÂ Anterior right_Mean,TibilaisÂ Anterior right_TimePeak,TibilaisÂ Anterior right_iEMG,TibilaisÂ Anterior right_ImpactMean,TibilaisÂ Anterior left_Max,TibilaisÂ Anterior left_Mean,TibilaisÂ Anterior left_TimePeak,TibilaisÂ Anterior left_iEMG,TibilaisÂ Anterior left_ImpactMean,Gastrocnemius right_Max,Gastrocnemius right_Mean,Gastrocnemius right_TimePeak,Gastrocnemius right_iEMG,Gastrocnemius right_ImpactMean,Gastrocnemius left_Max,Gastrocnemius left_Mean,Gastrocnemius left_TimePeak,Gastrocnemius left_iEMG,Gastrocnemius left_ImpactMean
0.04505973145462089,0.0005204527300752501,0.0,0.0016640717817233155,0.0011142613943750236,7.700857850878857,0.794590414947508,0.22403479881932578,2.556658613199895,1.361206173050378,3.2665129939248687,0.5475797672787819,0.6415996582258816,1.7620029420830832,0.8211734870178224,18.276435762625002,0.8937425346357821,0.0,2.87231484164596,1.6096787499098362,2.640560122944473,0.573651598348037,0.0,1.8458722778164733,0.8889436674524013,37.253614769772895,2.5117764334155774,0.01700264098182383,8.077839852215963,4.513019193998991,10.351607325952392,1.292865981267859,0.6310980270312258,4.160619901569688,1.7700141771735025,33.05004705135862,2.066765607013141,0.0015002330278079852,6.644254553578749,3.4970336246322336
