Rectus Femoris right_Max,Rectus Femoris right_Mean,Rectus Femoris right_TimePeak,Rectus Femoris right_iEMG,Rectus Femoris right_ImpactMean,Rectus Femoris left_Max,Rectus Femoris left_Mean,Rectus Femoris left_TimePeak,Rectus Femoris left_iEMG,Rectus Femoris left_ImpactMean,Hamstrings right_Max,Hamstrings right_Mean,Hamstrings right_TimePeak,Hamstrings right_iEMG,Hamstrings right_ImpactMean,Hamstrings left_Max,Hamstrings left_Mean,Hamstrings left_TimePeak,Hamstrings left_iEMG,Hamstrings left_ImpactMean,TibilaisÂ Anterior right_Max,TibilaisÂ Anterior right_Mean,TibilaisÂ Anterior right_TimePeak,TibilaisÂ Anterior right_iEMG,TibilaisÂ Anterior right_ImpactMean,TibilaisÂ Anterior left_Max,TibilaisÂ Anterior left_Mean,TibilaisÂ Anterior left_TimePeak,TibilaisÂ Anterior left_iEMG,TibilaisÂ Anterior left_ImpactMean,Gastrocnemius right_Max,Gastrocnemius right_Mean,Gastrocnemius right_TimePeak,Gastrocnemius right_iEMG,Gastrocnemius right_ImpactMean,Gastrocnemius left_Max,Gastrocnemius left_Mean,Gastrocnemius left_TimePeak,Gastrocnemius left_iEMG,Gastrocnemius left_ImpactMean
0.04505973145462089,0.0005204527300752501,0.0,0.0016640717817233155,0.0011142613943750236,24.472530745856538,2.059559876398757,0.32805095541401275,6.628196735867936,3.7447867356569744,12.958553624225749,0.9758574937398631,0.0,3.137961434724428,1.6789366747449954,15.4201007671669,1.2584393679881307,0.33705235358086066,4.0483881526484495,2.360184623784661,3.7360480306054535,0.659041223827684,0.0,2.1203331006262394,0.9504099485111025,137.28814960257046,6.552634823616684,0.32955118844182074,21.091141783823762,13.260352024105268,44.44158500189948,2.3550939699865903,0.0,7.569754869248282,3.8351994523763437,24.317524228973404,2.2265712757763083,0.1515235358086065,7.165975424814699,4.060049206042838
