Rectus Femoris right_Max,Rectus Femoris right_Mean,Rectus Femoris right_TimePeak,Rectus Femoris right_iEMG,Rectus Femoris right_ImpactMean,Rectus Femoris left_Max,Rectus Femoris left_Mean,Rectus Femoris left_TimePeak,Rectus Femoris left_iEMG,Rectus Femoris left_ImpactMean,Hamstrings right_Max,Hamstrings right_Mean,Hamstrings right_TimePeak,Hamstrings right_iEMG,Hamstrings right_ImpactMean,Hamstrings left_Max,Hamstrings left_Mean,Hamstrings left_TimePeak,Hamstrings left_iEMG,Hamstrings left_ImpactMean,TibilaisÂ Anterior right_Max,TibilaisÂ Anterior right_Mean,TibilaisÂ Anterior right_TimePeak,TibilaisÂ Anterior right_iEMG,TibilaisÂ Anterior right_ImpactMean,TibilaisÂ Anterior left_Max,TibilaisÂ Anterior left_Mean,TibilaisÂ Anterior left_TimePeak,TibilaisÂ Anterior left_iEMG,TibilaisÂ Anterior left_ImpactMean,Gastrocnemius right_Max,Gastrocnemius right_Mean,Gastrocnemius right_TimePeak,Gastrocnemius right_iEMG,Gastrocnemius right_ImpactMean,Gastrocnemius left_Max,Gastrocnemius left_Mean,Gastrocnemius left_TimePeak,Gastrocnemius left_iEMG,Gastrocnemius left_ImpactMean
0.04505973145462089,0.0005204527300752501,0.0,0.0016640717817233155,0.0011142613943750236,16.533568489641066,1.0512454599240741,0.2540394593754855,3.3820319454149548,1.8695983047885845,3.6389842351230564,0.6676020680068038,0.08451312723318316,2.148305644486479,1.0371446625364589,21.56541632447226,1.3398345323609866,0.0810125835016312,4.311750854946726,2.569694838246669,4.018920503186356,0.6101149459162515,0.5710887059189064,1.9636004701388505,0.8803217957484675,60.60010038171482,4.408471960990133,0.101015690539071,14.189263779545271,8.562329836067734,4.122739222420331,0.9949821087488738,0.11701817616902284,3.2024601670041273,1.3552684392888066,67.48930558654361,3.192545302356126,0.05650877738076744,10.274609641846183,6.007760333044626
